Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-08-28T16:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,,
New York:,,
,
DJ Indust,"10,854.65","11,176.76","11,320.71","11,149.82","11,284.54",,
DJ Opening,"10,820.37","10,854.58","11,175.78","11,321.02","11,145.20",,
Day's High,"11,020.55","11,176.84","11,331.57","11,406.39","11,326.43",,
Day's low,"10,820.37","10,854.43","11,113.04","11,106.76","10,929.20",,
Nasdaq Comp,2345.38,2446.06,2467.69,2419.63,2479.85,,
S&P 500 Index,1123.82,1162.35,1177.6,1159.27,1176.8,,
Wilshire 5000,n/a,n/a,n/a,"12,102.13","12,313.76",,
NYSE volume ('000),"1,188,997","1,238,364","1,107,756","1,207,303","1,117,042",,
NYSE rises,1335,2573,2086,719,2511,,
NYSE falls,1673,460,923,2303,501,,
Transport,4225.79,4365.86,4428.43,4343.73,4460.19,,
NYSE Comp,6980.62,7209.59,7273.13,7149.67,7245.82,,
AMEX Index,2230.49,2267.99,2248.15,2203.45,2232.83,,
Canada:,,
,
DJ S&P TSX Index,"12,068.36","12,338.33","12,343.81","12,284.31","12,327.51",,
London:,,
,
FTSE 100 Index,5095.30,5129.42,5205.85,5131.10,5129.92,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2183.39,2199.98,2238.70,2216.70,2190.44,,
Germany:,,
,
German Xetra Dax,5473.78,5532.38,5681.08,5584.14,5537.48,,
France:,,
,
CAC Index,3051.36,3084.37,3139.55,3119.00,3087.64,,
Switzerland:,,
,
Swiss Market Index,5144.02,5230.58,5328.49,5298.18,5323.12,,
Johannesburg:,,
,
FTSE JSE All Share Index,"29,433.12","29,259.86","29,604.59","29,349.45","29,425.05",,
JSE Africa Gold Index,2781.67,2717.24,2607.81,2623.96,2629.22,,
Italy:,,
,
FTSE Italia All Share Index,"15,697.82","15,545.69","15,813.54","15,784.40","15,649.09",,
Spain:,,
,
IBEX 35,8293.9,8279.8,8369.1,8299.1,8185.5,,
New Zealand:,,
,
NZ Top 50 Capital,3274.44,3269.59,3287.52,3301.58,3295.63,,
NZ Top 10 Capital,872.03,869.46,875.79,880.73,875.51,,
Tokyo:,,
,
Nikkei 225 Index,8628.13,8733.01,8639.61,8772.36,8797.78,,
Nikkei high,8756.10,8747.41,8825.27,8849.94,8805.10,,
Nikkei low,8619.21,8630.49,8620.89,8741.74,8742.46,,
Nikkei 300 Index,150.46,151.83,150.08,152.03,152.72,,
Topix Index,742.84,750.39,742.24,751.82,756.07,,
Nikkei vol (mil),1966,2090,2180,2058,1893,,
Hong Kong:,,
,
Hang Seng Index,"19,486.87","19,875.53","19,466.79","19,752.48","19,582.88",,
China:,,
,
Shanghai A Index,2635.12,2675.17,2661.62,2739.38,2736.15,,
Korea:,,
,
Seoul KOSPI,1710.70,1776.68,1754.78,1764.58,1778.95,,
Taiwan:,,
,
TAIEX Index,7312.59,7550.23,7502.93,7410.87,7445.10,,
Singapore:,,
,
Straits Times Index,2731.81,2765.15,2719.90,2765.74,2748.18,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1472.16,1482.37,1469.15,1464.74,1444.81,,
Indonesia:,,
,
JSX Composite Index,3839.62,3880.46,3847.02,3844.38,3841.73,,
India:,,
,
BSE Sensex Index,"16,341.70","16,498.47","16,284.98","16,146.33","15,848.83",,
Thailand:,,
,
FTSE SET Index,1067.84,1057.28,1046.43,1025.00,1037.22,,
Philippines:,,
,
Manila PSE Index,4291.11,4375.39,4366.45,4342.69,4305.56,,
World:,,
,
MSCI World,1131.33,1157.75,1168.58,1154.64,1163.02,,
Comm Research Index,331.97,334.63,331.79,332.27,335.45,,
Moody's Comm Index,6902.69,6914.09,6942.40,6914.68,6934.10,,
LME Index,3796.0,3848.8,3853.8,3903.0,3938.4,,
,
Source: Thomson Reuters,
