Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-07-19T14:00:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,,
New York:,,
,
DJ Indust,"17,055.42","17,060.68","17,138.20","16,976.81","17,100.18",,
DJ Opening,"16,950.93","17,055.03","17,061.91","17,133.45","16,978.16",,
Day's High,"17,088.43","17,120.34","17,139.35","17,151.56","17,113.51",,
Day's low,"16,950.93","17,006.39","17,061.91","16,966.19","16,977.52",,
Nasdaq Comp,4440.42,4416.39,4425.97,4363.45,4432.15,,
S&P 500 Index,1977.10,1973.28,1981.57,1958.12,1978.22,,
Wilshire 5000,"20,927.26","20,904.13","20,934.20","20,687.69",n/a,,
NYSE volume ('000),n/a,n/a,n/a,n/a,n/a,,
NYSE rises,1960,1029,1674,563,n/a,,
NYSE falls,1095,1997,1348,2476,n/a,,
Transport,8313.11,8345.08,8397.21,8279.14,8385.40,,
NYSE Comp,"10,991.47","10,965.64","11,017.88","10,890.44","10,985.92",,
AMEX Index,2817.73,2774.94,2772.34,2773.39,n/a,,
Canada:,,
,
DJ S&P TSX Index,"15,171.23","15,081.32","15,226.34","15,204.48","15,266.57",,
London:,,
,
FTSE 100 Index,6746.14,6710.45,6784.67,6738.32,6749.45,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3185.86,3153.75,3202.94,3157.82,3164.21,,
Germany:,,
,
German Xetra Dax,9783.01,9719.41,9859.27,9753.88,9720.02,,
France:,,
,
CAC Index,4350.04,4305.31,4369.06,4316.12,4335.31,,
Switzerland:,,
,
Swiss Market Index,8565.67,8574.32,8617.07,8548.08,8511.43,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,540.88","51,735.29","52,076.90","51,789.74","51,695.05",,
JSE Africa Gold Index,1548.75,1534.66,1522.65,1512.80,1534.34,,
Italy:,,
,
FTSE Italia All Share Index,"21,998.30","21,719.39","22,358.18","21,903.68","22,015.25",,
Spain:,,
,
IBEX 35,"10,606.3","10,475.9","10,668.4","10,543.3","10,527.0",,
New Zealand:,,
,
NZ Top 50 Capital,5127.87,5115.40,5114.24,5112.39,5108.93,,
NZ Top 10 Capital,1145.56,1141.72,1141.50,1140.91,1139.48,,
Tokyo:,,
,
Nikkei 225 Index,"15,296.82","15,395.16","15,379.30","15,370.26","15,215.71",,
Nikkei high,"15,324.95","15,441.54","15,423.96","15,465.74","15,220.50",,
Nikkei low,"15,179.49","15,346.09","15,355.00","15,347.85","15,110.45",,
Nikkei 300 Index,256.08,257.80,257.76,257.74,255.78,,
Topix Index,1265.46,1273.68,1273.59,1273.38,1263.29,,
Hong Kong:,,
,
Hang Seng Index,"23,346.67","23,459.96","23,523.28","23,520.87","23,454.79",,
China:,,
,
Shanghai A Index,2163.76,2167.67,2164.47,2152.20,2155.83,,
Korea:,,
,
Seoul KOSPI,1993.88,2012.72,2013.48,2020.90,2019.42,,
Taiwan:,,
,
TAIEX Index,9520.30,9569.17,9484.73,9408.24,9400.97,,
Singapore:,,
,
Straits Times Index,3290.98,3291.42,3304.43,3306.89,3310.53,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1884.87,Closed,1886.71,1883.14,1872.97,,
Indonesia:,,
,
JSX Composite Index,5021.06,5070.82,5113.93,5071.20,5087.01,,
India:,,
,
BSE Sensex Index,"25,006.98","25,228.65","25,549.72","25,561.16","25,641.56",,
Thailand:,,
,
FTSE SET Index,1529.23,1524.53,1530.42,1535.66,1533.41,,
Philippines:,,
,
Manila PSE Index,6830.37,6834.04,Closed,6867.36,6853.07,,
World:,,
,
MSCI World,1747.03,1741.43,1751.49,1735.09,1744.29,,
Comm Research Index,298.17,296.72,297.49,298.62,298.12,,
Moody's Comm Index,5969.69,6201.25,6205.17,6205.17,6205.17,,
LME Index,3266.3,3272.4,3262.8,3264.6,3232.3,,
,
Source: Thomson Reuters,
