Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-12-19T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 14,Dec 15,Dec 16,Dec 17,Dec 18,,
New York:,,
,
DJ Indust,"17,368.50","17,524.91","17,749.09","17,495.84","17,128.55",,
DJ Opening,"17,277.11","17,374.78","17,530.85","17,756.54","17,495.04",,
Day's High,"17,378.02","17,627.63","17,784.36","17,796.76","17,496.58",,
Day's low,"17,138.47","17,341.18","17,483.68","17,493.50","17,124.31",,
Nasdaq Comp,4952.23,4995.36,5071.13,5002.55,4923.08,,
S&P 500 Index,2021.94,2043.41,2073.07,2041.89,2005.55,,
Wilshire 5000,"20,871.03","21,099.58","21,412.89","21,100.34","20,754.91",,
NYSE volume ('000),1023270,1084079,975228,1003065,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,7489.64,7551.25,7687.00,7533.38,7364.04,,
NYSE Comp,9986.76,"10,110.94","10,267.83","10,112.63",9967.64,,
NYSE AMEX Comp Idx,2109.86,2124.44,2153.11,2118.34,2104.97,,
Canada:,,
,
DJ S&P TSX Index,"12,695.49","12,919.57","13,166.08","13,009.93","13,024.30",,
London:,,
,
FTSE 100 Index,5874.06,6017.79,6061.19,6102.54,6052.42,,
Europe:,,
,
EURO STOXX 50 Index,3139.24,3241.51,3246.78,3306.47,3260.72,,
Germany:,,
,
German Xetra Dax,"10,139.34","10,450.38","10,469.26","10,738.12","10,608.19",,
France:,,
,
CAC Index,4473.07,4614.40,4624.67,4677.54,4625.26,,
Switzerland:,,
,
Swiss Market Index,8375.31,8581.56,8604.08,8656.30,8608.91,,
Johannesburg:,,
,
FTSE JSE All Share Index,"48,081.71","48,428.77",Closed,"49,706.29","48,717.28",,
JSE Africa Gold Index,1031.36,1019.60,–,999.48,1019.71,,
Italy:,,
,
FTSE Italia All Share Index,"22,228.85","23,009.62","22,963.66","23,294.08","23,017.33",,
Spain:,,
,
IBEX 35,9428.5,9711.6,9711.0,9878.5,9717.1,,
New Zealand:,,
,
NZ Top 50 Capital,6035.25,6040.55,6070.94,6088.33,6107.84,,
NZ Top 10 Capital,1189.11,1183.40,1194.36,1202.70,1197.97,,
Tokyo:,,
,
Nikkei 225 Index,"18,883.42","18,565.90","19,049.91","19,353.56","18,986.80",,
Nikkei high,"18,911.78","18,897.87","19,054.89","19,507.17","19,869.08",,
Nikkei low,"18,611.09","18,562.51","18,859.11","19,325.15","18,982.25",,
Nikkei 300 Index,307.22,301.97,310.53,315.26,309.52,,
Topix Index,1527.88,1502.55,1540.72,1564.71,1537.10,,
Hong Kong:,,
,
Hang Seng Index,"21,309.85","21,274.37","21,701.21","21,872.06","21,755.56",,
China:,,
,
Shanghai A Index,3685.93,3674.97,3680.99,3747.91,3746.76,,
Korea:,,
,
Seoul KOSPI,1927.82,1932.97,1969.40,1977.96,1975.32,,
Taiwan:,,
,
TAIEX Index,8040.16,8073.35,8184.66,8319.67,8257.32,,
Singapore:,,
,
Straits Times Index,2815.04,2815.52,2840.92,2861.18,2852.84,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1629.96,1622.84,1634.13,1656.52,1643.90,,
Indonesia:,,
,
JSX Composite Index,4374.19,4409.17,4483.45,4555.96,4468.65,,
India:,,
,
BSE Sensex Index,"25,150.35","25,320.44","25,494.37","25,803.78","25,519.22",,
Thailand:,,
,
FTSE SET Index,1267.61,1300.51,1299.12,1310.34,1284.92,,
Philippines:,,
,
Manila PSE Index,6745.99,6701.35,6807.72,6905.70,6867.07,,
World:,,
,
MSCI World,1632.28,1646.69,1668.73,1655.22,1633.76,,
Comm Research Index,174.77,174.74,172.32,171.20,172.67,,
Moody's Comm Index,4724.42,4734.54,4776.64,4676.18,4676.18,,
LME Index,2177.9,2132.8,2152.1,2125.8,2180.0,,
,
Source: Thomson Reuters,
