Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-05-10T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 5,May 6,May 7,May 8,May 9,,
New York:,,
,
DJ Indust,"16,530.55","16,401.02","16,518.54","16,550.97","16,583.34",,
DJ Opening,"16,509.75","16,529.85","16,401.66","16,518.16","16,551.23",,
Day's High,"16,547.92","16,529.85","16,522.94","16,622.95","16,588.77",,
Day's low,"16,377.09","16,399.99","16,357.35","16,502.01","16,498.71",,
Nasdaq Comp,4138.06,4080.76,4067.67,4051.50,4071.87,,
S&P 500 Index,1884.66,1867.72,1878.21,1875.63,1878.48,,
Wilshire 5000,n/a,"19,796.97","19,884.23","19,823.81","19,867.21",,
NYSE volume ('000),n/a,n/a,n/a,n/a,n/a,,
NYSE rises,1751,962,1982,1277,n/a,,
NYSE falls,1302,2082,1065,1773,n/a,,
Transport,7675.88,7656.51,7700.26,7703.70,7719.30,,
NYSE Comp,"10,630.14","10,568.68","10,626.84","10,610.65","10,606.69",,
AMEX Index,2631.8,2611.25,2620.74,2612.89,n/a,,
Canada:,,
,
DJ S&P TSX Index,"14,697.03","14,612.29","14,656.40","14,546.03","14,534.06",,
London:,,
,
FTSE 100 Index,Closed,6798.56,6796.44,6839.25,6814.57,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3171.29,3149.79,3159.67,3204.30,3184.09,,
Germany:,,
,
German Xetra Dax,9529.50,9467.53,9521.30,9607.40,9581.45,,
France:,,
,
CAC Index,4462.69,4428.07,4446.44,4507.24,4477.28,,
Switzerland:,,
,
Swiss Market Index,8409.07,8395.77,8421.65,8465.66,8510.39,,
Johannesburg:,,
,
FTSE JSE All Share Index,"48,880.81","48,942.02",Closed,"49,026.95","48,852.45",,
JSE Africa Gold Index,1575.19,1556.45,Closed,1507.64,1485.33,,
Italy:,,
,
FTSE Italia All Share Index,"23,075.15","22,953.49","22,638.43","23,134.15","22,787.94",,
Spain:,,
,
IBEX 35,"10,477.0","10,481.4","10,413.8","10,591.2","10,487.2",,
New Zealand:,,
,
NZ Top 50 Capital,5200.25,5174.90,5189.13,5161.41,5152.67,,
NZ Top 10 Capital,1199.00,1188.63,1190.93,1182.29,1176.09,,
Tokyo:,,
,
Nikkei 225 Index,Closed,Closed,"14,033.45","14,163.78","14,199.59",,
Nikkei high,Closed,Closed,"14,299.13","14,254.44","14,266.29",,
Nikkei low,Closed,Closed,"14,033.45","14,108.16","14,091.20",,
Nikkei 300 Index,Closed,Closed,233.80,235.64,236.87,,
Topix Index,Closed,Closed,1152.01,1160.01,1165.51,,
Hong Kong:,,
,
Hang Seng Index,"21,976.33",Closed,"21,746.26","21,837.12","21,862.99",,
China:,,
,
Shanghai A Index,2122.48,2123.19,2104.39,2109.82,2105.51,,
Korea:,,
,
Seoul KOSPI,Closed,Closed,1939.88,1950.60,1956.55,,
Taiwan:,,
,
TAIEX Index,8870.43,8912.39,8893.22,8930.90,8889.69,,
Singapore:,,
,
Straits Times Index,3241.60,3245.56,3236.43,3247.69,3252.13,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1860.54,1860.43,1860.43,1862.84,1866.72,,
Indonesia:,,
,
JSX Composite Index,4842.50,4834.47,4862.07,4860.89,4898.14,,
India:,,
,
BSE Sensex Index,"22,445.12","22,508.42","22,323.90","22,344.04","22,994.23",,
Thailand:,,
,
FTSE SET Index,Closed,1404.01,1402.61,1379.02,1377.37,,
Philippines:,,
,
Manila PSE Index,6766.46,6765.93,6748.51,6765.21,6847.26,,
World:,,
,
MSCI World,1689.77,1683.53,1684.04,1686.79,1683.37,,
Comm Research Index,307.95,307.99,307.70,306.84,305.26,,
Moody's Comm Index,6363.97,6394.90,6406.63,6380.57,6370.19,,
LME Index,Closed,3072.8,3047.6,3081.0,3090.8,,
,
Source: Thomson Reuters,
