Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-10-18T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,,
New York:,,
,
DJ Indust,"16,321.07","16,315.19","16,141.74","16,117.24","16,380.41",,
DJ Opening,"16,535.43","16,321.90","16,313.30","16,137.14","16,118.39",,
Day's High,"16,602.41","16,463.67","16,313.30","16,211.12","16,427.38",,
Day's low,"16,310.47","16,273.64","15,855.12","15,935.22","16,118.39",,
Nasdaq Comp,4213.66,4227.17,4215.32,4217.39,4258.44,,
S&P 500 Index,1874.74,1877.70,1862.49,1862.76,1886.76,,
Wilshire 5000,"19,652.02","19,707.63","19,343.08","19,682.83","19,900.42",,
NYSE volume ('000),903881,969482,1213437,1062243,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,7717.69,7919.00,7937.48,8026.20,8147.84,,
NYSE Comp,"10,166.74","10,185.91","10,109.67","10,123.73","10,250.54",,
AMEX Index,2457.48,2439.56,2462.59,2494.24,2530.43,,
Canada:,,
,
DJ S&P TSX Index,Closed,"14,036.68","13,869.88","14,052.97","14,227.68",,
London:,,
,
FTSE 100 Index,6366.24,6392.68,6211.64,6195.91,6310.29,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2998.32,3000.99,2892.55,2874.65,2962.24,,
Germany:,,
,
German Xetra Dax,8812.43,8825.21,8571.95,8582.90,8850.27,,
France:,,
,
CAC Index,4078.70,4088.25,3939.72,3918.62,4033.18,,
Switzerland:,,
,
Swiss Market Index,8342.07,8338.01,8144.88,8057.54,8250.10,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,368.34","47,686.85","46,673.38","46,881.12","47,836.69",,
JSE Africa Gold Index,1173.59,1185.52,1163.81,1156.74,1126.45,,
Italy:,,
,
FTSE Italia All Share Index,"20,201.37","20,215.55","19,355.62","19,126.52","19,773.24",,
Spain:,,
,
IBEX 35,"10,187.3","10,204.9",9838.5,9669.7,9956.8,,
New Zealand:,,
,
NZ Top 50 Capital,5170.05,5145.89,5162.87,5132.02,5146.94,,
NZ Top 10 Capital,1112.01,1106.41,1110.59,1101.68,1104.45,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"14,936.51","15,073.52","14,738.38","14,532.51",,
Nikkei high,–,"15,089.90","15,084.61","14,807.08","14,830.67",,
Nikkei low,–,"14,919.71","14,916.65","14,672.55","14,529.03",,
Nikkei 300 Index,–,245.73,247.48,241.84,238.07,,
Topix Index,–,1214.27,1223.67,1195.50,1177.22,,
Hong Kong:,,
,
Hang Seng Index,"23,143.38","23,047.97","23,140.05","22,900.94","23,023.21",,
China:,,
,
Shanghai A Index,2477.08,2470.23,2485.09,2467.11,2451.04,,
Korea:,,
,
Seoul KOSPI,1927.21,1929.25,1925.91,1918.83,1900.66,,
Taiwan:,,
,
TAIEX Index,8711.39,8768.39,8655.51,8633.69,8512.88,,
Singapore:,,
,
Straits Times Index,3202.15,3194.40,3198.72,3154.21,3167.73,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1797.20,1796.38,1786.84,1767.77,1788.31,,
Indonesia:,,
,
JSX Composite Index,4913.05,4922.58,4962.94,4951.61,5028.95,,
India:,,
,
BSE Sensex Index,"26,384.07","26,349.33",Closed,"25,999.34","26,108.53",,
Thailand:,,
,
FTSE SET Index,1542.35,1546.78,1547.41,1526.15,1528.71,,
Philippines:,,
,
Manila PSE Index,6968.09,6946.06,6991.19,7028.58,7003.22,,
World:,,
,
MSCI World,1613.61,1610.74,1595.21,1592.60,1613.56,,
Comm Research Index,277.39,274.56,271.96,273.35,273.29,,
Moody's Comm Index,Closed,5774.45,5742.12,5696.12,5696.12,,
LME Index,3102.5,3120.5,3052.3,3012.1,3064.9,,
,
Source: Thomson Reuters,
