Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-07-29T16:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,,
New York:,,
,
DJ Indust,"12,721.46","12,617.32","12,676.05","12,887.93","13,075.66",,
DJ Opening,"12,820.45","12,720.93","12,617.77","12,680.59","12,888.91",,
Day's High,"12,820.45","12,730.09","12,732.77","12,931.22","13,117.74",,
Day's low,"12,583.41","12,521.84","12,617.62","12,680.59","12,888.53",,
Nasdaq Comp,2890.15,2862.99,2854.24,2893.25,2958.09,,
S&P 500 Index,1350.52,1338.31,1337.89,1360.02,1385.97,,
Wilshire 5000,"13,985.35","13,984.10","13,893.61","14,080.58","14,286.56",,
NYSE volume ('000),"74,216","80,712","78,199","89,594","91,149",,
NYSE rises,706,763,1600,2201,2512,,
NYSE falls,2294,2221,1375,819,493,,
Transport,5012.59,4953.51,4934.00,5006.79,5126.65,,
NYSE Comp,7670.54,7590.62,7607.56,7754.51,7912.17,,
AMEX Index,2337.35,2317.48,2313.40,2357.74,2385.43,,
Canada:,,
,
DJ S&P TSX Index,"11,545.54","11,466.95","11,492.51","11,639.75","11,766.36",,
London:,,
,
FTSE 100 Index,5533.87,5499.23,5498.32,5573.16,5627.21,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2179.31,2151.54,2159.09,2251.05,2301.23,,
Germany:,,
,
German Xetra Dax,6419.33,6390.41,6406.52,6582.96,6689.40,,
France:,,
,
CAC Index,3101.53,3074.68,3081.74,3207.12,3280.19,,
Switzerland:,,
,
Swiss Market Index,6180.44,6174.89,6180.77,6277.74,6362.82,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,814.83","33,998.45","34,069.59","34,288.98","34,671.00",,
JSE Africa Gold Index,2255.32,2305.74,2340.29,2350.26,2431.70,,
Italy:,,
,
FTSE Italia All Share Index,"13,760.08","13,427.41","13,538.66","14,249.54","14,555.48",,
Spain:,,
,
IBEX 35,6177.4,5956.3,6004.9,6368.8,6617.6,,
New Zealand:,,
,
NZ Top 50 Capital,3465.36,3460.70,3458.98,3485.74,3501.29,,
NZ Top 10 Capital,866.83,865.11,866.43,874.04,876.67,,
Tokyo:,,
,
Nikkei 225 Index,8508.32,8488.09,8365.90,8443.10,8566.64,,
Nikkei high,8606.23,8517.52,8433.58,8448.55,8569.09,,
Nikkei low,8500.27,8446.18,8328.02,8358.51,8522.74,,
Nikkei 300 Index,146.30,145.61,143.35,144.89,147.42,,
Topix Index,720.62,717.67,706.46,714.91,726.44,,
Nikkei vol (mil),1409,1642,1780,1911,1665,,
Hong Kong:,,
,
Hang Seng Index,"19,053.47","18,903.20","18,877.33","18,892.79","19,274.96",,
China:,,
,
Shanghai A Index,2242.42,2247.87,2237.40,2226.74,2229.65,,
Korea:,,
,
Seoul KOSPI,1789.44,1793.93,1769.31,1782.47,1829.16,,
Taiwan:,,
,
TAIEX Index,7028.73,7008.35,6979.13,6970.69,7124.49,,
Singapore:,,
,
Straits Times Index,2982.49,2998.44,2990.92,3004.57,2998.49,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1636.17,1632.57,1635.09,1623.91,1624.94,,
Indonesia:,,
,
JSX Composite Index,4009.79,3992.11,4000.84,4004.78,4084.21,,
India:,,
,
BSE Sensex Index,"16,877.35","16,918.08","16,846.05","16,639.82","16,839.19",,
Thailand:,,
,
FTSE SET Index,1185.11,1187.64,1188.62,1172.92,1178.01,,
Philippines:,,
,
Manila PSE Index,5139.40,5159.74,5161.80,5152.56,5219.55,,
World:,,
,
MSCI World,1212.05,1202.88,1201.74,1227.82,1250.02,,
Comm Research Index,299.21,296.70,297.57,297.80,299.93,,
Moody's Comm Index,6342.02,6232.89,6168.44,6170.77,6176.12,,
LME Index,3144.6,3138.0,3145.8,3160.2,3198.8,,
,
Source: Thomson Reuters,
