Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-05-23T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 18,May 19,May 20,May 21,May 22,,
New York:,,
,
DJ Indust,"18,298.88","18,312.39","18,285.40","18,285.74","18,232.02",,
DJ Opening,"18,267.25","18,300.48","18,315.06","18,285.87","18,286.87",,
Day's High,"18,325.54","18,351.36","18,350.13","18,314.89","18,286.87",,
Day's low,"18,244.26","18,261.35","18,272.56","18,249.90","18,217.14",,
Nasdaq Comp,5078.44,5070.03,5071.74,5090.79,5089.36,,
S&P 500 Index,2129.20,2127.83,2125.85,2130.82,2126.06,,
Wilshire 5000,"22,492.02","22,466.96","22,451.19","22,495.55","22,449.83",,
NYSE volume ('000),668750,738706,691637,707429,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8740.68,8674.10,8503.96,8551.28,8482.31,,
NYSE Comp,"11,227.89","11,213.15","11,210.24","11,239.66","11,197.69",,
AMEX Index,2469.82,2459.42,2472.16,2488.03,2460.80,,
Canada:,,
,
DJ S&P TSX Index,Closed,"15,121.02","15,072.83","15,203.61","15,200.76",,
London:,,
,
FTSE 100 Index,6968.87,6995.10,7007.26,7013.47,7031.72,,
Europe:,,
,
EURO STOXX 50 Index,3589.22,3670.52,3683.48,3688.72,3679.14,,
Germany:,,
,
German Xetra Dax,"11,594.28","11,853.33","11,848.47","11,864.59","11,815.01",,
France:,,
,
CAC Index,5012.31,5117.30,5133.30,5146.70,5142.89,,
Switzerland:,,
,
Swiss Market Index,9196.55,9295.62,9319.90,9365.35,9353.30,,
Johannesburg:,,
,
FTSE JSE All Share Index,"54,409.43","54,327.13","54,192.07","54,123.89","54,055.38",,
JSE Africa Gold Index,1205.13,1158.66,1129.04,1125.94,1119.47,,
Italy:,,
,
FTSE Italia All Share Index,"24,785.74","25,304.15","25,373.69","25,343.15","25,371.10",,
Spain:,,
,
IBEX 35,"11,345.0","11,497.7","11,574.1","11,595.4","11,554.2",,
New Zealand:,,
,
NZ Top 50 Capital,5772.71,5757.16,5755.79,5769.27,5776.02,,
NZ Top 10 Capital,1204.20,1195.57,1195.63,1199.66,1196.47,,
Tokyo:,,
,
Nikkei 225 Index,"19,890.27","20,026.38","20,196.56","20,202.87","20,264.41",,
Nikkei high,"19,890.27","20,087.70","20,278.89","20,320.90","20,278.31",,
Nikkei low,"19,741.22","19,946.75","20,148.51","20,175.78","20,130.84",,
Nikkei 300 Index,330.28,331.42,333.50,334.27,334.38,,
Topix Index,1626.66,1633.33,1643.40,1646.80,1647.85,,
Hong Kong:,,
,
Hang Seng Index,"27,591.25","27,693.54","27,585.05","27,523.72","27,992.83",,
China:,,
,
Shanghai A Index,4485.04,4625.79,4655.56,4742.56,4877.43,,
Korea:,,
,
Seoul KOSPI,2113.72,2120.85,2139.54,2122.81,2146.10,,
Taiwan:,,
,
TAIEX Index,9606.10,9716.77,9685.31,9578.56,9638.80,,
Singapore:,,
,
Straits Times Index,3459.57,3454.04,3439.68,3439.86,3450.18,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1823.50,1809.72,1810.11,1795.04,1787.50,,
Indonesia:,,
,
JSX Composite Index,5237.81,5269.37,5292.75,5313.21,5315.15,,
India:,,
,
BSE Sensex Index,"27,687.30","27,645.53","27,837.21","27,809.35","27,957.50",,
Thailand:,,
,
FTSE SET Index,1510.41,1525.96,1520.11,1526.25,1523.86,,
Philippines:,,
,
Manila PSE Index,7910.43,7871.31,7881.93,7835.38,7810.17,,
World:,,
,
MSCI World,1808.73,1803.72,1803.95,1810.84,1803.50,,
Comm Research Index,231.27,226.79,227.01,228.82,226.14,,
Moody's Comm Index,5559.92,5493.43,5485.31,5486.29,5486.29,,
LME Index,2886.6,2818.8,2814.5,2816.5,2784.5,,
,
Source: Thomson Reuters,
