Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-12-26T14:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 21,Dec 22,Dec 23,Dec 24,Dec 25,,
New York:,,
,
DJ Indust,"17,251.62","17,417.27","17,602.61","17,552.17",Closed,,
DJ Opening,"17,154.94","17,253.55","17,427.63","17,593.26",–,,
Day's High,"17,272.36","17,451.11","17,607.92","17,606.34",–,,
Day's low,"17,116.73","17,242.86","17,427.63","17,543.95",–,,
Nasdaq Comp,4968.92,5001.11,5045.93,5048.49,–,,
S&P 500 Index,2021.15,2038.97,2064.29,2060.99,–,,
Wilshire 5000,"20,911.75","21,100.22","21,379.39","21,354.56",–,,
NYSE volume ('000),2542910,925340,849773,n/a,–,,
NYSE rises,n/a,n/a,n/a,n/a,–,,
NYSE falls,n/a,n/a,n/a,n/a,–,,
Transport,7415.39,7526.77,7610.49,7622.61,–,,
NYSE Comp,"10,023.03","10,112.40","10,276.28","10,258.55",–,,
NYSE AMEX Comp Idx,2107.16,2124.09,2177.53,2178.65,–,,
Canada:,,
,
DJ S&P TSX Index,"13,034.38","13,082.86","13,284.91","13,309.80",Closed,,
London:,,
,
FTSE 100 Index,6034.84,6083.10,6240.98,6254.64,Closed,,
Europe:,,
,
EURO STOXX 50 Index,3213.01,3214.32,3286.68,3284.47,Closed,,
Germany:,,
,
German Xetra Dax,"10,497.77","10,488.75","10,727.64",Closed,Closed,,
France:,,
,
CAC Index,4565.17,4567.60,4674.53,4663.18,Closed,,
Switzerland:,,
,
Swiss Market Index,8544.35,8515.82,8705.74,Closed,Closed,,
Johannesburg:,,
,
FTSE JSE All Share Index,"49,189.99","49,780.33","50,839.81","51,324.01",Closed,,
JSE Africa Gold Index,1077.60,1075.23,1102.00,1117.40,–,,
Italy:,,
,
FTSE Italia All Share Index,"22,865.18","22,815.05","23,212.88",Closed,Closed,,
Spain:,,
,
IBEX 35,9365.8,9415.6,9641.0,9682.9,Closed,,
New Zealand:,,
,
NZ Top 50 Capital,6120.82,6147.97,6195.34,6225.53,Closed,,
NZ Top 10 Capital,1193.57,1203.50,1214.75,1218.91,–,,
Tokyo:,,
,
Nikkei 225 Index,"18,916.02","18,886.70",Closed,"18,789.69","18,769.06",,
Nikkei high,"18,979.83",18943.46,–,"19,071.41","18,870.70",,
Nikkei low,"18,651.13",18824.94,–,"18,780.94","18,744.44",,
Nikkei 300 Index,308.47,308.92,–,307.01,305.55,,
Topix Index,1531.28,1533.60,–,1523.62,1516.19,,
Hong Kong:,,
,
Hang Seng Index,"21,791.68","21,830.02","22,040.59","22,138.13",Closed,,
China:,,
,
Shanghai A Index,3813.09,3822.45,3805.92,3781.10,3796.96,,
Korea:,,
,
Seoul KOSPI,1981.19,1992.56,1999.22,1990.65,Closed,,
Taiwan:,,
,
TAIEX Index,8282.17,8292.74,8315.70,8324.36,8363.28,,
Singapore:,,
,
Straits Times Index,2845.55,2852.97,2863.65,2877.62,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1629.09,1643.26,1663.51,Closed,Closed,,
Indonesia:,,
,
JSX Composite Index,4490.68,4517.57,4522.65,Closed,Closed,,
India:,,
,
BSE Sensex Index,"25,735.90","25,590.65","25,850.30","25,838.71",Closed,,
Thailand:,,
,
FTSE SET Index,1264.44,1261.66,1274.50,1284.15,1282.93,,
Philippines:,,
,
Manila PSE Index,6910.34,6966.18,7002.42,Closed,Closed,,
World:,,
,
MSCI World,1638.91,1650.17,1671.51,1674.00,Closed,,
Comm Research Index,172.94,172.47,175.74,176.62,Closed,,
Moody's Comm Index,4711.91,4727.24,4729.52,Closed,Closed,,
LME Index,2200.8,2173.3,2203.5,2195.2,Closed,,
,
Source: Thomson Reuters,
