Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2010-11-28T16:47:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,,
New York:,,
,
DJ Indust,"11,178.58","11,036.37","11,187.28",Closed,"11,092.00",,
DJ Opening,"11,201.66","11,177.60","11,037.35",-,"11,183.50",,
Day's High,"11,206.05","11,180.17","11,195.99",-,"11,183.50",,
Day's low,"11,054.53","10,992.17","11,037.35",-,"11,067.17",,
Nasdaq Comp,2532.02,2494.95,2543.12,-,2534.56,,
S&P 500 Index,1197.84,1180.73,1198.35,-,1189.40,,
Wilshire 5000,"12,619.14","12,444.68","12,647.11",-,"12,560.36",,
NYSE volume ('000),"91,697","1,024,058","82,902",-,"42,820",,
NYSE rises,1520,671,2489,-,918,,
NYSE falls,1453,2356,509,-,1930,,
Transport,4857.79,4779.00,4911.38,-,4879.25,,
NYSE Comp,7610.30,7470.77,7579.26,-,7500.54,,
AMEX Index,2100.63,2072.94,2089.63,-,2074.86,,
Canada:,,
,
DJ S&P TSX Index,"12,929.01","12,793.75","12,901.99","12,945.81","12,892.71",,
London:,,
,
FTSE 100 Index,5680.83,5581.28,5657.10,5698.93,5668.70,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2811.43,2739.37,2758.02,2765.05,2736.96,,
Germany:,,
,
German Xetra Dax,6822.05,6705.00,6823.80,6879.66,6848.98,,
France:,,
,
CAC Index,3818.89,3724.42,3747.61,3760.42,3728.65,,
Switzerland:,,
,
Swiss Market Index,6532.64,6393.79,6449.80,6502.14,6483.56,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,403.81","30,895.07","31,112.49","31,298.22","31,181.38",,
JSE Africa Gold Index,2695.65,2710.74,2699.01,2691.15,2662.90,,
Italy:,,
,
FTSE Italia All Share Index,"21,015.13","20,590.94","20,588.07","20,598.96","20,503.10",,
Spain:,,
,
IBEX 35,9996.4,9691.8,9742.6,9721.8,9547.2,,
New Zealand:,,
,
NZ Top 50 Capital,3296.63,3258.77,3269.22,3264.67,3264.25,,
NZ Top 10 Capital,855.29,849.59,851.13,846.98,848.59,,
Tokyo:,,
,
Nikkei 225 Index,"10,115.19",Closed,"10,030.11","10,079.76","10,039.56",,
Nikkei high,"10,157.97",-,"10,064.31","10,123.27","10,134.64",,
Nikkei low,"10,091.99",-,9904.92,"10,038.79","10,039.56",,
Nikkei 300 Index,178.72,-,176.87,177.45,176.85,,
Topix Index,875.48,-,866.57,869.81,866.81,,
Nikkei vol (mil),1745,-,2121,1921,1675,,
Hong Kong:,,
,
Hang Seng Index,"23,524.02","22,896.14","23,023.86","23,054.68","22,877.25",,
China:,,
,
Shanghai A Index,3020.95,2962.18,2995.25,3035.27,3007.40,,
Korea:,,
,
Seoul KOSPI,1944.34,1928.94,1925.98,1927.68,1901.80,,
Taiwan:,,
,
TAIEX Index,8374.91,8328.63,8297.05,8349.99,8312.15,,
Singapore:,,
,
Straits Times Index,3190.92,3126.30,3137.01,3159.23,3158.08,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1503.20,1487.53,1488.54,1496.49,1492.05,,
Indonesia:,,
,
JSX Composite Index,3741.23,3678.19,3658.78,3702.01,3642.50,,
India:,,
,
BSE Sensex Index,"19,957.59","19,691.84","19,459.85","19,318.16","19,136.61",,
Thailand:,,
,
FTSE SET Index,1019.19,1009.47,1005.97,996.42,991.71,,
Philippines:,,
,
Manila PSE Index,4186.89,4147.35,4124.54,4097.49,4053.58,,
World:,,
,
MSCI World,1231.42,1210.65,1221.91,1223.73,1210.4,,
Comm Research Index,297.99,297.66,302.31,Closed,301.11,,
Moody's Comm Index,5904.40,5899.97,5861.92,Closed,5861.92,,
LME Index,3700.9,3640.1,3692.5,3744.3,3696.7,,
,
Source: Thomson Reuters,
