Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-02-15T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,,
New York:,,
,
DJ Indust,"15,801.79","15,994.77","15,963.94","16,027.59","16,154.39",,
DJ Opening,"15,793.63","15,804.17","15,993.04","15,946.99","16,018.08",,
Day's High,"15,801.79","16,027.19","16,036.56","16,039.37","16,175.55",,
Day's low,"15,733.69","15,803.40","15,928.75","15,863.25","15,985.39",,
Nasdaq Comp,4148.17,4191.05,4201.29,4240.67,4244.03,,
S&P 500 Index,1799.84,1819.75,1819.26,1829.83,1838.63,,
Wilshire 5000,"19,235.41","19,441.10","19,451.71","19,585.69","19,665.77",,
NYSE volume ('000),"65,275,200","70,810,500","63,928,800","63,859,200","62,074,900",,
NYSE rises,1778,2372,1717,2221,2020,,
NYSE falls,1228,671,1301,771,994,,
Transport,7171.47,7254.16,7263.93,7281.98,7306.69,,
NYSE Comp,"10,050.40","10,170.37","10,173.77","10,228.58","10,282.53",,
AMEX Index,2310.71,2340.19,2356.38,2398.87,2415.42,,
Canada:,,
,
DJ S&P TSX Index,"13,794.18","13,880.99","13,900.49","14,001.65","14,054.76",,
London:,,
,
FTSE 100 Index,6591.55,6672.66,6675.03,6659.42,6663.62,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3032.53,3077.08,3094.89,3097.95,3119.06,,
Germany:,,
,
German Xetra Dax,9289.86,9478.77,9540.00,9596.77,9662.40,,
France:,,
,
CAC Index,4237.13,4283.32,4305.50,4312.80,4340.14,,
Switzerland:,,
,
Swiss Market Index,8324.85,8361.52,8402.41,8383.90,8417.58,,
Johannesburg:,,
,
FTSE JSE All Share Index,"45,920.87","45,866.02","46,425.11","46,251.77","46,628.74",,
JSE Africa Gold Index,1366.65,1399.06,1451.33,1432.34,1507.94,,
Italy:,,
,
FTSE Italia All Share Index,"20,930.50","21,149.44","21,410.32","21,384.50","21,712.25",,
Spain:,,
,
IBEX 35,9982.7,"10,091.2","10,080.8","10,098.9","10,132.8",,
New Zealand:,,
,
NZ Top 50 Capital,4833.06,4848.88,4869.97,4873.53,4888.40,,
NZ Top 10 Capital,1119.46,1122.51,1129.95,1131.98,1138.95,,
Tokyo:,,
,
Nikkei 225 Index,"14,718.34",Closed,"14,800.06","14,534.74","14,313.03",,
Nikkei high,"14,725.95",Closed,"14,874.79","14,787.62","14,678.71",,
Nikkei low,"14,568.30",Closed,"14,769.04","14,488.32","14,243.17",,
Nikkei 300 Index,245.06,Closed,247.95,243.91,240.99,,
Topix Index,1204.28,Closed,1219.60,1199.74,1183.82,,
Hong Kong:,,
,
Hang Seng Index,"21,579.26","21,962.98","22,285.79","22,165.53","22,298.41",,
China:,,
,
Shanghai A Index,2183.22,2201.78,2208.39,2196.35,2214.80,,
Korea:,,
,
Seoul KOSPI,1923.30,1932.06,1935.84,1926.96,1940.28,,
Taiwan:,,
,
TAIEX Index,8391.95,8430.56,8510.87,8467.70,8513.68,,
Singapore:,,
,
Straits Times Index,3017.20,3029.10,3035.45,3039.90,3038.71,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1816.14,1824.17,1825.64,1817.15,1819.37,,
Indonesia:,,
,
JSX Composite Index,4450.75,4470.19,4496.29,4491.66,4508.04,,
India:,,
,
BSE Sensex Index,"20,334.27","20,363.37","20,448.49","20,193.35","20,366.82",,
Thailand:,,
,
FTSE SET Index,1290.66,1296.25,1314.06,1311.87,Closed,,
Philippines:,,
,
Manila PSE Index,6042.25,6106.03,6112.31,6101.72,6113.66,,
World:,,
,
MSCI World,1616.78,1634.47,1637.71,1643.20,1650.12,,
Comm Research Index,289.52,290.84,292.38,293.21,293.88,,
Moody's Comm Index,5857.20,5857.93,5859.20,5695.22,5899.80,,
LME Index,3055.6,3049.9,3089.5,3078.6,3097.8,,
,
Source: Thomson Reuters,
