Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-02-19T17:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,,
New York:,,
,
DJ Indust,"12,874.04","12,878.28","12,780.95","12,904.08","12,949.87",,
DJ Opening,"12,799.11","12,871.77","12,864.65","12,779.81","12,903.33",,
Day's High,"12,887.93","12,878.88","12,899.47","12,914.00","12,967.92",,
Day's low,"12,799.11","12,786.93","12,753.62","12,779.58","12,903.25",,
Nasdaq Comp,2931.39,2931.83,2915.83,2959.85,2951.78,,
S&P 500 Index,1351.77,1350.5,1343.23,1358.04,1361.23,,
Wilshire 5000,"14,224.25","14,207.20","14,132.96","14,308.93","14,331.22",,
NYSE volume ('000),"68,200","74,233","80,510","80,261","89,614",,
NYSE rises,2342,1088,1273,2269,1695,,
NYSE falls,688,1888,1723, 752,1261,,
Transport,5322.19,5284.12,5178.15,5263.10,5239.52,,
NYSE Comp,8056.23,8029.62,7998.65,8092.19,8114.51,,
AMEX Index,2431.79,2429.06,2420.00,2448.24,2441.26,,
Canada:,,
,
DJ S&P TSX Index,"12,398.69","12,354.47","12,362.03","12,485.59","12,458.30",,
London:,,
,
FTSE 100 Index,5905.70,5899.87,5892.16,5885.38,5905.07,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2491.54,2488.29,2493.96,2489.35,2520.31,,
Germany:,,
,
German Xetra Dax,6738.47,6728.19,6757.94,6751.96,6848.03,,
France:,,
,
CAC Index,3384.55,3375.64,3390.35,3393.25,3439.62,,
Switzerland:,,
,
Swiss Market Index,6177.44,6163.82,6198.34,6217.28,6237.69,,
Johannesburg:,,
,
FTSE JSE All Share Index,"34,207.43","34,112.44","34,089.87","33,801.64","34,082.78",,
JSE Africa Gold Index,2918.79,2921.10,2869.86,2803.63,2831.64,,
Italy:,,
,
FTSE Italia All Share Index,"17,381.69","17,445.17","17,499.31","17,357.53","17,533.23",,
Spain:,,
,
IBEX 35,8788.3,8771.9,8741.6,8558.1,8657.0,,
New Zealand:,,
,
NZ Top 50 Capital,3340.02,3330.33,3293.87,3286.45,3289.00,,
NZ Top 10 Capital,857.60,859.59,848.35,846.12,846.95,,
Tokyo:,,
,
Nikkei 225 Index,8999.18,9052.07,9260.34,9238.10,9384.17,,
Nikkei high,9023.50,9072.08,9314.37,9308.93,9435.03,,
Nikkei low,8948.54,8972.74,9107.68,9214.23,9369.25,,
Nikkei 300 Index,157.44,158.42,161.84,161.39,163.55,,
Topix Index,781.68,786.80,802.96,800.25,810.45,,
Nikkei vol (mil),2050,2180,2902,2458,2625,,
Hong Kong:,,
,
Hang Seng Index,"20,887.40","20,917.83","21,365.23","21,277.28","21,491.62",,
China:,,
,
Shanghai A Index,2463.85,2456.39,2479.34,2468.99,2469.29,,
Korea:,,
,
Seoul KOSPI,2005.74,2002.64,2025.32,1997.45,2023.47,,
Taiwan:,,
,
TAIEX Index,7912.91,7884.08,8005.24,7869.70,7894.36,,
Singapore:,,
,
Straits Times Index,2976.34,2987.41,3011.68,2977.20,3000.59,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1562.82,1566.05,1561.30,1550.49,1557.15,,
Indonesia:,,
,
JSX Composite Index,3961.90,3952.82,3953.05,3927.61,3976.54,,
India:,,
,
BSE Sensex Index,"17,772.84","17,848.57","18,202.41","18,153.99","18,289.35",,
Thailand:,,
,
FTSE SET Index,1117.40,1106.41,1126.48,1120.25,1129.93,,
Philippines:,,
,
Manila PSE Index,4802.03,4775.93,4772.47,4766.57,4880.71,,
World:,,
,
MSCI World,1279.20,1273.91,1274.57,1280.16,1288.05,,
Comm Research Index,314.28,314.17,315.17,316.63,317.61,,
Moody's Comm Index,6462.31,6387.31,6372.34,6307.24,n/a,,
LME Index,3677.3,3656.1,3637.1,3592.7,3553.7,,
,
Source: Thomson Reuters,
