Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-07-10T16:00:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 4,Jul 5,Jul 6,Jul 7,Jul 8,,
New York:,,
,
DJ Indust,Closed,"12,569.87","12,626.02","12,719.49","12,657.20",,
DJ Opening,–,"12,583.00","12,562.47","12,627.23","12,717.90",,
Day's High,–,"12,601.80","12,643.24","12,753.89","12,717.90",,
Day's low,–,"12,540.58","12,539.21","12,627.23","12,567.41",,
Nasdaq Comp,–,2825.77,2834.02,2872.66,2859.81,,
S&P 500 Index,–,1337.88,1339.22,1353.22,1343.80,,
Wilshire 5000,–,"14,164.30","14,187.65","14,345.27","14,251.62",,
NYSE volume ('000),–,"90,519","81,918","84,064","76,986",,
NYSE rises,–,1467,1668,2350,880,,
NYSE falls,–,1510,1282,639,2075,,
Transport,–,5498.72,5566.07,5618.25,5548.66,,
NYSE Comp,–,8404.63,8396.48,8476.13,8410.19,,
AMEX Index,–,2394.04,2389.17,2411.73,2422.20,,
Canada:,,
,
DJ S&P TSX Index,"13,386.49","13,425.30","13,403.10","13,406.00","13,371.70",,
London:,,
,
FTSE 100 Index,6017.54,6024.03,6002.92,6054.55,5990.58,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2870.19,2850.51,2832.63,2844.51,2790.09,,
Germany:,,
,
German Xetra Dax,7442.96,7439.44,7431.19,7471.44,7402.73,,
France:,,
,
CAC Index,4003.11,3978.83,3961.34,3979.96,3913.55,,
Switzerland:,,
,
Swiss Market Index,6245.78,6243.01,6179.35,6211.11,6152.69,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,077.79","32,254.24","32,130.71","32,296.07","32,002.33",,
JSE Africa Gold Index,2333.21,2321.59,2386.33,2387.28,2365.93,,
Italy:,,
,
FTSE Italia All Share Index,"21,184.65","20,983.62","20,489.58","20,467.81","19,794.13",,
Spain:,,
,
IBEX 35,"10,468.0","10,330.1","10,204.5","10,196.2",9938.2,,
New Zealand:,,
,
NZ Top 50 Capital,3478.49,3473.59,3460.83,3460.56,3456.14,,
NZ Top 10 Capital,903.68,901.50,897.71,897.23,895.21,,
Tokyo:,,
,
Nikkei 225 Index,9965.09,9972.46,"10,082.48","10,071.14","10,137.73",,
Nikkei high,"10,005.75",9995.17,"10,082.48","10,102.19","10,207.91",,
Nikkei low,9940.47,9948.38,9967.87,"10,029.33","10,126.47",,
Nikkei 300 Index,175.16,175.42,177.21,176.51,177.38,,
Topix Index,864.11,865.18,873.51,870.48,874.34,,
Nikkei vol (mil),1796,1823,1857,1820,1784,,
Hong Kong:,,
,
Hang Seng Index,"22,770.47","22,747.95","22,517.55","22,530.18","22,726.43",,
China:,,
,
Shanghai A Index,2946.49,2950.15,2943.88,2926.76,2930.40,,
Korea:,,
,
Seoul KOSPI,2145.30,2161.75,2171.19,2180.59,2180.35,,
Taiwan:,,
,
TAIEX Index,8774.72,8784.44,8824.44,8773.42,8749.55,,
Singapore:,,
,
Straits Times Index,3153.44,3129.69,3114.71,3125.87,3151.28,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1582.35,1581.85,1591.34,1590.24,1594.74,,
Indonesia:,,
,
JSX Composite Index,3953.52,3924.13,3908.96,3939.47,4003.69,,
India:,,
,
BSE Sensex Index,"18,814.48","18,744.56","18,726.97","19,078.30","18,858.04",,
Thailand:,,
,
FTSE SET Index,1090.28,1084.59,1072.68,1083.08,1088.46,,
Philippines:,,
,
Manila PSE Index,4421.56,4439.61,4398.75,4375.85,4391.46,,
World:,,
,
MSCI World,1348.18,1345.93,1341.98,1352.39,1343.1,,
Comm Research Index,Closed,341.82,340.38,346.49,343.73,,
Moody's Comm Index,7000.36,6965.52,6965.43,6991.25,6984.77,,
LME Index,4146.7,4198.3,4187.5,4272.0,4224.1,,
,
Source: Thomson Reuters,
