Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-02-26T16:00:14+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,,
New York:,,
,
DJ Indust,Closed,"12,965.69","12,938.67","12,984.69","12,982.95",,
DJ Opening,–,"12,949.34","12,966.22","12,937.08","12,981.20",,
Day's High,–,"13,005.04","12,977.91","12,996.08","13,013.82",,
Day's low,–,"12,926.11","12,914.83","12,882.67","12,950.59",,
Nasdaq Comp,–,2948.57,2933.17,2956.98,2963.75,,
S&P 500 Index,–,1362.21,1357.66,1363.46,1365.74,,
Wilshire 5000,–,"14,317.52","14,263.27","14,344.60","14,364.55",,
NYSE volume ('000),–,"79,728","72,832","76,249","64,036",,
NYSE rises,–,1493,1175,2150,1622,,
NYSE falls,–,1495,1813,842,1358,,
Transport,–,5163.18,5125.17,5161.65,5139.14,,
NYSE Comp,–,8115.43,8094.38,8136.24,8151.97,,
AMEX Index,–,2443,2450,2457,2469,,
Canada:,,
,
DJ S&P TSX Index,–,"12,623.36","12,701.26","12,731.28","12,725.77",,
London:,,
,
FTSE 100 Index,5945.25,5928.20,5916.55,5937.89,5935.13,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2550.28,2541.60,2519.00,2508.08,2523.69,,
Germany:,,
,
German Xetra Dax,6948.25,6908.18,6843.87,6809.46,6864.43,,
France:,,
,
CAC Index,3472.54,3465.24,3447.37,3447.31,3467.03,,
Switzerland:,,
,
Swiss Market Index,6242.99,6237.82,6192.42,6200.97,6184.13,,
Johannesburg:,,
,
FTSE JSE All Share Index,"34,106.00","34,142.37","34,006.52","34,108.20","34,260.76",,
JSE Africa Gold Index,2794.75,2803.73,2812.93,2822.24,2808.29,,
Italy:,,
,
FTSE Italia All Share Index,"17,715.05","17,711.54","17,583.73","17,339.04","17,512.10",,
Spain:,,
,
IBEX 35,8818.1,8767.1,8657.0,8527.7,8527.7,,
New Zealand:,,
,
NZ Top 50 Capital,3315.57,3337.32,3328.23,3323.16,3319.76,,
NZ Top 10 Capital,854.20,860.12,856.38,854.47,855.48,,
Tokyo:,,
,
Nikkei 225 Index,9485.09,9463.02,9554.00,9595.57,9647.38,,
Nikkei high,9549.31,9517.04,9564.05,9609.84,9647.38,,
Nikkei low,9462.67,9440.41,9442.58,9513.65,9576.21,,
Nikkei 300 Index,165.51,164.89,166.59,167.16,168.22,,
Topix Index,819.03,816.29,825.40,829.35,834.29,,
Nikkei vol (mil),2424,2380,2437,2536,2545,,
Hong Kong:,,
,
Hang Seng Index,"21,424.79","21,478.72","21,549.28","21,380.99","21,406.86",,
China:,,
,
Shanghai A Index,2476.01,2494.70,2517.87,2524.11,2555.54,,
Korea:,,
,
Seoul KOSPI,2024.90,2024.24,2028.65,2007.80,2019.89,,
Taiwan:,,
,
TAIEX Index,7954.82,7921.50,8001.68,7937.30,7959.34,,
Singapore:,,
,
Straits Times Index,3021.19,3025.07,2995.59,2968.34,2978.08,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1560.57,1563.78,1560.52,1556.66,1558.77,,
Indonesia:,,
,
JSX Composite Index,3980.25,4002.95,3995.02,3958.81,3894.56,,
India:,,
,
BSE Sensex Index,Closed,"18,428.61","18,145.25","18,078.50","17,923.57",,
Thailand:,,
,
FTSE SET Index,1135.92,1140.39,1137.82,1140.07,1146.14,,
Philippines:,,
,
Manila PSE Index,4943.84,4900.94,4934.29,4893.48,4893.00,,
World:,,
,
MSCI World,1296.43,1294.62,1288.98,1294.34,1300.6,,
Comm Research Index,Closed,322.68,323.09,323.63,326.15,,
Moody's Comm Index,6307.24,6372.16,6396.01,6420.28,6440.12,,
LME Index,3579.6,3679.3,3688.4,3674.1,3735.0,,
,
Source: Thomson Reuters,
