Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-03-01T14:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,,
New York:,,
,
DJ Indust,"16,207.14","16,179.66","16,198.41","16,272.65","16,321.71",,
DJ Opening,"16,102.27","16,207.34","16,180.36","16,197.70","16,273.23",,
Day's High,"16,300.04","16,254.26","16,252.35","16,276.28","16,398.95",,
Day's low,"16,102.27","16,147.25","16,155.86","16,159.81","16,226.09",,
Nasdaq Comp,4292.97,4287.59,4292.06,4318.93,4308.12,,
S&P 500 Index,1847.61,1845.12,1845.16,1854.29,1859.45,,
Wilshire 5000,"19,812.58","19,795.79","19,818.98","19,917.22","19,946.84",,
NYSE volume ('000),"84,231,500","64,400,100","66,960,600","69,539,100","95,888,400",,
NYSE rises,1874,1373,1842,2031,1818,,
NYSE falls,1145,1623,1158,969,1186,,
Transport,7340.57,7291.66,7273.20,7316.29,7348.37,,
NYSE Comp,"10,369.52","10,353.78","10,349.96","10,397.81","10,425.86",,
AMEX Index,2475.68,2470.05,2459.22,2492.71,2510.98,,
Canada:,,
,
DJ S&P TSX Index,"14,227.08","14,188.98","14,188.58","14,214.74","14,209.59",,
London:,,
,
FTSE 100 Index,6865.86,6830.50,6799.15,6810.27,6809.70,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3157.31,3157.48,3148.19,3134.94,3149.23,,
Germany:,,
,
German Xetra Dax,9708.94,9699.35,9661.73,9588.33,9692.08,,
France:,,
,
CAC Index,4419.13,4414.55,4396.91,4396.39,4408.08,,
Switzerland:,,
,
Swiss Market Index,8485.48,8506.29,8532.99,8470.90,8475.33,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,394.00","46,956.75","47,017.19","47,049.79","47,328.92",,
JSE Africa Gold Index,1548.56,1520.16,1473.66,1472.57,1481.56,,
Italy:,,
,
FTSE Italia All Share Index,"21,803.62","21,807.93","21,746.04","21,674.97","21,802.70",,
Spain:,,
,
IBEX 35,"10,193.1","10,242.5","10,224.3","10,164.1","10,114.2",,
New Zealand:,,
,
NZ Top 50 Capital,4969.65,4967.51,4973.20,4964.34,4990.04,,
NZ Top 10 Capital,1163.53,1157.80,1157.70,1154.57,1160.43,,
Tokyo:,,
,
Nikkei 225 Index,"14,837.68","15,051.60","14,970.97","14,923.11","14,841.07",,
Nikkei high,"14,982.53","15,094.54","15,084.53","15,015.01","14,943.65",,
Nikkei low,"14,658.14","14,957.49","14,896.49","14,844.37","14,735.52",,
Nikkei 300 Index,248.21,251.21,249.67,248.05,246.92,,
Topix Index,1219.07,1233.66,1225.35,1217.35,1211.66,,
Hong Kong:,,
,
Hang Seng Index,"22,388.56","22,317.20","22,437.44","22,828.18","22,836.96",,
China:,,
,
Shanghai A Index,2173.93,2129.57,2137.00,2143.46,2152.80,,
Korea:,,
,
Seoul KOSPI,1949.05,1964.86,1970.77,1978.43,1979.99,,
Taiwan:,,
,
TAIEX Index,8560.61,8575.62,8600.86,8639.58,Closed,,
Singapore:,,
,
Straits Times Index,3105.84,3103.62,3088.25,3096.74,3110.78,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1828.68,1833.75,1822.55,1831.66,1835.66,,
Indonesia:,,
,
JSX Composite Index,4623.57,4577.29,4532.72,4568.94,4620.22,,
India:,,
,
BSE Sensex Index,"20,811.44","20,852.47","20,986.99",Closed,"21,120.12",,
Thailand:,,
,
FTSE SET Index,1301.38,1303.88,1304.62,1318.05,1325.33,,
Philippines:,,
,
Manila PSE Index,6296.32,6295.55,6322.60,6354.79,6424.99,,
World:,,
,
MSCI World,1668.31,1669.41,1664.85,1668.40,1675.40,,
Comm Research Index,302.86,302.25,302.28,302.26,303.10,,
Moody's Comm Index,6095.83,6105.77,6114.79,6121.58,6110.07,,
LME Index,3087.6,3089.3,3085.8,3087.0,3084.9,,
,
Source: Thomson Reuters,
