Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-10-02T16:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,,
New York:,,
,
DJ Indust,"11,043.86","11,190.69","11,010.90","11,153.98","10,913.38",,
DJ Opening,"10,771.78","11,045.23","11,189.10","11,012.79","11,152.32",,
Day's High,"11,057.49","11,369.30","11,317.08","11,271.14","11,152.39",,
Day's low,"10,771.78","11,045.23","10,996.98","10,965.45","10,909.52",,
Nasdaq Comp,2516.69,2546.83,2491.58,2480.76,2415.40,,
S&P 500 Index,1162.95,1175.38,1151.06,1160.4,1131.42,,
Wilshire 5000,"12,126.87","12,273.87","11,984.04","12,078.76","11,771.86",,
NYSE volume ('000),"1,155,591","1,187,872","1,047,811","1,119,361","1,321,767",,
NYSE rises,2195,2492,518,2142,614,,
NYSE falls,809,547,2504,856,2429,,
Transport,4310.61,4380.27,4254.18,4342.43,4189.37,,
NYSE Comp,6940.81,7043.12,6876.94,6974.91,6791.65,,
AMEX Index,2086.27,2131.13,2073.39,2079.12,2050.48,,
Canada:,,
,
DJ S&P TSX Index,"11,707.19","11,821.09","11,585.87","11,686.32","11,623.84",,
London:,,
,
FTSE 100 Index,5089.37,5294.05,5217.63,5196.84,5128.48,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2083.35,2194.03,2176.64,2212.44,2179.66,,
Germany:,,
,
German Xetra Dax,5345.56,5628.44,5578.42,5639.58,5502.02,,
France:,,
,
CAC Index,2859.34,3023.38,2995.62,3027.65,2981.96,,
Switzerland:,,
,
Swiss Market Index,5401.01,5564.62,5551.65,5608.60,5531.74,,
Johannesburg:,,
,
FTSE JSE All Share Index,"29,718.56","30,752.40","30,339.03","29,688.89","29,674.20",,
JSE Africa Gold Index,2903.82,2884.17,2814.83,2714.92,2831.40,,
Italy:,,
,
FTSE Italia All Share Index,"14,876.51","15,574.68","15,521.32","15,786.62","15,569.89",,
Spain:,,
,
IBEX 35,8201.7,8531.9,8480.2,8592.5,8546.6,,
New Zealand:,,
,
NZ Top 50 Capital,3255.37,3292.83,3298.72,3300.17,3343.35,,
NZ Top 10 Capital,852.53,863.70,860.90,862.50,878.56,,
Tokyo:,,
,
Nikkei 225 Index,8374.13,8609.95,8615.65,8701.23,8700.29,,
Nikkei high,8556.66,8609.95,8665.54,8706.14,8756.00,,
Nikkei low,8359.70,8479.05,8595.85,8501.42,8653.62,,
Nikkei 300 Index,147.50,151.37,151.91,153.29,153.11,,
Topix Index,728.85,748.55,754.07,762.30,761.17,,
Nikkei vol (mil),2128,1884,1859,2159,2013,,
Hong Kong:,,
,
Hang Seng Index,"17,407.80","18,130.55","18,011.06",Closed,"17,592.41",,
China:,,
,
Shanghai A Index,2506.77,2529.71,2505.52,2477.53,2471.10,,
Korea:,,
,
Seoul KOSPI,1652.71,1735.71,1723.09,1769.29,1769.65,,
Taiwan:,,
,
TAIEX Index,6877.12,7089.95,7146.98,7182.61,7225.38,,
Singapore:,,
,
Straits Times Index,2654.31,2725.91,2701.17,2708.13,2675.16,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1331.80,1364.20,1371.55,1387.46,1387.13,,
Indonesia:,,
,
JSX Composite Index,3316.14,3473.94,3513.17,3537.18,3549.03,,
India:,,
,
BSE Sensex Index,"16,051.10","16,524.03","16,446.02","16,698.07","16,453.76",,
Thailand:,,
,
FTSE SET Index,904.06,946.62,931.60,926.21,916.21,,
Philippines:,,
,
Manila PSE Index,3721.22,Closed,3876.12,3877.63,3999.65,,
World:,,
,
MSCI World,1109.43,1140.2,1122.45,1129.70,1104.07,,
Comm Research Index,303.34,311.63,303.77,306.14,298.33,,
Moody's Comm Index,6339.24,6291.42,6380.82,6316.68,6290.87,,
LME Index,3278.3,3417.9,3308.6,3309.5,3198.2,,
,
Source: Thomson Reuters,
