Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-10-09T16:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 3,Oct 4,Oct 5,Oct 6,Oct 7,,
New York:,,
,
DJ Indust,"10,655.30","10,808.71","10,939.95","11,123.33","11,103.12",,
DJ Opening,"10,912.10","10,651.44","10,800.47","10,939.87","11,123.41",,
Day's High,"10,979.19","10,825.44","10,950.89","11,132.60","11,232.05",,
Day's low,"10,653.34","10,404.49","10,738.10","10,858.67","11,051.13",,
Nasdaq Comp,2335.83,2404.82,2460.51,2506.82,2479.35,,
S&P 500 Index,1099.23,1123.95,1144.03,1164.97,1155.46,,
Wilshire 5000,"11,390.22","11,701.22","11,912.73","12,147.84","12,020.46",,
NYSE volume ('000),"1,401,753","1,658,282","1,192,438","1,114,611","1,135,408",,
NYSE rises,288,1851,2215,2573,862,,
NYSE falls,2773,1229,794,460,2125,,
Transport,4038.73,4214.93,4328.56,4422.35,4359.55,,
NYSE Comp,6574.29,6722.98,6844.16,6997.64,6925.80,,
AMEX Index,2000.62,2018.03,2058.07,2110.65,2094.3,,
Canada:,,
,
DJ S&P TSX Index,"11,251.84","11,177.91","11,457.22","11,780.07","11,588.36",,
London:,,
,
FTSE 100 Index,5075.50,4944.44,5102.17,5291.26,5303.40,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2138.24,2091.09,2179.42,2248.78,2269.19,,
Germany:,,
,
German Xetra Dax,5376.70,5216.71,5473.03,5645.25,5675.70,,
France:,,
,
CAC Index,2926.83,2850.55,2973.90,3075.37,3095.56,,
Switzerland:,,
,
Swiss Market Index,5495.69,5444.55,5504.99,5640.07,5652.23,,
Johannesburg:,,
,
FTSE JSE All Share Index,"29,877.90","29,178.27","29,468.56","29,888.87","30,244.90",,
JSE Africa Gold Index,2896.77,2777.05,2738.44,2741.60,2708.12,,
Italy:,,
,
FTSE Italia All Share Index,"15,360.86","14,982.96","15,546.98","16,070.65","16,252.90",,
Spain:,,
,
IBEX 35,8353.8,8225.4,8477.3,8704.8,8798.4,,
New Zealand:,,
,
NZ Top 50 Capital,3315.74,3320.39,3328.12,3346.21,3383.64,,
NZ Top 10 Capital,871.35,872.14,872.37,878.08,889.70,,
Tokyo:,,
,
Nikkei 225 Index,8545.48,8456.12,8382.98,8522.02,8605.62,,
Nikkei high,8577.52,8470.76,8501.03,8545.79,8663.57,,
Nikkei low,8455.67,8359.24,8343.01,8463.83,8589.36,,
Nikkei 300 Index,150.68,148.41,146.69,148.82,149.81,,
Topix Index,747.11,736.18,726.25,736.86,741.55,,
Nikkei vol (mil),1922,2069,2068,1628,1618,,
Hong Kong:,,
,
Hang Seng Index,"16,822.15","16,250.27",Closed,"17,172.28","17,707.01",,
China:,,
,
Shanghai A Index,Closed,Closed,Closed,Closed,Closed,,
Korea:,,
,
Seoul KOSPI,Closed,1706.19,1666.52,1710.32,1759.77,,
Taiwan:,,
,
TAIEX Index,7013.97,7047.87,6989.15,7132.00,7211.96,,
Singapore:,,
,
Straits Times Index,2621.40,2531.02,2528.71,2603.12,2640.30,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1367.52,1361.38,1375.67,1393.69,1400.05,,
Indonesia:,,
,
JSX Composite Index,3348.71,3269.45,3293.24,3443.11,3425.68,,
India:,,
,
BSE Sensex Index,"16,151.45","15,864.86","15,792.41",Closed,"16,232.54",,
Thailand:,,
,
FTSE SET Index,869.31,855.45,862.65,913.72,909.17,,
Philippines:,,
,
Manila PSE Index,3865.83,3829.92,3823.13,3890.52,4009.26,,
World:,,
,
MSCI World,1074.81,1074.50,1096.16,1123.85,1126.15,,
Comm Research Index,296.56,293.46,298.96,304.94,303.70,,
Moody's Comm Index,6249.32,6197.71,6162.67,6205.76,6280.62,,
LME Index,3231.3,3166.0,3163.3,3302.5,3349.7,,
,
Source: Thomson Reuters,
