Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-08-26T17:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,,
New York:,,
,
DJ Indust,"13,271.64","13,203.58","13,172.76","13,057.46","13,157.97",,
DJ Opening,"13,274.58","13,272.10","13,198.31","13,171.37","13,052.82",,
Day's High,"13,276.15","13,330.76","13,205.06","13,171.37","13,175.51",,
Day's low,"13,230.06","13,186.60","13,120.34","13,046.46","13,027.20",,
Nasdaq Comp,3076.21,3067.26,3073.67,3053.40,3069.79,,
S&P 500 Index,1418.13,1413.17,1413.49,1402.08,1411.13,,
Wilshire 5000,"14,701.57","14,824.51","14,643.78","14,638.43","14,653.47",,
NYSE volume ('000),"54,931","63,805","59,931","59,189","51,443",,
NYSE rises,1305,1290,1169,905,1880,,
NYSE falls,1649,1629,1803,2038,1031,,
Transport,5190.26,5194.15,5168.67,5115.44,5118.58,,
NYSE Comp,8094.33,8082.68,8074.23,8011.44,8047.87,,
AMEX Index,2420.46,2428.76,2411.79,2415.63,2414.54,,
Canada:,,
,
DJ S&P TSX Index,"12,076.03","12,116.92","12,118.99","12,062.51","12,082.23",,
London:,,
,
FTSE 100 Index,5824.37,5857.52,5774.20,5776.60,5776.60,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2466.32,2490.27,2452.73,2429.17,2434.23,,
Germany:,,
,
German Xetra Dax,7033.68,7089.32,7017.75,6949.57,6971.07,,
France:,,
,
CAC Index,3480.58,3513.28,3461.65,3432.56,3433.21,,
Switzerland:,,
,
Swiss Market Index,6506.25,6518.32,6475.47,6453.91,6475.94,,
Johannesburg:,,
,
FTSE JSE All Share Index,"35,471.07","35,832.84","35,616.71","35,843.92","35,794.12",,
JSE Africa Gold Index,2412.57,2450.52,2430.43,2438.36,2430.28,,
Italy:,,
,
FTSE Italia All Share Index,"15,860.09","16,217.31","16,041.48","15,836.26","15,767.39",,
Spain:,,
,
IBEX 35,7469.6,7544.5,7340.7,7282.9,7310.3,,
New Zealand:,,
,
NZ Top 50 Capital,3661.09,3687.74,3658.38,3663.34,3622.59,,
NZ Top 10 Capital,922.39,929.91,918.19,918.16,899.68,,
Tokyo:,,
,
Nikkei 225 Index,9171.16,9156.92,9131.74,9178.12,9070.76,,
Nikkei high,9222.87,9196.67,9162.97,9194.47,9090.67,,
Nikkei low,9150.79,9146.07,9075.08,9062.54,9045.79,,
Nikkei 300 Index,155.35,155.48,155.09,155.48,154.02,,
Topix Index,764.66,765.26,762.73,764.59,757.23,,
Nikkei vol (mil),1319,1231,1233,1389,1188,,
Hong Kong:,,
,
Hang Seng Index,"20,104.27","20,100.09","19,887.78","20,132.24","19,880.03",,
China:,,
,
Shanghai A Index,2206.81,2218.61,2207.55,2213.09,2191.15,,
Korea:,,
,
Seoul KOSPI,1946.31,1943.22,1935.19,1942.54,1919.81,,
Taiwan:,,
,
TAIEX Index,7431.91,7506.81,7496.58,7505.17,7477.53,,
Singapore:,,
,
Straits Times Index,Closed,3065.77,3049.47,3056.37,3050.49,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,Closed,Closed,1652.25,1651.61,1648.22,,
Indonesia:,,
,
JSX Composite Index,Closed,Closed,Closed,4162.66,4145.40,,
India:,,
,
BSE Sensex Index,Closed,"17,885.26","17,846.86","17,850.22","17,783.21",,
Thailand:,,
,
FTSE SET Index,1229.00,1232.29,1234.14,1237.64,1237.19,,
Philippines:,,
,
Manila PSE Index,Closed,Closed,5152.15,5202.84,5143.35,,
World:,,
,
MSCI World,1289.75,1293.43,1287.84,1285.28,1285.84,,
Comm Research Index,305.12,308.00,308.38,307.60,306.41,,
Moody's Comm Index,6177.62,6192.31,6298.37,6290.24,6315.36,,
LME Index,3142.0,3199.9,3213.9,3257.8,3262.1,,
,
Source: Thomson Reuters,
