Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-11-16T14:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,,
New York:,,
,
DJ Indust,"15,783.10","15,750.67","15,821.63","15,876.22","15,961.70",,
DJ Opening,"15,759.28","15,773.15","15,739.50","15,806.22","15,876.16",,
Day's High,"15,791.45","15,793.38","15,822.98","15,884.99","15,962.98",,
Day's low,"15,737.22","15,708.29","15,672.00","15,798.74","15,875.90",,
Nasdaq Comp,3919.79,3919.92,3965.58,3972.74,3985.97,,
S&P 500 Index,1771.89,1767.69,1782.00,1790.62,1798.18,,
Wilshire 5000,"18,817.49","18,781.17","18,943.60","19,024.48","19,106.57",,
NYSE volume ('000),"53,724,800","65,275,900","69,530,500","63,248,700","79,530,200",,
NYSE rises,1544,1106,2054,1970,1948,,
NYSE falls,1418,1902,935,998,1013,,
Transport,7049.62,7098.27,7141.84,7161.31,7211.04,,
NYSE Comp,"10,042.95","10,009.84","10,079.89","10,130.52","10,189.80",,
AMEX Index,2421.59,2400.73,2416.31,2426.52,2435.37,,
Canada:,,
,
DJ S&P TSX Index,"13,358.39","13,326.04","13,370.66","13,431.38","13,482.57",,
London:,,
,
FTSE 100 Index,6728.37,6726.79,6630.00,6666.13,6693.44,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3052.83,3034.68,3021.17,3053.69,3054.53,,
Germany:,,
,
German Xetra Dax,9107.86,9076.48,9054.83,9149.66,9168.69,,
France:,,
,
CAC Index,4290.14,4263.78,4239.94,4283.91,4292.23,,
Switzerland:,,
,
Swiss Market Index,8280.20,8261.31,8234.72,8304.97,8327.31,,
Johannesburg:,,
,
FTSE JSE All Share Index,"45,488.18","45,448.28","44,625.00","44,903.85","45,174.18",,
JSE Africa Gold Index,1303.32,1329.60,1306.42,1330.73,1343.80,,
Italy:,,
,
FTSE Italia All Share Index,"20,296.64","20,197.31","19,921.04","19,951.19","19,888.85",,
Spain:,,
,
IBEX 35,9789.5,9707.6,9675.2,9708.7,9695.9,,
New Zealand:,,
,
NZ Top 50 Capital,4922.17,4915.67,4918.66,4927.18,4914.08,,
NZ Top 10 Capital,1147.81,1144.36,1146.08,1146.83,1143.13,,
Tokyo:,,
,
Nikkei 225 Index,"14,269.84","14,588.68","14,567.16","14,876.41","15,165.92",,
Nikkei high,"14,304.29","14,588.68","14,599.53","14,966.43","15,203.11",,
Nikkei low,"14,208.13","14,278.21","14,490.92","14,665.75","14,994.70",,
Nikkei 300 Index,241.24,245.45,245.06,248.11,252.33,,
Topix Index,1185.65,1205.41,1204.19,1218.55,1239.04,,
Hong Kong:,,
,
Hang Seng Index,"23,069.85","22,901.41","22,463.83","22,649.15","23,032.15",,
China:,,
,
Shanghai A Index,2208.01,2226.32,2185.65,2198.80,2235.78,,
Korea:,,
,
Seoul KOSPI,1977.30,1995.48,1963.56,1967.56,2005.64,,
Taiwan:,,
,
TAIEX Index,8182.56,8195.26,8104.26,8134.91,8177.12,,
Singapore:,,
,
Straits Times Index,3186.72,3180.25,3166.74,3191.08,3201.27,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1804.21,1794.80,1782.49,1784.20,1789.87,,
Indonesia:,,
,
JSX Composite Index,4441.72,4380.64,4301.89,4367.37,4335.45,,
India:,,
,
BSE Sensex Index,"20,490.96","20,281.91","20,194.40","20,399.42",Closed,,
Thailand:,,
,
FTSE SET Index,1405.91,1413.08,1404.77,1415.69,1420.66,,
Philippines:,,
,
Manila PSE Index,6265.23,6324.17,6320.96,6327.88,6346.40,,
World:,,
,
MSCI World,1600.84,1598.55,1601.56,1612.86,1621.50,,
Comm Research Index,275.34,273.98,274.04,274.40,274.90,,
Moody's Comm Index,5700.49,5700.49,5672.11,5657.01,5637.15,,
LME Index,3086.6,3064.0,3029.8,3039.7,3048.2,,
,
Source: Thomson Reuters,
