Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-04-26T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,,
New York:,,
,
DJ Indust,"16,449.25","16,514.37","16,501.65","16,501.65","16,361.46",,
DJ Opening,"16,408.92","16,449.38","16,513.73","16,503.39","16,503.26",,
Day's High,"16,459.78","16,565.71","16,525.99","16,541.26","16,503.26",,
Day's low,"16,402.08","16,449.38","16,477.28","16,452.30","16,333.78",,
Nasdaq Comp,4121.55,4161.46,4126.97,4148.34,4075.56,,
S&P 500 Index,1871.89,1879.55,1875.39,1878.61,1863.40,,
Wilshire 5000,"19,908.49","20,020.55","19,584.25","19,970.12","19,763.25",,
NYSE volume ('000),"60,302,700","67,867,500","66,103,200","66,006,100","69,408,200",,
NYSE rises, 1889,2227,1482,1535,1018,,
NYSE falls,1159,811,1566,1465,2008,,
Transport,7686.19,7734.90,7742.26,7710.02,7586.14,,
NYSE Comp,"10,559.35","10,599.02","10,581.89","10,575.91","10,505.01",,
AMEX Index,2609.07,2615.32,2609.86,2619.13 ,2613.57,,
Canada:,,
,
DJ S&P TSX Index,"14,493.68","14,555.97","14,533.39","14,554.25","14,533.57",,
London:,,
,
FTSE 100 Index,Closed,6681.76,6674.74,6703.00,6685.69,,
Europe:,,
,
DJ Euro Stoxx 50 Index,Closed,3199.69,3175.97,3189.81,3147.40,,
Germany:,,
,
German Xetra Dax,Closed,9600.09,9544.19,9548.68,9401.55,,
France:,,
,
CAC Index,Closed,4484.21,4451.08,4479.54,4443.63,,
Switzerland:,,
,
Swiss Market Index,Closed,8461.30,8443.26,8409.13,8374.47,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"48,643.31","48,647.62","48,934.51","48,910.90",,
JSE Africa Gold Index,Closed,1488.69,1521.96,1548.95,1564.43,,
Italy:,,
,
FTSE Italia All Share Index,Closed,"23,376.90","23,117.72","23,265.11","22,885.08",,
Spain:,,
,
IBEX 35,Closed,"10,437.8","10,424.4","10,462.0","10,306.2",,
New Zealand:,,
,
NZ Top 50 Capital,Closed,5104.94,5142.92,5153.96,Closed,,
NZ Top 10 Capital,Closed,1168.60,1180.81,1182.83,Closed,,
Tokyo:,,
,
Nikkei 225 Index,"14,512.38","14,388.77","14,546.27","14,404.99","14,429.26",,
Nikkei high,"14,649.50","14,604.30","14,546.27","14,563.25","14,554.32",,
Nikkei low,"14,503.17","14,388.77","14,459.29","14,367.13","14,327.60",,
Nikkei 300 Index,237.50,235.91,238.29,236.15,237.25,,
Topix Index,1171.40,1162.50,1173.81,1164.90,1169.99,,
Hong Kong:,,
,
Hang Seng Index,Closed,"22,730.68","22,509.64","22,562.80","22,223.53",,
China:,,
,
Shanghai A Index,2162.90,2170.21,2164.51,2153.63,2132.11,,
Korea:,,
,
Seoul KOSPI,1999.22,2004.22,2000.37,1998.34,1971.66,,
Taiwan:,,
,
TAIEX Index,8951.19,8974.71,8956.92,8945.45,8774.12,,
Singapore:,,
,
Straits Times Index,3255.83,3277.53,3258.01,3283.93,3267.57,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1862.93,1866.42,1867.35,1865.28,1860.98,,
Indonesia:,,
,
JSX Composite Index,4892.29,4898.21,4893.15,4891.08,4897.64,,
India:,,
,
BSE Sensex Index,"22,764.83","22,758.37","22,876.54",Closed,"22,688.07",,
Thailand:,,
,
FTSE SET Index,1413.07,1415.05,1423.39,1422.67,1408.16,,
Philippines:,,
,
Manila PSE Index,6767.51,6784.95,6769.52,6731.33,6685.10,,
World:,,
,
MSCI World,1672.40,1681.98,1679.25,1681.16,1670.76,,
Comm Research Index,311.28,311.92,312.08,312.90,311.40,,
Moody's Comm Index,6382.70 ,6325.85,6344.51,6381.48,6409.64,,
LME Index,Closed,3104.6,3098.3,3121.4,3113.8,,
,
Source: Thomson Reuters,
