Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-08-21T16:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,,
New York:,,
,
DJ Indust,"11,482.90","11,405.93","11,410.21","10,990.58","10,817.65",,
DJ Opening,"11,269.85","11,480.48","11,392.01","11,406.27","10,989.75",,
Day's High,"11,484.60","11,488.01","11,529.67","11,406.50","11,086.40",,
Day's low,"11,269.85","11,292.63","11,322.30","10,881.60","10,801.41",,
Nasdaq Comp,2555.20,2523.45,2511.48,2380.43,2341.84,,
S&P 500 Index,1204.49,1192.76,1193.89,1140.65,1123.53,,
Wilshire 5000,"12,648.91","12,510.21","12,506.92","11,918.10","11,732.80",,
NYSE volume ('000),"1,103,535","1,130,901","97,018","1,615,846","1,505,731",,
NYSE rises,2803,769,1802,173,727,,
NYSE falls,276,2263,1210,2896,2293,,
Transport,4684.44,4593.53,4577.18,4299.55,4221.60,,
NYSE Comp,7482.71,7394.49,7418.94,7079.41,6970.10,,
AMEX Index,2305.41,2308.9,2301.29,2227.39,2202.13,,
Canada:,,
,
DJ S&P TSX Index,"12,683.61","12,530.71","12,579.61","12,186.71","12,007.47",,
London:,,
,
FTSE 100 Index,5350.58,5357.63,5331.60,5092.23,5040.76,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2324.48,2323.67,2331.12,2206.61,2159.07,,
Germany:,,
,
German Xetra Dax,6022.24,5994.90,5948.94,5602.80,5480.00,,
France:,,
,
CAC Index,3239.06,3230.90,3254.34,3076.04,3016.99,,
Switzerland:,,
,
Swiss Market Index,5324.73,5373.30,5421.21,5196.00,5093.75,,
Johannesburg:,,
,
FTSE JSE All Share Index,"30,159.42","29,987.27","30,178.72","29,288.86","29,378.69",,
JSE Africa Gold Index,2679.32,2746.19,2711.34,2714.47,2696.56,,
Italy:,,
,
FTSE Italia All Share Index,Closed,"16,525.09","16,722.18","15,748.58","15,414.42",,
Spain:,,
,
IBEX 35,8709.0,8674.3,8728.2,8317.7,8141.9,,
New Zealand:,,
,
NZ Top 50 Capital,3252.63,3273.75,3290.10,3286.22,3267.84,,
NZ Top 10 Capital,854.67,863.25,869.81,868.47,869.07,,
Tokyo:,,
,
Nikkei 225 Index,9086.41,9107.43,9057.26,8943.76,8719.24,,
Nikkei high,9117.11,9150.31,9081.80,9043.18,8796.42,,
Nikkei low,9032.84,9072.53,9003.70,8931.25,8707.47,,
Nikkei 300 Index,157.44,157.76,157.12,155.31,152.12,,
Topix Index,777.12,779.06,776.65,767.31,751.69,,
Nikkei vol (mil),1495,1673,1611,1739,2047,,
Hong Kong:,,
,
Hang Seng Index,"20,260.10","20,212.08","20,289.03","20,016.27","19,399.92",,
China:,,
,
Shanghai A Index,2751.24,2731.68,2724.50,2680.65,2654.34,,
Korea:,,
,
Seoul KOSPI,Closed,1879.87,1892.67,1860.58,1744.88,,
Taiwan:,,
,
TAIEX Index,7819.39,7798.59,7741.76,7614.97,7342.96,,
Singapore:,,
,
Straits Times Index,2874.40,2832.73,2828.53,2824.96,2733.63,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1499.74,1498.24,1503.07,1503.30,1483.98,,
Indonesia:,,
,
JSX Composite Index,3960.02,3953.28,Closed,4020.99,3842.75,,
India:,,
,
BSE Sensex Index,Closed,"16,730.94","16,840.80","16,469.79","16,141.67",,
Thailand:,,
,
FTSE SET Index,1086.32,1077.02,1093.51,1089.09,1069.20,,
Philippines:,,
,
Manila PSE Index,4332.63,4372.70,4340.27,4403.54,4339.90,,
World:,,
,
MSCI World,1204.80,1196.58,1200.34,1147.86,1131.69,,
Comm Research Index,330.72,330.38,334.39,326.61,329.66,,
Moody's Comm Index,6884.24,6894.16,6883.22,6949.14,6911.87,,
LME Index,3887.6,3869.6,3916.6,3821.6,3841.1,,
,
Source: Thomson Reuters,
