Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2012-06-11T17:30:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 4,Jun 5,Jun 6,Jun 7,Jun 8,,
New York:,,
,
DJ Indust,"12,101.46","12,127.95","12,414.79","12,460.96","12,554.20",,
DJ Opening,"12,119.85","12,101.08","12,125.00","12,416.53","12,460.81",,
Day's High,"12,143.69","12,147.55","12,414.79","12,555.26","12,554.20",,
Day's low,"12,035.09","12,072.17","12,125.00","12,416.53","12,398.44",,
Nasdaq Comp,2760.01,2778.11,2844.72,2831.02,2858.42,,
S&P 500 Index,1278.18,1285.50,1315.13,1314.99,1325.66,,
Wilshire 5000,"13,287.31","13,384.37","13,667.23","13,772.46","13,735.01",,
NYSE volume ('000),"81,741","70,654","85,803","84,753","68,554",,
NYSE rises,1289,2194,2662,1378, 2108,,
NYSE falls,1714,786,378,1628,875,,
Transport,4847.73,4868.68,5015.53,5008.92,5062.05,,
NYSE Comp,7285.53,7338.63,7517.46,7519.83,7553.77,,
AMEX Index,2181.68,2211.66,2250.13,2253.11,2262.88,,
Canada:,,
,
DJ S&P TSX Index,"11,335.77","11,507.71","11,633.40","11,592.12","11,500.63",,
London:,,
,
FTSE 100 Index,Closed,Closed,5384.11,5447.79,5435.08,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2078.96,2087.31,2137.73,2143.08,2143.90,,
Germany:,,
,
German Xetra Dax,5978.23,5969.40,6093.99,6144.22,6130.82,,
France:,,
,
CAC Index,2954.49,2986.10,3058.44,3071.16,3051.69,,
Switzerland:,,
,
Swiss Market Index,5713.34,5714.57,5822.63,5869.21,5869.32,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,076.30","33,117.85","33,603.35","33,904.86","33,665.71",,
JSE Africa Gold Index,2623.52,2640.70,2668.53,2537.16,2540.74,,
Italy:,,
,
FTSE Italia All Share Index,"13,817.23","13,902.73","14,368.34","14,501.32","14,404.47",,
Spain:,,
,
IBEX 35,6239.5,6267.8,6418.9,6438.1,6552.0,,
New Zealand:,,
,
NZ Top 50 Capital,Closed,3420.79,3464.52,3473.96,3449.47,,
NZ Top 10 Capital,–,868.04,877.60,880.54,870.23,,
Tokyo:,,
,
Nikkei 225 Index,8295.63,8382.00,8533.53,8639.72,8459.26,,
Nikkei high,8303.35,8388.14,8549.00,8647.79,8611.93,,
Nikkei low,8238.96,8306.93,8412.55,8599.64,8427.20,,
Nikkei 300 Index,141.08,143.39,145.41,147.82,145.14,,
Topix Index,695.51,708.24,718.56,730.75,717.74,,
Nikkei vol (mil),1725,1808,2082,n/a,2357,,
Hong Kong:,,
,
Hang Seng Index,"18,185.59","18,259.03","18,520.53","18,678.29","18,502.34",,
China:,,
,
Shanghai A Index,2418.23,2421.78,2419.34,2402.05,2389.79,,
Korea:,,
,
Seoul KOSPI,1783.13,1801.85,Closed,1847.95,1835.64,,
Taiwan:,,
,
TAIEX Index,6894.66,7000.45,7056.15,7080.31,6999.65,,
Singapore:,,
,
Straits Times Index,2698.90,2712.31,2760.83,2759.26,2737.89,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1555.18,1560.36,1569.43,1575.31,1570.62,,
Indonesia:,,
,
JSX Composite Index,3654.58,3717.88,3841.33,3840.60,3825.33,,
India:,,
,
BSE Sensex Index,"15,988.40","16,020.64","16,454.30","16,649.05","16,718.87",,
Thailand:,,
,
FTSE SET Index,Closed,1099.15,1117.95,1118.53,1127.10,,
Philippines:,,
,
Manila PSE Index,4890.20,4925.67,4966.58,5022.95,4994.07,,
World:,,
,
MSCI World,1151.21,1158.30,1183.60,1190.74,1188.86,,
Comm Research Index,270.26,270.64,274.04,274.28,273.15,,
Moody's Comm Index,5807.24,5794.39,5856.35,5923.65,n/a,,
LME Index,Closed,Closed,3202.6,3241.9,3187.2,,
,
Source: Thomson Reuters,
