Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-10-12T14:30:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 7,Oct 8,Oct 9,Oct 10,Oct 11,,
New York:,,
,
DJ Indust,"14,936.24","14,776.53","14,802.98","15,126.07","15,237.11",,
DJ Opening,"15,069.30","14,938.04","14,778.19","14,806.39","15,126.52",,
Day's High,"15,069.30","14,938.04","14,852.50","15,126.07","15,237.30",,
Day's low,"14,920.83","14,773.47","14,719.43","14,806.39","15,100.13",,
Nasdaq Comp,3770.38,3694.83,3677.78,3760.75,3791.87,,
S&P 500 Index,1676.12,1655.45,1656.40,1692.56,1703.20,,
Wilshire 5000,"17,924.34","17,679.16","17,668.15","18,057.20","18,187.97",,
NYSE volume ('000),"59,366,100","73,188,100","73,147,700","73,659,200","63,429,400",,
NYSE rises,633,554,1435,2590,2222,,
NYSE falls,2377,2406,1511,423,769,,
Transport,6537.71,6446.75,6459.51,6611.11,6648.41,,
NYSE Comp,9597.54,9483.17,9497.02,9693.97,9761.76,,
AMEX Index,2329.68,2309.85,2295.61,2336.40,2340.31,,
Canada:,,
,
DJ S&P TSX Index,"12,788.25","12,692.41","12,730.33","12,894.41","12,892.11",,
London:,,
,
FTSE 100 Index,6437.28,6365.83,6337.91,6430.49,6487.19,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2923.04,2903.35,2904.73,2969.41,2974.28,,
Germany:,,
,
German Xetra Dax,8591.58,8555.89,8516.69,8685.77,8724.83,,
France:,,
,
CAC Index,4165.58,4133.53,4127.05,4218.11,4219.98,,
Switzerland:,,
,
Swiss Market Index,7887.86,7828.24,7755.26,7851.08,7936.08,,
Johannesburg:,,
,
FTSE JSE All Share Index,"43,725.70","43,253.61","42,779.87","43,321.36","43,620.57",,
JSE Africa Gold Index,1191.33,1186.05,1153.79,1187.01,1162.43,,
Italy:,,
,
FTSE Italia All Share Index,"19,451.38","19,404.79","19,580.44","19,879.03","19,932.52",,
Spain:,,
,
IBEX 35,9381.9,9318.9,9439.0,9660.5,9668.5,,
New Zealand:,,
,
NZ Top 50 Capital,4756.04,4738.68,4710.63,4717.38,4740.77,,
NZ Top 10 Capital,1128.34,1124.55,1117.93,1119.69,1125.53,,
Tokyo:,,
,
Nikkei 225 Index,"13,853.32","13,894.61","14,037.84","14,194.71","14,404.74",,
Nikkei high,"14,073.23","13,929.64","14,037.84","14,200.31","14,447.87",,
Nikkei low,"13,841.93","13,748.94","13,751.85","14,077.03","14,320.30",,
Nikkei 300 Index,234.17,234.31,237.58,240.11,243.75,,
Topix Index,1147.58,1150.13,1166.90,1177.95,1197.17,,
Hong Kong:,,
,
Hang Seng Index,"22,973.95","23,178.85","23,033.97","22,951.30","23,218.32",,
China:,,
,
Shanghai A Index,Closed,2300.95,2315.14,2293.23,2332.20,,
Korea:,,
,
Seoul KOSPI,1994.42,2002.76,Closed,2001.40,2024.90,,
Taiwan:,,
,
TAIEX Index,8333.66,8375.65,8344.73,Closed,8349.37,,
Singapore:,,
,
Straits Times Index,3136.59,3146.50,3154.84,3169.91,3179.71,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1776.82,1777.50,1769.12,1775.92,1785.75,,
Indonesia:,,
,
JSX Composite Index,4374.96,4432.51,4457.44,4486.68,4519.91,,
India:,,
,
BSE Sensex Index,"19,895.10","19,983.61","20,249.26","20,272.91","20,528.59",,
Thailand:,,
,
FTSE SET Index,1414.62,1434.06,1434.66,1451.91,1457.78,,
Philippines:,,
,
Manila PSE Index,6443.21,6454.86,6377.75,6435.97,6489.80,,
World:,,
,
MSCI World,1536.40,1523.13,1519.78,1545.94,1557.35,,
Comm Research Index,287.91,288.57,286.07,287.94,287.18,,
Moody's Comm Index,5848.16,5860.51,5887.98,5876.65,5859.85,,
LME Index,3119.7,3123.3,3080.2,3111.0,3132.2,,
,
Source: Thomson Reuters,
