Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-04-12T14:00:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 7,Apr 8,Apr 9,Apr 10,Apr 11,,
New York:,,
,
DJ Indust,"16,245.87","16,256.14","16,437.18","16,170.22","16,026.75",,
DJ Opening,"16,414.15","16,245.16","16,256.37","16,437.24","16,168.87",,
Day's High,"16,421.38","16,296.86","16,438.82","16,456.12","16,168.87",,
Day's low,"16,244.01","16,180.28","16,256.37","16,153.34","16,015.32",,
Nasdaq Comp,4079.75,4112.99,4183.90,4054.11,3999.73,,
S&P 500 Index,1845.04,1851.96,1872.18,1833.08,1815.69,,
Wilshire 5000,"19,637.27","19,733.34","19,962.05","19,524.45","19,321.15",,
NYSE volume ('000),"83,529,400","74,840,700","70,098,000","80,123,800"," 81,399,200",,
NYSE rises,829,2066,2225,661,855,,
NYSE falls,2213,952,798,2373, 2177,,
Transport,7467.99,7468.43,7590.78,7431.23,7362.39,,
NYSE Comp,"10,407.42","10,452.01","10,554.94","10,366.82","10,280.94",,
AMEX Index,2538.25,2590.77,2620.72,2597.96,2578.88,,
Canada:,,
,
DJ S&P TSX Index,"14,270.33","14,372.45","14,435.58","14,308.00","14,257.69",,
London:,,
,
FTSE 100 Index,6622.84,6590.69,6635.61,6641.97,6561.70,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3185.97,3177.66,3182.79,3152.86,3116.54,,
Germany:,,
,
German Xetra Dax,9510.85,9490.79,9506.35,9454.54,9315.29,,
France:,,
,
CAC Index,4436.08,4424.83,4442.68,4413.49,4365.86,,
Switzerland:,,
,
Swiss Market Index,8405.10,8423.36,8411.43,8420.58,8298.82,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,857.95","48,069.53","48,291.88","48,529.88","48,032.41",,
JSE Africa Gold Index,1484.82,1498.28,1509.86,1540.76,1536.24,,
Italy:,,
,
FTSE Italia All Share Index,"23,457.88","23,115.40","23,181.52","22,892.28","22,642.40",,
Spain:,,
,
IBEX 35,"10,606.2","10,480.5","10,485.2","10,336.1","10,205.4",,
New Zealand:,,
,
NZ Top 50 Capital,5075.84,5031.56,5067.41,5115.49,5091.43,,
NZ Top 10 Capital,1164.40,1151.31,1160.29,1176.53,1171.01,,
Tokyo:,,
,
Nikkei 225 Index,"14,808.85","14,606.88","14,299.69","14,300.12","13,960.05",,
Nikkei high,"14,895.58","14,740.10","14,502.02","14,513.14","14,065.97",,
Nikkei low,"14,764.37","14,605.31","14,279.34","14,234.45","13,885.11",,
Nikkei 300 Index,242.47,238.15,233.34,233.05,229.75,,
Topix Index,1196.84,1174.56,1150.44,1149.49,1134.09,,
Hong Kong:,,
,
Hang Seng Index,"22,377.15","22,596.97","22,843.17","23,186.96","23,003.64",,
China:,,
,
Shanghai A Index,Closed,2196.98,2204.21,2234.69,2230.74,,
Korea:,,
,
Seoul KOSPI,1989.70,1993.03,1998.95,2008.61,1997.44,,
Taiwan:,,
,
TAIEX Index,8876.44,8888.25,8930.57,8948.10,8908.05,,
Singapore:,,
,
Straits Times Index,3193.59,3204.09,3209.92,3203.58,3198.22,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1862.90,1852.31,1855.75,1859.52,1852.66,,
Indonesia:,,
,
JSX Composite Index,4921.04,4921.40,4921.40,4765.73,4816.58,,
India:,,
,
BSE Sensex Index,"22,343.45",Closed,"22,702.34","22,715.33","22,628.96",,
Thailand:,,
,
FTSE SET Index,Closed,1379.34,1382.02,1389.56,1389.16,,
Philippines:,,
,
Manila PSE Index,6614.40,6587.49,Closed,6638.89,6596.96,,
World:,,
,
MSCI World,1659.29,1663.77,1675.32,1656.09,1638.43,,
Comm Research Index,305.04,308.68,310.22,310.89,310.09,,
Moody's Comm Index,1676.25,6335.61,6371.33,6375.72,6375.89,,
LME Index,3027.3,3031.7,3037.6,3071.7,3073.8,,
,
Source: Thomson Reuters,
