Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-12-02T16:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30,,
New York:,,
,
DJ Indust,"12,967.37","12,878.13","12,985.11","13,021.82","13,025.58",,
DJ Opening,"13,008.30","12,963.38","12,875.56","12,977.35","13,022.05",,
Day's High,"13,008.45","12,980.19","12,989.10","13,062.56","13,053.74",,
Day's low,"12,900.17","12,868.26","12,765.32","12,961.92","12,988.68",,
Nasdaq Comp,2976.78,2967.79,2991.78,3012.03,3010.24,,
S&P 500 Index,1409.15,1406.29,1398.94,1409.93,1415.95,,
Wilshire 5000,"14,635.80","14,699.81","14,762.70","14,839.99","14,848.06",,
NYSE volume ('000),"63,036","68,475"," 70,797","67,725","1,180,561",,
NYSE rises,1299,1328,2059,2133,1631,,
NYSE falls,1688,1675,908,842,1334,,
Transport,5084.49,5077.07,5114.86,5145.35,5119.11,,
NYSE Comp,8197.57,8150.79,8207.36,8256.07,8260.43,,
AMEX Index,2387.56,2385.46,2397.3,2406.14,2399.65,,
Canada:,,
,
DJ S&P TSX Index,"12,185.05","12,111.63","12,140.33","12,202.85","12,239.36",,
London:,,
,
FTSE 100 Index,5786.72,5799.71,5803.28,5870.30,5866.82,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2542.52,2543.45,2546.84,2581.69,2575.25,,
Germany:,,
,
German Xetra Dax,7292.03,7332.33,7343.41,7400.96,7405.50,,
France:,,
,
CAC Index,3500.94,3502.13,3515.19,3568.88,3557.28,,
Switzerland:,,
,
Swiss Market Index,6681.88,6711.71,6756.48,6828.52,6820.60,,
Johannesburg:,,
,
FTSE JSE All Share Index,"37,766.24","37,805.80","37,438.41","37,909.31","38,104.61",,
JSE Africa Gold Index,2347.16,2314.14,2253.33,2349.36,2374.56,,
Italy:,,
,
FTSE Italia All Share Index,"16,384.02","16,351.56","16,334.26","16,774.58","16,694.38",,
Spain:,,
,
IBEX 35,7874.8,7863.7,7837.6,7973.7,7934.6,,
New Zealand:,,
,
NZ Top 50 Capital,4009.61,4009.61,4016.77,4050.09,4050.09,,
NZ Top 10 Capital,964.39,964.39,961.92,969.86,969.86,,
Tokyo:,,
,
Nikkei 225 Index,9388.94,"9,423.30",9308.35,9400.88,9446.01,,
Nikkei high,"9,487.94","9,449.72",9407.62,9412.08,9492.91,,
Nikkei low,"9,388.94","9,370.59",9308.35,9350.40,9380.25,,
Nikkei 300 Index,158.01,158.30,156.32,157.94,158.43,,
Topix Index,779.50,781.60,771.39,779.44,781.46,,
Nikkei vol (mil),2152.79,1988.97,1730.94,1814.13,2385.45,,
Hong Kong:,,
,
Hang Seng Index,"21,861.81","21,844.03","21,708.98","21,922.89","22,030.39",,
China:,,
,
Shanghai A Index,2112.52,2084.98,2066.51,2055.99,2073.24,,
Korea:,,
,
Seoul KOSPI,1908.51,"1,925.20",1912.78,1934.85,1932.90,,
Taiwan:,,
,
TAIEX Index,7407.37,"7,430.20",7434.93,7503.55,7580.17,,
Singapore:,,
,
Straits Times Index,3004.50,3011.91,3011.77,3045.90,3069.95,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1607.88,"1,598.17",1606.52,1607.32,1610.83,,
Indonesia:,,
,
JSX Composite Index,4375.17,"4,337.509",4304.82,4319.09,4276.14,,
India:,,
,
BSE Sensex Index,"18,537.01","18,842.08",Closed,"19,170.91","19,339.90",,
Thailand:,,
,
FTSE SET Index,1290.85,"1,297.03",1299.94,1309.57,1324.04,,
Philippines:,,
,
Manila PSE Index,5579.42,"5,586.45",5633.72,5640.45,Closed,,
World:,,
,
MSCI World,1302.63,1299.36,1303.85,1314.67, 1315.5,,
Comm Research Index,298.18,298.20,297.14,299.78,299.42,,
Moody's Comm Index,6266.93,6322.45,6364.60,6352.83,6431.23,,
LME Index,3348.4,3371.9,3358.5,3424.7,3471.5,,
,
Source: Thomson Reuters,
