Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-12-20T13:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 15,Dec 16,Dec 17,Dec 18,Dec 19,,
New York:,,
,
DJ Indust,"17,180.84","17,068.87","17,356.87","17,778.15","17,804.80",,
DJ Opening,"17,285.74","17,173.07","17,069.16","17,367.85","17,778.02",,
Day's High,"17,403.54","17,427.44","17,389.30","17,778.40","17,874.03",,
Day's low,"17,115.28","17,067.59","17,069.16","17,367.85","17,746.55",,
Nasdaq Comp,4605.16,4547.83,4644.31,4748.40,4765.38,,
S&P 500 Index,1989.63,1972.74,2012.89,2061.23,2070.65,,
Wilshire 5000,"20,858.44","20,703.09","21,158.58","21,633.30","21,727.50",,
NYSE volume ('000),978827,1021386,1048852,975113,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8857.12,8740.52,8813.99,8953.33,8989.45,,
NYSE Comp,"10,411.18","10,390.02","10,603.50","10,831.62","10,890.24",,
AMEX Index,2325.92,2353.83,2391.70,2453.42,2466.16,,
Canada:,,
,
DJ S&P TSX Index,"13,705.14","13,861.52","14,213.88","14,346.75","14,468.26",,
London:,,
,
FTSE 100 Index,6182.72,6331.83,6336.48,6466.00,6545.27,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2982.90,3049.99,3051.99,3153.77,3141.28,,
Germany:,,
,
German Xetra Dax,9334.01,9563.89,9544.43,9811.06,9786.96,,
France:,,
,
CAC Index,4005.38,4093.20,4111.91,4249.49,4241.65,,
Switzerland:,,
,
Swiss Market Index,8712.82,8795.13,8775.88,9013.11,8976.24,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,397.44",Closed,"47,282.48","49,290.56","49,386.71",,
JSE Africa Gold Index,1089.10,Closed,1063.93,1122.97,1116.30,,
Italy:,,
,
FTSE Italia All Share Index,"19,144.57","19,729.27","19,645.14","20,145.99","20,078.04",,
Spain:,,
,
IBEX 35,9903.9,"10,081.9","10,049.5","10,391.3","10,363.6",,
New Zealand:,,
,
NZ Top 50 Capital,5499.07,5495.75,5496.59,5518.48,5527.75,,
NZ Top 10 Capital,1162.17,1160.08,1162.57,1163.69,1169.71,,
Tokyo:,,
,
Nikkei 225 Index,"17,099.40","16,755.32","16,819.73","17,210.05","17,621.40",,
Nikkei high,"17,258.32","16,895.39","16,891.02","17,274.23","17,621.40",,
Nikkei low,"17,037.21","16,714.83","16,672.94","17,136.41","17,471.60",,
Nikkei 300 Index,278.77,273.52,273.19,278.17,285.20,,
Topix Index,1379.29,1353.37,1352.01,1376.32,1409.61,,
Hong Kong:,,
,
Hang Seng Index,"23,027.85","22,670.50","22,585.84","22,832.21","23,116.63",,
China:,,
,
Shanghai A Index,3093.68,3165.26,3206.90,3203.11,3256.75,,
Korea:,,
,
Seoul KOSPI,1920.36,1904.13,1900.16,1897.50,1929.98,,
Taiwan:,,
,
TAIEX Index,8985.63,8950.91,8828.36,8878.63,8999.52,,
Singapore:,,
,
Straits Times Index,3294.14,3215.09,3227.23,3243.65,3279.53,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1697.31,1673.94,1681.90,1699.95,1715.99,,
Indonesia:,,
,
JSX Composite Index,5108.43,5026.03,5035.65,5113.35,5144.62,,
India:,,
,
BSE Sensex Index,"27,319.56","26,781.44","26,710.13","27,126.57","27,371.84",,
Thailand:,,
,
FTSE SET Index,1478.49,1461.74,1480.20,1516.79,1514.35,,
Philippines:,,
,
Manila PSE Index,7275.62,7160.38,6966.21,7029.28,7125.63,,
World:,,
,
MSCI World,1654.56,1655.52,1672.48,1706.33,1717.00,,
Comm Research Index,241.64,239.34,240.48,238.45,240.88,,
Moody's Comm Index,5620.96,5564.91,5528.24,5516.63,5516.63,,
LME Index,2993.4,2963.0,2957.0,2936.1,2964.3,,
,
Source: Thomson Reuters,
