Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-05-12T20:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 6,May 7,May 8,May 9,May 10,,
New York:,,
,
DJ Indust,"14,968.89","15,056.20","15,105.12","15,082.62","15,118.49",,
DJ Opening,"14,973.96","14,968.89","15,056.20","15,105.12","15,082.62",,
Day's High,"14,988.87","15,056.67","15,106.81","15,144.83","15,118.49",,
Day's low,"14,941.09","14,968.89","15,021.87","15,046.87","15,038.18",,
Nasdaq Comp,3392.97,3396.63,3413.27,3409.17,3436.58,,
S&P 500 Index,1617.50,1625.96,1632.69,1626.67,1633.70,,
Wilshire 5000,"17,072.33","17,161.23","17,232.38","17,170.36","17,259.65",,
NYSE volume ('000),"61,838","63,565","72,755","66,890","62,987",,
NYSE rises,1787,2285,1952,1054,1884,,
NYSE falls,1178,731,1019,1912,1090,,
Transport,6297.98,6397.34,6411.14,6338.99,6375.52,,
NYSE Comp,9348.90,9409.01,9463.32,9409.23,9442.76,,
AMEX Index,2430.83,2422.04,2451.33,2432.99,2440.13,,
Canada:,,
,
DJ S&P TSX Index,"12,453.92","12,464.11","12,585.05","12,543.90","12,589.09",,
London:,,
,
FTSE 100 Index,Closed,6557.30,6583.48,6592.74,6624.98,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2750.52,2769.08,2784.62,2773.16,2785.24,,
Germany:,,
,
German Xetra Dax,8112.08,8181.78,8249.71,8262.55,8278.59,,
France:,,
,
CAC Index,3907.04,3921.32,3956.28,3928.58,3953.83,,
Switzerland:,,
,
Swiss Market Index,7927.34,7977.54,8093.02,Closed,8177.85,,
Johannesburg:,,
,
FTSE JSE All Share Index,"39,828.96","39,821.48","40,456.62","40,337.81","40,232.05",,
JSE Africa Gold Index,1501.38,1464.97,1481.82,1508.69,1460.80,,
Italy:,,
,
FTSE Italia All Share Index,"17,919.10","18,171.24","18,300.70","18,154.40","18,347.80",,
Spain:,,
,
IBEX 35,8503.8,8544.0,8597.0,8572.7,8544.5,,
New Zealand:,,
,
NZ Top 50 Capital,4596.23,4621.73,4640.28,4639.33,4652.78,,
NZ Top 10 Capital,1081.21,1090.72,1095.52,1095.80,1098.58,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"14,180.24","14,285.69","14,191.48","14,607.54",,
Nikkei high,–,"14,196.38","14,421.38","14,409.82","14,636.81",,
Nikkei low,–,"13,951.81","14,186.83","14,191.48","14,426.74",,
Nikkei 300 Index,–,240.18,241.42,239.12,245.05,,
Topix Index,–,1188.57,1194.34,1181.83,1210.60,,
Hong Kong:,,
,
Hang Seng Index,"22,915.09","23,047.09","23,244.35","23,211.48","23,321.22",,
China:,,
,
Shanghai A Index,2335.17,2339.80,2351.07,2337.07,2351.61,,
Korea:,,
,
Seoul KOSPI,1961.48,1954.35,1956.45,1979.45,1944.75,,
Taiwan:,,
,
TAIEX Index,8169.05,8163.06,8267.09,8285.89,8280.26,,
Singapore:,,
,
Straits Times Index,3382.29,3383.16,3413.02,3432.78,3443.77,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1752.02,1776.73,1774.00,1766.07,1772.38,,
Indonesia:,,
,
JSX Composite Index,4991.87,5042.79,5089.34,Closed,5105.94,,
India:,,
,
BSE Sensex Index,"19,673.64","19,888.95","19,990.18","19,939.04","20,082.62",,
Thailand:,,
,
FTSE SET Index,Closed,1601.15,1614.15,1621.12,1622.48,,
Philippines:,,
,
Manila PSE Index,7170.65,7146.12,7181.30,7194.43,7262.38,,
World:,,
,
MSCI World,1481.85,1492.07,"1,503.66",1495.74,1495.84,,
Comm Research Index,290.57,289.51,291.32,291.97,289.20,,
Moody's Comm Index,6082.83,6115.01,6158.24,6170.85,n/a,,
LME Index,Closed,3128.1,3187.0,3163.6,3163.0,,
,
Source: Thomson Reuters,
