Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-10-14T20:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 8,Oct 9,Oct 10,Oct 11,Oct 12,,
New York:,,
,
DJ Indust,"13,583.65","13,473.53","13,344.97","13,326.39","13,328.85",,
DJ Opening,"13,610.38","13,582.88","13,473.53","13,346.28","13,325.62",,
Day's High,"13,610.38","13,592.33","13,478.83","13,428.49","13,401.32",,
Day's low,"13,552.09","13,473.31","13,327.62","13,326.12","13,296.43",,
Nasdaq Comp,3112.35,3065.02,3051.78,3049.41,3044.11,,
S&P 500 Index,1455.88,1441.48,1432.56,1432.84,1428.59,,
Wilshire 5000,"15,129.81","15,020.54","14,966.74","14,994.18","14,890.48",,
NYSE volume ('000),"46,358","61,161","59,029","64,478","62,234",,
NYSE rises,1171,688,1139,1961,1067,,
NYSE falls,1769,2319,1845,1023,1868,,
Transport,5057.05,4999.56,5006.09,5000.46,5044.63,,
NYSE Comp,8359.12,8279.11,8229.17,8256.59,8227.08,,
AMEX Index,2469.34,2431.92,2421.79,2431.60,2425.97,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,273.57","12,212.42","12,233.95","12,202.04",,
London:,,
,
FTSE 100 Index,5841.74,5810.25,5776.71,5829.75,5793.32,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2496.09,2472.23,2456.54,2487.08,2469.09,,
Germany:,,
,
German Xetra Dax,7291.21,7234.53,7205.23,7281.70,7232.49,,
France:,,
,
CAC Index,3406.53,3382.78,3365.87,3413.72,3389.08,,
Switzerland:,,
,
Swiss Market Index,6655.77,6649.10,6629.04,6654.02,6655.20,,
Johannesburg:,,
,
FTSE JSE All Share Index,"36,337.39","36,070.74","36,147.62","36,498.44","36,440.05",,
JSE Africa Gold Index,2455.31,2438.86,2416.29,2445.24,2425.36,,
Italy:,,
,
FTSE Italia All Share Index,"16,456.13","16,408.97","16,361.01","16,526.80","16,407.53",,
Spain:,,
,
IBEX 35,7891.0,7745.4,7668.0,7734.7,7652.4,,
New Zealand:,,
,
NZ Top 50 Capital,3923.91,3907.99,3888.14,3883.30,3896.66,,
NZ Top 10 Capital,950.19,940.96,934.86,934.73,937.61,,
Tokyo:,,
,
Nikkei 225 Index,Closed,8769.59,8596.23,8546.78,8534.12,,
Nikkei high,–,8840.69,8660.68,8607.42,8620.18,,
Nikkei low,–,8765.55,8578.25,8514.63,8516.11,,
Nikkei 300 Index,–,148.02,145.78,145.19,145.93,,
Topix Index,–,727.68,716.84,713.95,718.32,,
Nikkei vol (mil),–,1623,1593,1720,1732,,
Hong Kong:,,
,
Hang Seng Index,"20,824.56","20,937.28","20,919.60","20,999.05","21,136.43",,
China:,,
,
Shanghai A Index,2172.39,2215.19,2220.15,2202.25,2204.40,,
Korea:,,
,
Seoul KOSPI,1981.89,1979.04,1948.22,1933.09,1933.26,,
Taiwan:,,
,
TAIEX Index,7615.89,7592.01,Closed,7451.72,7437.04,,
Singapore:,,
,
Straits Times Index,3076.65,3065.91,3033.81,3032.66,3041.75,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1660.22,1663.32,1659.40,1655.47,1653.36,,
Indonesia:,,
,
JSX Composite Index,4268.24,4280.25,4280.01,4284.97,4311.39,,
India:,,
,
BSE Sensex Index,"18,708.98","18,793.36","18,631.10","18,804.75","18,675.18",,
Thailand:,,
,
FTSE SET Index,1304.71,1292.48,1289.35,1294.90,1296.98,,
Philippines:,,
,
Manila PSE Index,5434.13,5394.90,5369.60,5353.47,5369.72,,
World:,,
,
MSCI World,1326.37,1313.46,1305.15,1308.83,1306.02,,
Comm Research Index,306.57,309.53,307.42,309.27,306.95,,
Moody's Comm Index,n/a,6547.84,6502.77,6537.33,n/a,,
LME Index,3516.7,3488.9,3468.3,3494.6,3438.2,,
,
Source: Thomson Reuters,
