Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-09-07T16:45:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 2,Sep 3,Sep 4,Sep 5,Sep 6,,
New York:,,
,
DJ Indust,Closed,"14,833.96","14,930.87","14,937.48","14,922.50",,
DJ Opening,–,"14,801.55","14,832.42","14,929.49","14,941.55",,
Day's High,–,"14,933.35","14,956.74","14,987.47","15,009.84",,
Day's low,–,"14,777.48","14,799.09","14,923.27","14,789.40",,
Nasdaq Comp,–,3612.61,3649.04,3658.79,3660.01,,
S&P 500 Index,–,1639.77,1653.08,1655.08,1655.17,,
Wilshire 5000,–,"17,424.03","17,560.27","17,589.22","17,598.89",,
NYSE volume ('000),–,"78,646,700","72,358,600","62,822,100","67,124,700 ",,
NYSE rises,–,1626,2129,1413,1691 ,,
NYSE falls,–,1353,850,1578,1242,,
Transport,–,6270.98,6343.95,6379.61,6371.11,,
NYSE Comp,–,9333.49,9400.24,9420.35,9439.69,,
AMEX Index,–,2290.56,2298.55,2296.04,2309.56,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,740.50","12,757.81","12,845.06","12,820.92",,
London:,,
,
FTSE 100 Index,6506.19,6468.41,6474.74,6532.44,6547.33,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2774.09,2753.35,2758.29,2774.20,2803.42,,
Germany:,,
,
German Xetra Dax,8243.87,8180.71,8195.92,8234.98,8275.67,,
France:,,
,
CAC Index,4006.01,3974.07,3980.42,4006.80,4049.19,,
Switzerland:,,
,
Swiss Market Index,7891.62,7866.23,7880.65,7932.29,7950.78,,
Johannesburg:,,
,
FTSE JSE All Share Index,"42,725.70","42,892.25","42,522.80","42,797.21","42,837.71",,
JSE Africa Gold Index,1285.10,1297.65,1276.94,1295.69,1288.02,,
Italy:,,
,
FTSE Italia All Share Index,"18,064.62","18,008.26","17,789.97","17,910.53","18,099.69",,
Spain:,,
,
IBEX 35,8429.6,8445.2,8490.3,8550.0,8655.0,,
New Zealand:,,
,
NZ Top 50 Capital,4596.36,4606.71,4610.31,4604.35,4597.18,,
NZ Top 10 Capital,1086.76,1092.35,1092.26,1091.61,1089.98,,
Tokyo:,,
,
Nikkei 225 Index,"13,572.92","13,978.44","14,053.87","14,064.82","13,860.81",,
Nikkei high,"13,613.48","13,978.44","14,056.88","14,156.50","14,099.13",,
Nikkei low,"13,407.53","13,748.68","13,843.61","13,981.52","13,834.52",,
Nikkei 300 Index,228.58,235.12,236.56,236.95,234.85,,
Topix Index,1117.78,1149.18,1156.30,1157.84,1147.82,,
Hong Kong:,,
,
Hang Seng Index,"22,175.34","22,394.58","22,326.22","22,597.97","22,621.22",,
China:,,
,
Shanghai A Index,2196.60,2222.44,2227.22,2221.83,2240.23,,
Korea:,,
,
Seoul KOSPI,1924.81,1933.74,1933.03,1951.65,1955.31,,
Taiwan:,,
,
TAIEX Index,8038.86,8088.37,8083.44,8169.10,8164.20,,
Singapore:,,
,
Straits Times Index,3055.72,3054.78,3015.42,3039.45,3048.35,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1717.56,1724.21,1716.76,1720.97,1723.80,,
Indonesia:,,
,
JSX Composite Index,4101.23,4164.01,4073.46,4050.86,4072.35,,
India:,,
,
BSE Sensex Index,"18,886.13","18,234.66","18,567.55","18,979.76","19,270.06",,
Thailand:,,
,
FTSE SET Index,1323.70,1315.41,1303.21,1313.49,1336.25,,
Philippines:,,
,
Manila PSE Index,6061.80,6083.91,5968.33,5959.22,5974.62,,
World:,,
,
MSCI World,1481.18,1486.06,1496.29,1497.58,1502.40,,
Comm Research Index,Closed,293.36,291.15,291.27,293.91,,
Moody's Comm Index,–,6022.74,5981.04, 5980.56,5942.54,,
LME Index,3101.6,3101.1,3057.0,3055.5,3091.8,,
,
Source: Thomson Reuters,
