Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-10-26T14:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,,
New York:,,
,
DJ Indust,"15,392.20","15,467.66","15,413.33","15,509.21","15,570.28",,
DJ Opening,"15,401.32","15,394.22","15,465.34","15,414.87","15,523.72",,
Day's High,"15,410.18","15,518.10","15,465.66","15,528.63","15,570.60",,
Day's low,"15,362.66","15,394.22","15,366.19","15,414.13","15,512.96",,
Nasdaq Comp,3920.05,3929.57,3907.07,3928.96,3943.36,,
S&P 500 Index,1744.66,1754.67,1746.38,1752.07,1759.77,,
Wilshire 5000,"18,649.12","18,747.21","18,654.76","18,732.35","18,794.46",,
NYSE volume ('000),"67,759,100","75,218,000","70,805,300","71,515,100","68,628,000",,
NYSE rises,1444,2211,1348,1726,1741,,
NYSE falls,1514,803,1627,1260,1243,,
Transport,6857.50,6913.56,6961.22,7022.79,7009.05,,
NYSE Comp,9982.69,"10,056.60",9990.33,"10,029.19","10,053.86",,
AMEX Index, 2423.22,2453.39,2436.49,2444.20,2456.62,,
Canada:,,
,
DJ S&P TSX Index,"13,186.53","13,248.06","13,243.32","13,324.75","13,399.42",,
London:,,
,
FTSE 100 Index,6654.20,6695.66,6674.48,6713.18,6721.34,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3028.65,3045.77,3017.16,3038.96,3034.50,,
Germany:,,
,
German Xetra Dax,8867.22,8947.46,8919.86,8980.63,8985.74,,
France:,,
,
CAC Index,4276.92,4295.43,4260.66,4275.69,4272.31,,
Switzerland:,,
,
Swiss Market Index,8124.08,8214.76,8214.56,8233.15,8249.31,,
Johannesburg:,,
,
FTSE JSE All Share Index,"44,926.71","45,357.81","45,035.78","45,063.49","45,124.04",,
JSE Africa Gold Index,1264.59,1333.08,1336.00,1317.77,1318.17,,
Italy:,,
,
FTSE Italia All Share Index,"20,370.38","20,486.39","20,023.45","20,267.90","20,000.66",,
Spain:,,
,
IBEX 35,"10,037.8","10,012.9",9828.3,9915.4,9815.5,,
New Zealand:,,
,
NZ Top 50 Capital,4802.56,4831.79,4876.40,4834.94,4863.35,,
NZ Top 10 Capital,1126.22,1133.64,1144.40,1131.76,1139.68,,
Tokyo:,,
,
Nikkei 225 Index,"14,693.57","14,713.25","14,426.05","14,486.41","14,088.19",,
Nikkei high,"14,727.85","14,747.77","14,799.28","14,499.52","14,442.12",,
Nikkei low,"14,624.03","14,641.78","14,426.05","14,273.71","14,088.19",,
Nikkei 300 Index,246.45,247.14,243.31,244.72,239.28,,
Topix Index,1212.36,1214.44,1195.98,1203.35,1178.28,,
Hong Kong:,,
,
Hang Seng Index,"23,438.15","23,315.99","22,999.95","22,835.82","22,698.34",,
China:,,
,
Shanghai A Index,2333.43,2313.94,2285.07,2265.31,2232.51,,
Korea:,,
,
Seoul KOSPI,2053.01,2056.12,2035.75,2046.69,2034.39,,
Taiwan:,,
,
TAIEX Index,8419.32,8418.27,8393.62,8413.72,8346.62,,
Singapore:,,
,
Straits Times Index,3195.76,3210.21,3204.80,3217.95,3205.24,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1802.61,1803.58,1814.11,1818.93,1817.57,,
Indonesia:,,
,
JSX Composite Index,4578.18,4512.74,4546.50,4594.85,4580.85,,
India:,,
,
BSE Sensex Index,"20,893.89","20,864.97","20,767.88","20,725.43","20,683.52",,
Thailand:,,
,
FTSE SET Index,1448.54,1457.36,Closed,1466.32,1454.88,,
Philippines:,,
,
Manila PSE Index,6597.56,6603.60,6635.11,6583.77,6539.81,,
World:,,
,
MSCI World,1599.73,1610.79,1601.64,1607.92,1607.96,,
Comm Research Index,285.91,285.29,282.31,282.23,283.12,,
Moody's Comm Index,5878.20,5893.97,5906.69,5892.33,5876.44,,
LME Index,3140.8,3187.0,3121.9,3130.5,3146.6,,
,
Source: Thomson Reuters,
