Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-10-07T20:00:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 1,Oct 2,Oct 3,Oct 4,Oct 5,,
New York:,,
,
DJ Indust,"13,515.11","13,482.36","13,494.61","13,575.36","13,610.15",,
DJ Opening,"13,437.66","13,515.30","13,479.21","13,495.18","13,569.18",,
Day's High,"13,598.25","13,567.06","13,536.27","13,594.33","13,661.87",,
Day's low,"13,437.66","13,424.92","13,439.12","13,495.18","13,568.75",,
Nasdaq Comp,3113.53,3120.04,3135.23,3149.46,3136.19,,
S&P 500 Index,1444.49,1445.75,1450.99,1461.4,1460.93,,
Wilshire 5000,"15,134.65","15,044.10","15,108.41","15,153.60","15,280.99",,
NYSE volume ('000)," 67,120"," 59,438","66,415","67,292","60,507",,
NYSE rises,1858,1579 ,1474,2170,1679,,
NYSE falls,1148,1376,1499,808,1274,,
Transport,4899.73,4908.44,4966.10,5012.71,5046.43,,
NYSE Comp,8284.37,8295.11,8297.50,8376.34,8384.07,,
AMEX Index, 2452.70,2467.27,2463.99,2488.87,2485.36,,
Canada:,,
,
DJ S&P TSX Index,"12,370.19","12,391.23","12,359.47","12,447.68","12,418.99",,
London:,,
,
FTSE 100 Index,5820.45,5809.45,5825.81,5827.78,5871.02,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2498.81,2493.59,2492.48,2485.75,2531.21,,
Germany:,,
,
German Xetra Dax,7326.73,7305.86,7322.08,7305.21,7397.87,,
France:,,
,
CAC Index,3434.98,3414.23,3406.02,3401.20,3457.04,,
Switzerland:,,
,
Swiss Market Index,6610.91,6613.54,6604.44,6631.35,6674.82,,
Johannesburg:,,
,
FTSE JSE All Share Index,"36,269.27","36,247.91","36,120.45","36,268.96","36,588.67",,
JSE Africa Gold Index,2416.03,2377.74,2345.52,2334.55,2408.01,,
Italy:,,
,
FTSE Italia All Share Index,"16,423.66","16,399.95","16,432.02","16,403.39","16,770.49",,
Spain:,,
,
IBEX 35,7784.1,7867.1,7826.7,7812.8,7954.4,,
New Zealand:,,
,
NZ Top 50 Capital,3830.03,3871.25,3889.60,3881.99,3904.85,,
NZ Top 10 Capital,929.22,941.77,943.61,939.30,946.54,,
Tokyo:,,
,
Nikkei 225 Index,8796.51,8786.05,8746.87,8824.59,8863.30,,
Nikkei high,8829.35,8843.33,8806.75,8865.92,8880.23,,
Nikkei low,8759.07,8774.75,8729.56,8738.31,8805.79,,
Nikkei 300 Index,148.75,148.71,147.91,149.66,149.89,,
Topix Index,732.35,731.19,727.39,735.38,737.13,,
Nikkei vol (mil),1374,1355,1398,1637,1485,,
Hong Kong:,,
,
Hang Seng Index,Closed,Closed,"20,888.28","20,907.95","21,012.38",,
China:,,
,
Shanghai A Index,Clsoed,Closed,Closed,Closed,Closed,,
Korea:,,
,
Seoul KOSPI,Closed,1996.03,Closed,1992.68,1995.17,,
Taiwan:,,
,
TAIEX Index,7675.72,7718.68,7684.63,7682.34,7690.65,,
Singapore:,,
,
Straits Times Index,3057.86,3079.14,3077.14,3086.64,3107.87,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1643.31,1651.03,1649.75,1661.47,1660.23,,
Indonesia:,,
,
JSX Composite Index,4236.29,4256.84,4251.51,4271.46,4311.31,,
India:,,
,
BSE Sensex Index,"18,823.91",Closed,"18,869.69","19,058.15","18,938.46",,
Thailand:,,
,
FTSE SET Index,1299.71,1305.66,1307.55,1306.63,1311.35,,
Philippines:,,
,
Manila PSE Index,5308.52,5348.68,5375.52,5443.74,5439.84,,
World:,,
,
MSCI World,1318.82,1319.52,1318.91,1329.01,1334.63,,
Comm Research Index,311.67,311.89,306.98,310.86,308.02,,
Moody's Comm Index,6584.07,6624.51,6636.19,6650.82,n/a,,
LME Index,3581.0,3579.1,3566.8,3575.2,3568.1,,
,
Source: Thomson Reuters,
