Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-02-01T14:15:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,,
New York:,,
,
DJ Indust,"15,837.88","15,928.56","15,738.79","15,848.61","15,698.85",,
DJ Opening,"15,879.05","15,840.84","15,927.08","15,743.03","15,847.19",,
Day's High,"15,942.77","15,945.89","15,927.08","15,907.53","15,847.19",,
Day's low,"15,783.55","15,840.84","15,708.98","15,733.27","15,617.55",,
Nasdaq Comp,4083.61,4097.96,4051.43,4123.13,4103.88,,
S&P 500 Index,1781.56,1792.50,1774.20,1794.19,1782.59,,
Wilshire 5000,"19,041.30","19,185.70","18,981.64","19,218.22","19,105.24",,
NYSE volume ('000),"77,887,100","62,176,000","73,535,600","65,368,300","95,111,800",,
NYSE rises,791,2263,704,2318,1125,,
NYSE falls,2255,751,2341,708,1889,,
Transport,7199.18,7277.62,7190.61,7302.00,7289.18,,
NYSE Comp,9981.35,"10,066.85",9962.92,"10,048.69",9967.65,,
AMEX Index,2329.11,2334.35,2300.11,2294.83,2287.54,,
Canada:,,
,
DJ S&P TSX Index,"13,582.29","13,687.66","13,643.22","13,735.28","13,694.94",,
London:,,
,
FTSE 100 Index,6550.66,6572.33,6544.28,6538.45,6510.44,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3014.62,3038.60,3011.45,3027.30,3013.96,,
Germany:,,
,
German Xetra Dax,9349.22,9406.91,9336.73,9373.48,9306.48,,
France:,,
,
CAC Index,4144.56,4185.29,4156.98,4180.02,4165.72,,
Switzerland:,,
,
Swiss Market Index,8132.16,8186.62,8135.81,8204.96,8191.33,,
Johannesburg:,,
,
FTSE JSE All Share Index,"45,750.70","45,724.70","45,564.62","45,178.25","45,132.10",,
JSE Africa Gold Index,1270.10,1234.17,1296.77,1265.86,1300.73,,
Italy:,,
,
FTSE Italia All Share Index,"20,475.83","20,658.90","20,545.91","20,630.29","20,645.32",,
Spain:,,
,
IBEX 35,9758.4,9879.1,9896.2,9964.5,9920.2,,
New Zealand:,,
,
NZ Top 50 Capital,4853.80,4848.44,4882.72,4849.84,4874.58,,
NZ Top 10 Capital,1128.39,1127.00,1134.40,1125.45,1132.26,,
Tokyo:,,
,
Nikkei 225 Index,"15,005.73","14,980.16","15,383.91","15,007.06","14,914.53",,
Nikkei high,"15,109.68","15,088.12","15,383.91","15,112.70","15,143.88",,
Nikkei low,"14,933.55","14,952.83","15,159.92","14,853.83","14,764.57",,
Nikkei 300 Index,249.71,248.57,254.76,248.48,247.72,,
Topix Index,1229.23,1224.31,1256.18,1224.09,1220.64,,
Hong Kong:,,
,
Hang Seng Index,"21,976.10","21,960.64","22,141.61","22,035.42",Closed,,
China:,,
,
Shanghai A Index,2127.75,2133.34,2145.24,2127.62,Closed,,
Korea:,,
,
Seoul KOSPI,1910.34,1916.93,1941.15,Closed,Closed,,
Taiwan:,,
,
TAIEX Index,8462.57,Closed,Closed,Closed,Closed,,
Singapore:,,
,
Straits Times Index,3042.43,3062.41,3047.93,3027.22,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1778.88,1781.25,1789.23,1804.03,Closed,,
Indonesia:,,
,
JSX Composite Index,4322.78,4341.65,4417.35,4418.76,Closed,,
India:,,
,
BSE Sensex Index,"20,707.45","20,683.51","20,647.30","20,498.25","20,513.85",,
Thailand:,,
,
FTSE SET Index,1288.59,1271.79,1271.42,1264.07,1274.28,,
Philippines:,,
,
Manila PSE Index,6081.61,6022.81,6069.84,6041.19,Closed,,
World:,,
,
MSCI World,1604.92,1611.36,1603.67,1607.46,1598.46,,
Comm Research Index,280.32,282.79,285.00,284.18,283.93,,
Moody's Comm Index,5751.21,5722.01,5699.29,5695.74,5669.43,,
LME Index,3086.4,3085.8,3073.5,3055.7,3041.6,,
,
Source: Thomson Reuters,
