Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-03-22T13:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,,
New York:,,
,
DJ Indust,"16,247.22","16,336.19","16,222.17","16,331.05","16,302.77",,
DJ Opening,"16,066.37","16,245.93","16,335.71","16,221.98","16,332.69",,
Day's High,"16,270.34","16,369.94","16,363.32","16,353.98","16,456.45",,
Day's low,"16,066.37","16,245.93","16,126.29","16,160.33","16,290.79",,
Nasdaq Comp,4279.95,4333.31,4307.60,4319.29,4276.79,,
S&P 500 Index,1858.83,1872.25,1860.77,1872.01,1866.52,,
Wilshire 5000,"19,941.88","20,101.38","19,971.01","20,070.46","20,007.07",,
NYSE volume ('000),"60,511,000","58,509,700","66,307,700","63,212,700","2,000,994,000",,
NYSE rises,2182,2346,750,1468,1776,,
NYSE falls,818,700,2288,1547,1257,,
Transport,7542.40,7582.43,7549.71,7542.29,7515.18,,
NYSE Comp,"10,377.02","10,441.48","10,359.50","10,400.70","10,392.22",,
AMEX Index,2519.48,2532.52,2503.99,2505.96,2506.70,,
Canada:,,
,
DJ S&P TSX Index,"14,231.89","14,368.98","14,334.04","14,361.83","14,335.76",,
London:,,
,
FTSE 100 Index,6568.35,6605.28,6573.13,6542.44,6557.17,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3049.19,3073.75,3076.36,3088.90,3096.49,,
Germany:,,
,
German Xetra Dax,9180.89,9242.55,9277.05,9296.12,9342.94,,
France:,,
,
CAC Index,4271.96,4313.26,4308.06,4327.91,4335.28,,
Switzerland:,,
,
Swiss Market Index,8161.78,8240.07,8226.55,8261.69,8289.76,,
Johannesburg:,,
,
FTSE JSE All Share Index,"46,816.65","47,059.19","46,666.54","46,508.27",Closed,,
JSE Africa Gold Index,1643.01,1589.17,1570.74,1574.00,–,,
Italy:,,
,
FTSE Italia All Share Index,"22,229.60","22,421.31","22,370.36","22,482.47","22,374.27",,
Spain:,,
,
IBEX 35,9975.0,"10,051.4","10,093.3","10,079.9","10,053.1",,
New Zealand:,,
,
NZ Top 50 Capital,5088.03,5135.66,5154.72,5160.39,5124.99,,
NZ Top 10 Capital,1185.89,1202.00,1199.52,1200.39,1187.82,,
Tokyo:,,
,
Nikkei 225 Index,"14,277.67","14,411.27","14,462.52","14,224.23",Closed,,
Nikkei high,"14,359.16","14,533.25","14,663.54","14,548.76",–,,
Nikkei low,"14,203.21","14,399.72","14,302.37","14,207.83",–,,
Nikkei 300 Index,235.10,236.97,236.71,233.03,–,,
Topix Index,1154.93,1165.94,1164.33,1145.97,–,,
Hong Kong:,,
,
Hang Seng Index,"21,473.95","21,583.50","21,568.69","21,182.16","21,436.70",,
China:,,
,
Shanghai A Index,2118.51,2120.07,2116.46,2086.92,2143.94,,
Korea:,,
,
Seoul KOSPI,1927.53,1940.21,1937.68,1919.52,1934.94,,
Taiwan:,,
,
TAIEX Index,8700.10,8731.94,8689.46,8597.33,8577.17,,
Singapore:,,
,
Straits Times Index,3092.14,3093.84,3080.75,3057.20,3073.39,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1815.16,1820.70,1817.44,1818.17,1820.48,,
Indonesia:,,
,
JSX Composite Index,4876.19,4805.61,4821.46,4698.97,4700.22,,
India:,,
,
BSE Sensex Index,Closed,"21,832.61","21,832.86","21,740.09","21,753.75",,
Thailand:,,
,
FTSE SET Index,1377.10,1373.08,1364.27,1361.47,1360.50,,
Philippines:,,
,
Manila PSE Index,6399.99,6466.55,6462.49,6417.35,6339.26,,
World:,,
,
MSCI World,1653.94,1665.49,1658.05,1654.32,1653.38,,
Comm Research Index,301.69,303.46,303.59,300.17,300.07,,
Moody's Comm Index,6253.60,6248.60,6248.60,6266.38,6266.38,,
LME Index,2937.7,2950.9,2972.7,2920.3,2939.6,,
,
Source: Thomson Reuters,
