Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-01-15T16:30:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 9,Jan 10,Jan 11,Jan 12,Jan 13,,
New York:,,
,
DJ Indust,"12,392.69","12,462.47","12,449.45","12,471.02","12,422.06",,
DJ Opening,"12,359.31","12,394.51","12,459.52","12,449.91","12,469.96",,
Day's High,"12,409.08","12,514.69","12,462.58","12,483.70","12,470.12",,
Day's low,"12,333.85","12,394.51","12,399.01","12,385.08","12,311.79",,
Nasdaq Comp,2676.56,2702.50,2710.76,2724.70,2710.67,,
S&P 500 Index,1280.7,1292.08,1292.48,1295.5,1289.09,,
Wilshire 5000,"13,350.65","13,484.56","13,503.35 ","13,543.59","13,472.37",,
NYSE volume ('000),"72,058","83,892","75,508","76,886","82,660",,
NYSE rises,1898,2305,1646,1820,1036,,
NYSE falls,1078,687,1352,1147,1941,,
Transport,5100.01,5172.65,5196.18,5209.36,5175.92,,
NYSE Comp,7584.66,7668.90,7661.98,7681.26,7632.03,,
AMEX Index,2297,2318, 2279,2286,2264,,
Canada:,,
,
DJ S&P TSX Index,"12,196.72","12,270.66","12,260.94","12,274.32","12,231.06",,
London:,,
,
FTSE 100 Index,5612.26,5696.70,5670.82,5662.42,5636.64,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2286.45,2347.47,2339.51,2345.85,2338.01,,
Germany:,,
,
German Xetra Dax,6017.23,6162.98,6152.34,6179.21,6143.08,,
France:,,
,
CAC Index,3127.69,3210.79,3204.83,3199.98,3196.49,,
Switzerland:,,
,
Swiss Market Index,5987.54,6050.78,6008.04,6018.07,5996.34,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,774.83","33,020.16",32827.05,"33,008.52","32,927.36",,
JSE Africa Gold Index,2942.64,2939.01,2889.87,2914.03,2910.85,,
Italy:,,
,
FTSE Italia All Share Index,"15,236.46","15,661.34","15,697.43","16,011.63","15,852.15",,
Spain:,,
,
IBEX 35,8278.9,8472.9,8426.8,8427.0,8450.6,,
New Zealand:,,
,
NZ Top 50 Capital,3247.28,3228.01,3236.53,3219.83,3227.46,,
NZ Top 10 Capital,843.39,834.99,834.7,828.27,830.76,,
Tokyo:,,
,
Nikkei 225 Index,Closed,8422.26,8447.88,8385.59,8500.02,,
Nikkei high,–,8450.59,8463.72,8426.83,8509.76,,
Nikkei low,–,8405.18,8426.03,8360.33,8458.68,,
Nikkei 300 Index,–,147.66,147.85,146.58,148.17,,
Topix Index,–,731.93,733.47,727.15,734.60,,
Nikkei vol (mil),–,1662,1657,1388,1692,,
Hong Kong:,,
,
Hang Seng Index,"18,865.72","19,004.28","19,151.94","19,095.38","19,204.42",,
China:,,
,
Shanghai A Index,2331.89,2394.60,2384.441,2383.41,2351.58,,
Korea:,,
,
Seoul KOSPI,1826.49,1853.22,1845.55,1864.57,1875.68,,
Taiwan:,,
,
TAIEX Index,7093.04,7178.87,7188.21,7186.58,7181.54,,
Singapore:,,
,
Straits Times Index,2691.28,2719.83,2747.13,2743.66,2791.54,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1521.73,1521.99,1522.29,1525.56,1523.07,,
Indonesia:,,
,
JSX Composite Index,3889.07,3938.84,3909.64,3909.50,3935.33,,
India:,,
,
BSE Sensex Index,"15,814.72","16,165.09","16,175.86","16,037.51","16,154.62",,
Thailand:,,
,
FTSE SET Index,1044.84,1053.04,1051.63,1052.23,1044.81,,
Philippines:,,
,
Manila PSE Index,4541.60,4561.08,4645.86,4648.11,4613.83,,
World:,,
,
MSCI World,1192.49,1207.6,1204.30,1207.37,1201.1,,
Comm Research Index,311.73,315.64,313.61,310.07,307.90,,
Moody's Comm Index,6020.26,6035.23,6035.23,6113.21,6126.00,,
LME Index,3318.9,3414.5,3424.5,3498.6,3487.9,,
,
Source: Thomson Reuters,
