Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-04-28T18:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,,
New York:,,
,
DJ Indust,"14,567.17","14,719.46","14,676.30","14,700.80","14,712.55",,
DJ Opening,"14,547.51","14,567.17","14,719.46","14,676.30","14,700.80",,
Day's High,"14,588.83","14,721.42","14,747.42","14,768.05","14,743.49",,
Day's low,"14,457.60","14,554.29","14,666.54","14,665.45","14,684.82",,
Nasdaq Comp,3233.55,3269.33,3269.65,3289.99,3279.26,,
S&P 500 Index,"1,562.50",1578.78,1578.79,1579.15,1582.24,,
Wilshire 5000,"16,464.29","16,644.09","16,656.30","16,733.23","16,695.79",,
NYSE volume ('000),"61,998","68,341","70,452","74,579","68,080",,
NYSE rises,1723,2401,1952,1929,1208,,
NYSE falls,1242,606,1009,1039,1744,,
Transport,6051.48,6068.33,6105.80,6110.71,6115.89,,
NYSE Comp,9019.92,9113.80,9146.46,9188.86,9169.90,,
AMEX Index,2327.80,2348.50,2365.59,2400.74,2398.13,,
Canada:,,
,
DJ S&P TSX Index,"12,090.68","12,090.94","12,270.43","12,329.51","12,220.20",,
London:,,
,
FTSE 100 Index,6280.62,6406.12,6431.76,6442.59,6426.42,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2583.62,2662.88,2702.05,2704.41,2683.43,,
Germany:,,
,
German Xetra Dax,7478.11,7658.21,7759.03,7832.86,7814.76,,
France:,,
,
CAC Index,3652.13,3783.05,3842.94,3840.47,3810.05,,
Switzerland:,,
,
Swiss Market Index,7609.10,7802.48,7859.63,7901.24,7856.32,,
Johannesburg:,,
,
FTSE JSE All Share Index,"38,169.13","38,742.43","38,783.07","39,128.87","39,082.42",,
JSE Africa Gold Index,1520.87,1493.14,1538.78,1602.35,1569.63,,
Italy:,,
,
FTSE Italia All Share Index,"17,021.90","17,485.98","17,580.15","17,650.41","17,568.57",,
Spain:,,
,
IBEX 35,8027.7,8289.3,8389.3,8365.1,8297.0,,
New Zealand:,,
,
NZ Top 50 Capital,4483.66,4516.50,4538.98,Closed,4548.71,,
NZ Top 10 Capital,1056.95,1066.73,1069.16,–,1066.63,,
Tokyo:,,
,
Nikkei 225 Index,"13,568.37","13,529.65","13,843.46","13,926.08","13,884.13",,
Nikkei high,"13,611.58","13,585.35","13,843.46","13,974.26","13,983.87",,
Nikkei low,"13,529.44","13,505.53","13,686.78","13,827.96","13,852.20",,
Nikkei 300 Index,232.55,231.87,236.05,237.83,235.61,,
Topix Index,1145.60,1143.78,1164.35,1172.78,1161.19,,
Nikkei level,4419.25,4348.44,4597.30,4359.67,3948.71,,
Hong Kong:,,
,
Hang Seng Index,"22,044.37","21,806.61","22,183.05","22,401.24","22,547.71",,
China:,,
,
Shanghai A Index,2346.77,2286.36,2321.73,2301.74,2279.54,,
Korea:,,
,
Seoul KOSPI,1926.31,1918.63,1935.31,1951.60,1944.56,,
Taiwan:,,
,
TAIEX Index,7970.38,7942.77,8023.71,8021.75,8022.06,,
Singapore:,,
,
Straits Times Index,3308.92,3284.35,3322.71,3337.71,3348.87,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1706.68,1700.39,1707.35,1706.34,1711.29,,
Indonesia:,,
,
JSX Composite Index,4996.92,4975.33,5011.61,4994.52,4978.51,,
India:,,
,
BSE Sensex Index,"19,169.83","19,179.36",n/a,"19,406.85","19,286.72",,
Thailand:,,
,
FTSE SET Index,1559.10,1549.35,1553.85,1574.25,1582.93,,
Philippines:,,
,
Manila PSE Index,7120.48,6982.36,6972.69,6995.46,7025.44,,
World:,,
,
MSCI World,1427.08,1443.86,1451.20,1459.26,1457.80,,
Comm Research Index,283.30,281.50,283.41,287.65,285.91,,
Moody's Comm Index,5952.28,5974.26,5937.15,6001.21,6070.95,,
LME Index,3063.9,3043.1,3098.9,3150.9,3078.0,,
,
Source: Thomson Reuters,
