Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-10-16T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,,
New York:,,
,
DJ Indust,"11,433.18","11,416.30","11,518.85","11,478.13","11,644.49",,
DJ Opening,"11,104.56","11,432.80","11,417.36","11,518.09","11,478.97",,
Day's High,"11,433.33","11,447.86","11,625.30","11,518.09","11,646.83",,
Day's low,"11,104.56","11,365.67","11,417.28","11,377.82","11,478.66",,
Nasdaq Comp,2566.05,2583.03,2604.73,2620.24,2667.85,,
S&P 500 Index,1194.89,1195.54,1207.25,1203.66,1224.58,,
Wilshire 5000,"12,439.85","12,452.72","12,588.22","12,560.27","12,783.59",,
NYSE volume ('000),"88,697","88,103","1,063,354","89,732","84,613",,
NYSE rises,2762,1646,2413,1163,2510,,
NYSE falls,257,1316,598,1818,491,,
Transport,4527.84,4559.53,4618.21,4588.46,4691.46,,
NYSE Comp,7173.45,7161.26,7263.69,7229.08,7350.46,,
AMEX Index,2141.04,2131.25,2139.07,2162.23,2186.53,,
Canada:,,
,
DJ S&P TSX Index,Closed,"11,875.55","12,029.96","11,911.89","12,081.73",,
London:,,
,
FTSE 100 Index,5399.00,5395.70,5441.80,5403.38,5466.36,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2320.80,2315.97,2372.15,2332.52,2355.48,,
Germany:,,
,
German Xetra Dax,5847.29,5865.01,5994.47,5914.84,5967.20,,
France:,,
,
CAC Index,3161.47,3153.52,3229.76,3186.94,3217.89,,
Switzerland:,,
,
Swiss Market Index,5718.56,5732.19,5781.13,5713.17,5761.12,,
Johannesburg:,,
,
FTSE JSE All Share Index,"30,884.70","30,803.88","31,129.95","30,834.39","31,123.59",,
JSE Africa Gold Index,2715.99,2715.58,2742.92,2734.73,2746.36,,
Italy:,,
,
FTSE Italia All Share Index,"16,782.32","16,690.46","17,160.74","16,632.40","17,042.74",,
Spain:,,
,
IBEX 35,8892.4,8845.5,9026.5,8943.5,8975.5,,
New Zealand:,,
,
NZ Top 50 Capital,3372.85,3396.15,3325.12,3306.68,3302.47,,
NZ Top 10 Capital,885.08,888.94,865.19,854.25,855.52,,
Tokyo:,,
,
Nikkei 225 Index,Closed,8773.68,8738.90,8823.25,8747.96,,
Nikkei high,–,8806.44,8763.02,8854.16,8787.89,,
Nikkei low,–,8725.62,8689.38,8808.73,8733.71,,
Nikkei 300 Index,–,152.54,152.16,153.14,151.38,,
Topix Index,–,755.00,753.44,758.83,748.81,,
Nikkei vol (mil),–,1566,1524,1578,1561,,
Hong Kong:,,
,
Hang Seng Index,"17,711.06","18,141.59","18,329.46","18,757.81","18,501.79",,
China:,,
,
Shanghai A Index,2456.02,2460.09,2534.96,2554.56,2546.80,,
Korea:,,
,
Seoul KOSPI,1766.44,1795.02,1809.50,1823.10,1835.40,,
Taiwan:,,
,
TAIEX Index,Closed,7398.71,7382.35,7428.33,7358.08,,
Singapore:,,
,
Straits Times Index,2668.30,2693.05,2737.75,2733.97,2744.17,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1397.04,1411.65,1428.50,1444.87,1442.43,,
Indonesia:,,
,
JSX Composite Index,3451.08,3531.75,3635.93,3675.38,3664.68,,
India:,,
,
BSE Sensex Index,"16,557.23","16,536.47","16,958.39","16,883.92","17,082.69",,
Thailand:,,
,
FTSE SET Index,923.17,944.80,952.77,936.82,955.81,,
Philippines:,,
,
Manila PSE Index,4040.58,4109.27,4119.71,4134.48,4153.40,,
World:,,
,
MSCI World,1156.54,1159.28,1175.71,1169.21,1186.4,,
Comm Research Index,308.85,310.70,311.34,311.16,317.37,,
Moody's Comm Index,6280.62,6291.21,6371.90,6391.97,6372.35,,
LME Index,3405.4,3327.0,3407.8,3326.2,3396.1,,
,
Source: Thomson Reuters,
