Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-11-29T14:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,,
New York:,,
,
DJ Indust,"17,817.90","17,814.94","17,827.75",Closed,"17,828.24",,
DJ Opening,"17,812.63","17,819.05","17,812.25",Closed,"17,830.55",,
Day's High,"17,855.27","17,854.73","17,833.76",Closed,"17,893.42",,
Day's low,"17,793.19","17,790.89","17,791.16",Closed,"17,807.78",,
Nasdaq Comp,4754.89,4758.25,4787.32,Closed,4791.63,,
S&P 500 Index,2069.41,2067.03,2072.83,Closed,2067.56,,
Wilshire 5000,"21,778.99","21,761.12","21,826.24",Closed,"21,731.18",,
NYSE volume ('000),708894,845625,698596,Closed,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,9166.57,9202.84,9195.71,Closed,9198.20,,
NYSE Comp,"11,041.42","11,029.37","11,047.91",Closed,"10,955.41",,
AMEX Index,2616.27,2624.20,2619.76,Closed,2544.47,,
Canada:,,
,
DJ S&P TSX Index,"15,015.41","15,073.65","15,038.41","14,922.44","14,744.70",,
London:,,
,
FTSE 100 Index,6729.79,6731.14,6729.17,6723.42,6722.62,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3211.70,3226.15,3226.08,3244.92,3250.93,,
Germany:,,
,
German Xetra Dax,9785.54,9861.21,9915.56,9974.87,9980.85,,
France:,,
,
CAC Index,4368.44,4382.31,4373.42,4382.34,4390.18,,
Switzerland:,,
,
Swiss Market Index,9058.51,9042.74,9058.94,9129.15,9150.46,,
Johannesburg:,,
,
FTSE JSE All Share Index,"50,727.22","50,507.59","50,355.78","50,557.83","49,911.37",,
JSE Africa Gold Index,1113.49,1117.58,1131.47,1120.37,1066.58,,
Italy:,,
,
FTSE Italia All Share Index,"21,018.30","21,110.14","21,028.80","21,199.26","21,114.81",,
Spain:,,
,
IBEX 35,"10,642.5","10,699.6","10,647.0","10,727.6","10,770.7",,
New Zealand:,,
,
NZ Top 50 Capital,5471.68,5442.68,5457.39,5455.38,5424.45,,
NZ Top 10 Capital,1172.55,1158.78,1165.52,1162.86,1150.40,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"17,407.62","17,383.58","17,248.50","17,459.85",,
Nikkei high,Closed,"17,490.39","17,432.57","17,346.85","17,471.90",,
Nikkei low,Closed,"17,372.71","17,335.99","17,212.48","17,330.84",,
Nikkei 300 Index,Closed,285.11,284.61,281.65,285.25,,
Topix Index,Closed,1409.15,1406.40,1391.90,1410.34,,
Hong Kong:,,
,
Hang Seng Index,"23,893.14","23,843.91","24,111.98","24,004.28","23,987.45",,
China:,,
,
Shanghai A Index,2652.23,2688.44,2727.08,2754.54,2809.63,,
Korea:,,
,
Seoul KOSPI,1978.54,1980.21,1980.84,1982.09,1980.78,,
Taiwan:,,
,
TAIEX Index,9122.33,9116.24,9122.39,9165.31,9187.15,,
Singapore:,,
,
Straits Times Index,3340.53,3344.99,3349.66,3340.96,3350.50,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1833.77,1838.56,1842.17,1829.91,1820.89,,
Indonesia:,,
,
JSX Composite Index,5141.76,5118.95,5133.04,5145.32,5149.89,,
India:,,
,
BSE Sensex Index,"28,499.54","28,338.05","28,386.19","28,438.91","28,693.99",,
Thailand:,,
,
FTSE SET Index,1590.14,1596.80,1591.00,1599.82,1593.91,,
Philippines:,,
,
Manila PSE Index,7325.13,7286.85,7356.59,7265.34,7294.38,,
World:,,
,
MSCI World,1740.09,1742.82,1748.01,1744.71,1739.50,,
Comm Research Index,267.84,267.50,267.30,Closed,254.99,,
Moody's Comm Index,5671.15,5709.51,n/a,n/a,n/a,,
LME Index,3133.3,3111.3,3105.8,3095.1,3023.2,,
,
Source: Thomson Reuters,
