Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-11-18T20:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,,
New York:,,
,
DJ Indust,"12,815.08","12,756.18","12,570.95","12,542.38","12,588.31",,
DJ Opening,"12,815.93","12,808.71","12,746.54","12,571.10","12,542.31",,
Day's High,"12,861.28","12,898.25","12,797.73","12,600.59","12,604.17",,
Day's low,"12,783.00","12,748.51","12,542.68","12,496.56","12,471.49",,
Nasdaq Comp,2904.25,2883.89,2846.81,2836.94,2853.13,,
S&P 500 Index,1380.03,1374.53,1355.49,1353.33,1359.88,,
Wilshire 5000,"14,372.49","14,451.94","14,277.92",n/a,n/a,,
NYSE volume ('000),"29,118","67,646","82,765","77,486","94,599",,
NYSE rises,1406,970,318,975,2258,,
NYSE falls,1539,2038,2735,2069,784,,
Transport,5058.47,5054.71,4925.95,4913.90,4891.27,,
NYSE Comp,8054.07,8023.23,7903.42,7896.88,7931.55,,
AMEX Index,2386.01,2373.79,2316.15,2300.09,2315.34,,
Canada:,,
,
DJ S&P TSX Index,"12,191.46","12,134.66","11,929.79","11,811.38","11,877.72",,
London:,,
,
FTSE 100 Index,5767.27,5786.25,5722.01,5677.75,5605.59,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2473.52,2493.14,2472.84,2461.77,2427.32,,
Germany:,,
,
German Xetra Dax,7168.76,7169.12,7101.92,7043.42,6950.53,,
France:,,
,
CAC Index,3411.65,3430.60,3400.02,3382.40,3341.52,,
Switzerland:,,
,
Swiss Market Index,6696.67,6722.76,6676.96,6574.56,6508.66,,
Johannesburg:,,
,
FTSE JSE All Share Index,"37,463.20","37,394.80","37,241.79","37,026.72","36,818.76",,
JSE Africa Gold Index,2454.46,2417.18,2349.27,2297.92,2283.81,,
Italy:,,
,
FTSE Italia All Share Index,"16,018.55","16,211.13","16,124.51","16,027.83","15,709.85",,
Spain:,,
,
IBEX 35,7567.8,7693.4,7673.0,7695.5,7588.2,,
New Zealand:,,
,
NZ Top 50 Capital,3983.99,3970.55,3955.56,3951.50,3947.84,,
NZ Top 10 Capital,956.46,952.96,948.64,950.97,949.53,,
Tokyo:,,
,
Nikkei 225 Index,8676.44,8661.05,8664.73,8829.72,9024.16,,
Nikkei high,8728.85,8723.46,8680.40,8829.72,9032.35,,
Nikkei low,8676.44,8619.45,8653.49,8684.23,8898.33,,
Nikkei 300 Index,146.21,146.19,146.12,149.18,152.08,,
Topix Index,722.58,722.56,722.41,737.51,751.34,,
Nikkei vol (mil),1256.25,1495.56,1388.15,2224.03,2582.66,,
Hong Kong:,,
,
Hang Seng Index,"21,430.30","21,188.65","21,441.99","21,108.93","21,159.01",,
China:,,
,
Shanghai A Index,2177.38,2144.47,2152.37,2125.99,2109.69,,
Korea:,,
,
Seoul KOSPI,1900.87,1889.70,1894.04,1870.72,1860.83,,
Taiwan:,,
,
TAIEX Index,7267.75,7136.05,7159.75,7143.84,7130.07,,
Singapore:,,
,
Straits Times Index,3007.57,Closed,2978.03,2945.92,2945.63,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1637.59,Closed,1631.68,Closed,1629.28,,
Indonesia:,,
,
JSX Composite Index,4318.59,4332.08,4351.28,Clsoed,Closed,,
India:,,
,
BSE Sensex Index,"18,670.34","18,618.87",Closed,"18,471.37","18,309.37",,
Thailand:,,
,
FTSE SET Index,1294.50,1289.07,1279.29,1274.02,1280.13,,
Philippines:,,
,
Manila PSE Index,5470.70,5455.92,5451.09,5414.82,5439.28,,
World:,,
,
MSCI World,1274.32,1271.85,1257.12,1253.86,1253.31,,
Comm Research Index,292.57,292.57,294.34,293.26,293.98,,
Moody's Comm Index,n/a,6263.60,6254.90,6231.15,n/a,,
LME Index,3285.8,3300.9,3290.5,3289.7,3269.4,,
,
Source: Thomson Reuters,
