Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-07-22T18:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,,
New York:,,
,
DJ Indust,"12,727.21","12,805.54","12,908.70","12,943.36","12,822.57",,
DJ Opening,"12,776.33","12,728.73","12,796.98","12,909.61","12,942.68",,
Day's High,"12,779.58","12,829.23","12,921.94","12,977.57","12,942.83",,
Day's low,"12,690.05","12,645.10","12,754.61","12,889.93","12,810.35",,
Nasdaq Comp,2896.94,2910.04,2942.60,2965.90,2925.30,,
S&P 500 Index,1353.64,1363.67,1372.78,1376.51,1362.66,,
Wilshire 5000,"14,157.26","14,074.44","14,288.25","14,337.12","14,236.70",,
NYSE volume ('000),"59,990","69,414","72,471","75,521","1,001,864",,
NYSE rises,1347,2008,1858,1543,1000,,
NYSE falls,1642,976,1108,1425,1990,,
Transport,5150.10,5111.90,5140.17,5186.89,5072.20,,
NYSE Comp,7743.02,7794.77,7831.09,7849.75,7759.59,,
AMEX Index,2376.05,2385.54,2396.02, 2415.68,2380.72,,
Canada:,,
,
DJ S&P TSX Index,"11,521.18","11,571.19","11,579.15","11,665.70","11,622.91",,
London:,,
,
FTSE 100 Index,5662.43,5629.09,5685.77,5714.19,5651.77,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2251.96,2250.75,2284.70,2302.45,2237.33,,
Germany:,,
,
German Xetra Dax,6565.72,6577.64,6684.42,6758.39,6630.02,,
France:,,
,
CAC Index,3179.90,3176.97,3235.40,3263.64,3193.89,,
Switzerland:,,
,
Swiss Market Index,6195.61,6202.34,6265.50,6323.64,6284.81,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,728.14","33,706.57","34,035.06","34,291.84","34,225.42",,
JSE Africa Gold Index,2254.88,2223.82,2186.89,2157.69,2206.23,,
Italy:,,
,
FTSE Italia All Share Index,"14,703.58","14,675.96","14,651.47","14,732.44","14,173.69",,
Spain:,,
,
IBEX 35,6532.1,6558.2,6591.2,6632.6,6246.3,,
New Zealand:,,
,
NZ Top 50 Capital,3467.34,3468.86,3474.06,3485.78,3463.70,,
NZ Top 10 Capital,869.05,867.05,870.58,872.73,864.12,,
Tokyo:,,
,
Nikkei 225 Index,Closed,8755.00,8726.74,8795.55,8669.87,,
Nikkei high,–,8808.87,8802.09,8835.80,8792.19,,
Nikkei low,–,8711.73,8715.14,8771.19,8662.72,,
Nikkei 300 Index,–,150.53,150.24,151.47,148.88,,
Topix Index,–,743.38,740.46,747.13,733.82,,
Nikkei vol (mil),–,1506,1601,1504,1569,,
Hong Kong:,,
,
Hang Seng Index,"19,121.34","19,455.33","19,239.88","19,559.05","19,640.80",,
China:,,
,
Shanghai A Index,2249.37,2263.23,2271.54,2288.00,2270.99,,
Korea:,,
,
Seoul KOSPI,1817.79,1821.96,1794.91,1822.96,1822.93,,
Taiwan:,,
,
TAIEX Index,7090.04,7127.00,7049.05,7148.57,7164.68,,
Singapore:,,
,
Straits Times Index,2998.75,3014.80,3017.21,3028.96,3015.53,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1635.96,1639.15,1645.00,1644.60,1643.00,,
Indonesia:,,
,
JSX Composite Index,4047.47,4080.67,4081.64,4096.20,4081.20,,
India:,,
,
BSE Sensex Index,"17,103.31","17,105.30","17,185.01","17,278.85","17,158.44",,
Thailand:,,
,
FTSE SET Index,1214.25,1224.21,1220.14,1212.96,1208.55,,
Philippines:,,
,
Manila PSE Index,5297.99,5285.12,5220.55,5189.37,5210.89,,
World:,,
,
MSCI World,1225.35,1229.12,1239.07,1247.82,1231.35,,
Comm Research Index,296.30,295.96,299.41,305.30,304.90,,
Moody's Comm Index,6249.48,6253.21,6255.33,6345.25,n/a,,
LME Index,3251.8,3220.4,3233.7,3275.1,3201.6,,
,
Source: Thomson Reuters,
