Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-08-17T17:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,,
New York:,,
,
DJ Indust,"15,419.68","15,451.01","15,337.66","15,112.19","15,081.47",,
DJ Opening,"15,415.22","15,420.68","15,447.71","15,332.71","15,112.57",,
Day's High,"15,441.75","15,504.14","15,453.08","15,332.71","15,139.77",,
Day's low,"15,359.93","15,342.34","15,316.62","15,094.03","15,054.38",,
Nasdaq Comp,3669.95,3684.44,3669.27,3606.12,3602.78,,
S&P 500 Index,1689.47,1694.16,1685.39,1661.32,1655.83,,
Wilshire 5000,"17,959.69","17,982.47","17,890.84","17,628.75","17,571.67",,
NYSE volume ('000),"58,418,100","61,788,200","62,114,400"," 72,018,300","83,463,400",,
NYSE rises,1626,1226, 960,452,1051,,
NYSE falls,1364,1792,2032,2611,1976,,
Transport,6494.52,6452.04,6400.07,6337.68,6374.27,,
NYSE Comp,9609.03,9630.57,9593.50,9489.29,9465.59,,
AMEX Index,2338.41,2338.65, 2341.90,2341.20, 2341.58,,
Canada:,,
,
DJ S&P TSX Index,"12,594.27","12,642.19","12,639.30","12,704.52","12,736.92",,
London:,,
,
FTSE 100 Index,6574.34,6611.94,6587.43,6483.34,6499.99,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2827.15,2841.61,2852.08,2835.86,2854.27,,
Germany:,,
,
German Xetra Dax,8359.25,8415.76,8438.12,8376.29,8391.94,,
France:,,
,
CAC Index,4071.68,4092.50,4114.20,4093.20,4123.89,,
Switzerland:,,
,
Swiss Market Index,8000.60,8036.44,8078.26,7982.43,7961.31,,
Johannesburg:,,
,
FTSE JSE All Share Index,"42,497.30","42,685.35","43,019.21","42,509.70","43,042.11",,
JSE Africa Gold Index,1297.45,1292.36,1323.60,1331.27,1413.08,,
Italy:,,
,
FTSE Italia All Share Index,"18,318.10","18,431.60","18,524.48",Closed,"18,718.06",,
Spain:,,
,
IBEX 35,8717.7,8758.5,8789.3,8737.6,8821.3,,
New Zealand:,,
,
NZ Top 50 Capital,4522.30,4525.82,4524.59,4530.26,4513.88,,
NZ Top 10 Capital,1075.94,1075.04,1073.39,1074.41,1070.80,,
Tokyo:,,
,
Nikkei 225 Index,"13,519.43","13,867.00","14,050.16","13,752.94","13,650.11",,
Nikkei high,"13,658.86","13,867.00","14,050.16","13,981.16","13,739.52",,
Nikkei low,"13,430.64","13,689.49","13,747.18","13,711.12","13,532.61",,
Nikkei 300 Index,231.56,236.16,239.01,235.04,233.00,,
Topix Index,1134.62,1157.15,1171.34,1151.82,1142.65,,
Hong Kong:,,
,
Hang Seng Index,"22,271.28","22,541.13",Closed,"22,539.25","22,517.81",,
China:,,
,
Shanghai A Index,2199.25,2204.33,2197.99,2178.89,2164.85,,
Korea:,,
,
Seoul KOSPI,1884.83,1913.03,1923.91,Closed,1920.11,,
Taiwan:,,
,
TAIEX Index,7903.38,7986.27,7951.33,7887.26,7925.00,,
Singapore:,,
,
Straits Times Index,3232.24,3244.12,3248.66,3220.92,3197.53,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1784.57,1795.09,1793.73,1792.21,1788.24,,
Indonesia:,,
,
JSX Composite Index,4597.78,4652.40,4699.73,4685.13,4568.65,,
India:,,
,
BSE Sensex Index,"18,946.98","19,229.84","19,367.59",Closed,"18,598.18",,
Thailand:,,
,
FTSE SET Index,Closed,1459.08,1460.63,1453.07,1445.76,,
Philippines:,,
,
Manila PSE Index,6443.81,6554.62,6656.61,6580.71,6525.95,,
World:,,
,
MSCI World,1524.06,1527.19,1527.04,1508.14,1508.80,,
Comm Research Index,288.79,288.63,290.60,293.01,293.06,,
Moody's Comm Index, 6000.44 ,6077.36,6076.26,6068.51,6107.55,,
LME Index,3148.3,3149.2,3169.7,3176.5,3226.3,,
,
Source: Thomson Reuters,
