Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-02-10T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 4,Feb 5,Feb 6,Feb 7,Feb 8,,
New York:,,
,
DJ Indust,"13,880.08","13,979.30","13,986.52","13,944.05","13,992.97",,
DJ Opening,"14,009.79","13,880.08","13,979.30","13,986.52","13,944.05",,
Day's High,"14,009.79","14,013.60","13,991.61","13,988.06","14,022.62",,
Day's low,"13,866.83","13,880.08","13,913.18","13,852.20","13,944.05",,
Nasdaq Comp,3131.17,3171.58,3168.48,3165.13,3193.87,,
S&P 500 Index,"1,495.71","1,511.29","1,512.12","1,509.39","1,517.93",,
Wilshire 5000,"15,794.41","15,953.65","15,974.34","15,941.08","16,035.04",,
NYSE volume ('000),"69,312"," 70,072","68,089","66,318","57,745",,
NYSE rises,642,2171,1741,1271,1987,,
NYSE falls,2363,801,1209,1688,940,,
Transport,5820.31,5884.39,5873.27,5887.34,5911.33,,
NYSE Comp,8852.82,8920.13,8934.24,8893.75,8935.24,,
AMEX Index,2408.35,2414.42,2413.76,2395.01,2409.94,,
Canada:,,
,
DJ S&P TSX Index,"12,717.62","12,745.65","12,761.59","12,755.92","12,801.23",,
London:,,
,
FTSE 100 Index,6246.84,6282.76,6295.34,6228.42,6263.93,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2625.17,2651.21,2617.35,2597.92,2630.30,,
Germany:,,
,
German Xetra Dax,7638.23,7664.66,7581.18,7590.85,7652.14,,
France:,,
,
CAC Index,3659.91,3694.70,3642.90,3601.05,3649.50,,
Switzerland:,,
,
Swiss Market Index,7362.72,7404.63,7433.47,7337.05,7395.97,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,571.82","40,663.34","40,559.67","40,694.77","40,892.65",,
JSE Africa Gold Index,2248.20,2233.18,2222.97,2212.41,2226.03,,
Italy:,,
,
FTSE Italia All Share Index,"17,496.85","17,673.93","17,577.86","17,333.70","17,567.88",,
Spain:,,
,
IBEX 35,7919.6,8093.6,8056.2,8014.6,8174.9,,
New Zealand:,,
,
NZ Top 50 Capital,4246.40,4211.95,4211.95,4195.24,4225.72,,
NZ Top 10 Capital,1027.07,1012.66,1012.66,1006.00,1014.99,,
Tokyo:,,
,
Nikkei 225 Index,"11,260.35","11,046.92","11,463.75","11,357.07","11,153.16",,
Nikkei high,"11,285.49","11,170.85","11,498.42","11,446.81","11,299.71",,
Nikkei low,"11,194.74","11,046.92","11,232.05","11,295.62","11,135.89",,
Nikkei 300 Index,194.09,190.76,197.09,196.80,194.41,,
Topix Index,955.75,939.70,968.82,969.18,957.35,,
Hong Kong:,,
,
Hang Seng Index,"12,156.58","11,813.39","11,849.25","11,681.96","11,649.78",,
China:,,
,
Shanghai A Index,2541.79,2547.00,2548.30,2531.35,2545.86,,
Korea:,,
,
Seoul KOSPI,1953.21,1938.18,1936.19,1931.77,1950.90,,
Taiwan:,,
,
TAIEX Index,7923.16,7886.94,7906.65,Closed,Closed,,
Singapore:,,
,
Straits Times Index,3297.37,3272.66,3276.53,3261.77,3270.30,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1634.55,1633.35,1614.14,1619.57,1623.80,,
Indonesia:,,
,
JSX Composite Index,4490.57,4479.44,4498.98,4503.15,4491.27,,
India:,,
,
BSE Sensex Index,"19,751.19","19,659.82","19,639.72","19,580.32","19,484.77",,
Thailand:,,
,
FTSE SET Index,1506.37,1505.72,1500.35,1499.81,1497.30,,
Philippines:,,
,
Manila PSE Index,6435.98,6470.49,6431.35,6459.99,6458.67,,
World:,,
,
MSCI World,1399.68,1405.15,1408.35,1401.92,1410.4,,
Comm Research Index,303.40,304.62,303.40,301.43,301.55,,
Moody's Comm Index,6516.67,6510.64,6510.92,6488.68,6472.69,,
LME Index,3614.1,3602.5,3582.6,3565.8,3604.9,,
,
Source: Thomson Reuters,
