Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-12-30T20:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 24,Dec 25,Dec 26,Dec 27,Dec 28,,
New York:,,
,
DJ Indust,"13,139.08",Closed,"13,114.59","13,096.31","12,938.11",,
DJ Opening,"13,190.15",–,"13,138.85","13,114.97","13,095.08",,
Day's High,"13,190.38",–,"13,174.88","13,141.74","13,095.46",,
Day's low,"13,128.55",–,"13,076.87","12,964.08","12,926.86",,
Nasdaq Comp,3012.60,–,2990.16,2985.91,2960.31,,
S&P 500 Index,1426.66,–,1419.83,1418.10,1402.43,,
Wilshire 5000,"14,989.71",–,"14,906.13","14,888.46","14,741.91",,
NYSE volume ('000),"28,475",–,"47,489","56,591","53,473",,
NYSE rises,1177,–,1039,1361,948,,
NYSE falls,1742,–,1948,1633,2048,,
Transport,5319.75,–,5287.73,5265.70,5220.98,,
NYSE Comp,8420.55,–,8395.49,8399.83,8316.17,,
AMEX Index,2341.96,–,2333.91,2341.07,2324.06,,
Canada:,,
,
DJ S&P TSX Index,"12,370.80",Closed,Closed,"12,373.77","12,316.12",,
London:,,
,
FTSE 100 Index,5954.18,Closed,Closed,5954.30,5925.37,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2648.53,Closed,Closed,2659.95,2626.85,,
Germany:,,
,
German Xetra Dax,Closed,Closed,Closed,7655.88,7612.39,,
France:,,
,
CAC Index,3652.61,Closed,Closed,3674.26,3620.25,,
Switzerland:,,
,
Swiss Market Index,Closed,Closed,Closed,6862.55,6822.44,,
Johannesburg:,,
,
FTSE JSE All Share Index,"39,187.38",Closed,Closed,"39,427.13","39,385.04",,
JSE Africa Gold Index,2228.59,–,–,2246.43,2279.20,,
Italy:,,
,
FTSE Italia All Share Index,Closed,Closed,Closed,"17,313.84","17,175.35",,
Spain:,,
,
IBEX 35,8299.5,Closed,Closed,8280.9,8131.0,,
New Zealand:,,
,
NZ Top 50 Capital,4057.82,Closed,Closed,4065.45,4080.90,,
NZ Top 10 Capital,969.41,–,–,972.38,976.82,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"10,080.12","10,230.36","10,322.98","10,395.18",,
Nikkei high,–,"10,119.35","10,230.36","10,376.39","10,433.63",,
Nikkei low,–,"10,030.44","10,107.34","10,288.85","10,374.85",,
Nikkei 300 Index,–,169.86,171.74,173.10,174.34,,
Topix Index,–,838.01,847.71,854.09,859.80,,
Nikkei vol (mil),–,2235,2790,3469,2892,,
Hong Kong:,,
,
Hang Seng Index,"22,541.18",Closed,Closed,"22,619.78","22,666.59",,
China:,,
,
Shanghai A Index,2260.84,2318.10,2323.70,2309.74,2338.32,,
Korea:,,
,
Seoul KOSPI,1981.82,Closed,1982.25,1987.35,1997.05,,
Taiwan:,,
,
TAIEX Index,7535.52,7636.57,7634.19,7648.41,7699.50,,
Singapore:,,
,
Straits Times Index,3168.57,Closed,3180.81,3183.93,3191.80,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1669.40,Closed,1671.58,1674.16,1681.33,,
Indonesia:,,
,
JSX Composite Index,Closed,Closed,4275.09,4281.86,4316.69,,
India:,,
,
BSE Sensex Index,"19,255.09",Closed,"19,417.46","19,323.80","19,444.84",,
Thailand:,,
,
FTSE SET Index,1375.82,1378.32,1382.23,1397.19,1391.93,,
Philippines:,,
,
Manila PSE Index,Closed,Closed,5832.83,5794.89,5812.73,,
World:,,
,
MSCI World,1338.34,1339.04,1335.98,1336.30,1326.84,,
Comm Research Index,293.50,,296.18,296.00,295.23,,
Moody's Comm Index,6322.60,n/a,6320.19,6304.02,n/a,,
LME Index,3425.6,n/a,n/a,3459.8,3438.6,,
,
Source: Thomson Reuters,
