Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-05-18T18:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 13,May 14,May 15,May 16,May 17,,
New York:,,
,
DJ Indust,"15,091.68","15,215.25","15,275.69","15,233.22","15,354.40",,
DJ Opening,"15,113.42","15,092.15","15,211.87","15,273.92","15,234.75",,
Day's High,"15,113.42","15,219.55","15,301.34","15,302.49","15,357.40",,
Day's low,"15,053.46","15,089.30","15,175.39","15,215.82","15,234.75",,
Nasdaq Comp,3438.79,3462.61,3471.62,3465.24,3498.97,,
S&P 500 Index,1633.77,1650.34,1658.78,1650.47,1667.47,,
Wilshire 5000,"17,255.20","17,430.73","17,514.74","17,423.25","17,599.95",,
NYSE volume ('000),"59,256","69,895","73,982","68,258","84,676",,
NYSE rises,1176,2006,1633,1181,2144,,
NYSE falls,1821,993,1365,1811,798,,
Transport,6344.00,6465.78,6519.88,6467.69,6549.16,,
NYSE Comp,9437.18,9515.86,9551.42,9489.31,9576.42,,
AMEX Index,2436.81,2434.24,2430.85,2427.47,2426.69,,
Canada:,,
,
DJ S&P TSX Index,"12,529.55","12,577.05","12,473.65","12,507.60","12,613.05",,
London:,,
,
FTSE 100 Index,6631.76,6686.06,6693.55,6687.80,6723.06,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2777.39,2795.63,2809.58,2806.70,2817.99,,
Germany:,,
,
German Xetra Dax,8279.29,8339.11,8362.42,8369.87,8398.00,,
France:,,
,
CAC Index,3945.20,3966.06,3982.23,3979.07,4001.27,,
Switzerland:,,
,
Swiss Market Index,8147.68,8187.75,8313.08,8256.15,8280.25,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,407.27","40,711.32","41,014.98","41,427.76","41,413.44",,
JSE Africa Gold Index,1467.11,1471.58,1417.87,1415.64,1365.50,,
Italy:,,
,
FTSE Italia All Share Index,"18,244.72","18,398.73","18,572.11","18,613.76","18,681.26",,
Spain:,,
,
IBEX 35,8457.8,8474.6,8582.5,8542.3,8582.4,,
New Zealand:,,
,
NZ Top 50 Capital,4671.64,4645.86,4646.33,4636.03,4597.84,,
NZ Top 10 Capital,1103.24,1096.29,1096.30,1095.72,1081.66,,
Tokyo:,,
,
Nikkei 225 Index,"14,782.21","14,758.42","15,096.03","15,037.24","15,138.12",,
Nikkei high,"14,849.01","14,839.79","15,108.83","15,155.72","15,157.32",,
Nikkei low,"14,727.70","14,755.08","14,956.38","14,879.51","14,902.30",,
Nikkei 300 Index,249.80,249.37,254.82,253.54,254.74,,
Topix Index,1232.20,1230.80,1252.85,1245.23,1253.24,,
Hong Kong:,,
,
Hang Seng Index,"22,989.81","22,930.28","23,044.24","23,082.68",Closed,,
China:,,
,
Shanghai A Index,2346.49,2320.36,2328.51,2356.81,2389.41,,
Korea:,,
,
Seoul KOSPI,1948.70,1968.83,1971.26,1986.81,Closed,,
Taiwan:,,
,
TAIEX Index,8248.32,8251.82,8318.59,8390.05,8368.19,,
Singapore:,,
,
Straits Times Index,3428.96,3432.76,3441.53,3452.28,3449.30,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1787.90,1788.43,1783.03,1766.72,1769.16,,
Indonesia:,,
,
JSX Composite Index,5054.63,5081.94,5089.88,5078.68,5145.68,,
India:,,
,
BSE Sensex Index,"19,691.67","19,722.29","20,212.96","20,247.33","20,286.12",,
Thailand:,,
,
FTSE SET Index,1617.73,1623.48,1630.09,1617.89,1627.96,,
Philippines:,,
,
Manila PSE Index,Closed,7313.46,7392.20,7310.94,7279.87,,
World:,,
,
MSCI World,1497.40,1505.97,1510.87,1508.02,1512.98,,
Comm Research Index,289.30,288.19,287.05,286.77,288.12,,
Moody's Comm Index,6105.58,6121.15,6113.19,6048.14,6056.69,,
LME Index,3171.2,3122.2,3091.4,3122.1,3129.9,,
,
Source: Thomson Reuters,
