Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-08-15T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,,
New York:,,
,
DJ Indust,"17,615.17","17,402.84","17,402.51","17,408.25","17,477.40",,
DJ Opening,"17,375.18","17,593.59","17,382.93","17,401.64","17,410.12",,
Day's High,"17,629.13","17,593.59","17,423.90","17,481.78","17,492.90",,
Day's low,"17,375.18","17,352.63","17,125.81","17,341.34","17,394.06",,
Nasdaq Comp,5101.80,5036.79,5044.39,5033.56,5048.24,,
S&P 500 Index,2104.18,2084.07,2086.05,2083.39,2091.54,,
Wilshire 5000,"22,132.24","21,928.50","21,946.15","21,914.06","22,009.76",,
NYSE volume ('000),831254,868118,857111,937396,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8372.03,8316.70,8276.18,8265.43,8318.70,,
NYSE Comp,"10,906.03","10,802.09","10,779.46","10,745.31","10,782.24",,
AMEX Index,2425.51,2404.62,2396.35,2375.40,2381.85,,
Canada:,,
,
DJ S&P TSX Index,"14,466.39","14,414.67","14,339.53","14,238.40","14,277.88",,
London:,,
,
FTSE 100 Index,6736.22,6664.54,6571.19,6568.33,6550.74,,
Europe:,,
,
EURO STOXX 50 Index,3674.94,3605.28,3484.41,3516.15,3491.03,,
Germany:,,
,
German Xetra Dax,"11,604.78","11,293.65","10,924.61","11,014.63","10,985.14",,
France:,,
,
CAC Index,5195.41,5099.03,4925.43,4986.85,4956.47,,
Switzerland:,,
,
Swiss Market Index,9510.78,9424.41,9183.88,9325.21,9346.56,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"52,221.17","50,570.60","51,375.44","50,821.18",,
JSE Africa Gold Index,Closed,783.63,869.19,829.78,801.68,,
Italy:,,
,
FTSE Italia All Share Index,"25,649.43","25,385.18","24,655.06","25,037.02","24,940.87",,
Spain:,,
,
IBEX 35,"11,311.7","11,152.3","10,880.1","10,947.9","10,879.3",,
New Zealand:,,
,
NZ Top 50 Capital,5865.02,5822.35,5757.22,5737.69,5696.45,,
NZ Top 10 Capital,1220.73,1207.86,1190.69,1183.92,1175.39,,
Tokyo:,,
,
Nikkei 225 Index,"20,808.69","20,720.75","20,392.77","20,595.55","20,519.45",,
Nikkei high,"20,820.86","20,946.93","20,703.20","20,633.91","20,605.46",,
Nikkei low,"20,617.05","20,582.01","20,303.02","20,306.98","20,484.67",,
Nikkei 300 Index,343.20,342.17,338.00,338.69,337.60,,
Topix Index,1691.29,1687.60,1665.75,1667.95,1664.46,,
Hong Kong:,,
,
Hang Seng Index,"24,521.12","24,498.21","23,916.02","24,018.80","23,991.03",,
China:,,
,
Shanghai A Index,4115.72,4115.24,4071.61,4143.09,4154.38,,
Korea:,,
,
Seoul KOSPI,2003.17,1986.65,1975.47,1983.46,Closed,,
Taiwan:,,
,
TAIEX Index,8466.84,8394.14,8283.38,8311.74,8305.64,,
Singapore:,,
,
Straits Times Index,Closed,3153.06,3061.49,3091.78,3114.25,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1654.37,1636.71,1609.93,1621.62,1596.82,,
Indonesia:,,
,
JSX Composite Index,4748.95,4622.59,4479.49,4584.25,4585.39,,
India:,,
,
BSE Sensex Index,"28,101.72","27,866.09","27,512.26","27,549.53","28,067.31",,
Thailand:,,
,
FTSE SET Index,1420.13,1408.32,Closed,1404.15,1413.92,,
Philippines:,,
,
Manila PSE Index,7534.35,7570.45,7495.43,7439.80,7408.44,,
World:,,
,
MSCI World,1766.62,1749.63,1742.42,1741.43,1743.90,,
Comm Research Index,202.98,199.83,199.42,198.35,198.49,,
Moody's Comm Index,5172.33,5156.22,5101.22,5127.53,5127.53,,
LME Index,2454.0,2377.1,2394.3,2390.5,2394.1,,
,
Source: Thomson Reuters,
