Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-12-13T14:15:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 8,Dec 9,Dec 10,Dec 11,Dec 12,,
New York:,,
,
DJ Indust,"17,852.48","17,801.20","17,533.15","17,596.34","17,280.83",,
DJ Opening,"17,954.94","17,847.37","17,797.99","17,534.30","17,590.05",,
Day's High,"17,960.56","17,847.37","17,797.99","17,758.51","17,590.05",,
Day's low,"17,804.28","17,629.57","17,508.10","17,534.30","17,280.83",,
Nasdaq Comp,4740.69,4766.47,4684.03,4708.16,4653.60,,
S&P 500 Index,2060.31,2059.82,2026.14,2035.33,2002.33,,
Wilshire 5000,"21,581.91","21,616.03","21,244.73","21,338.89","21,009.83",,
NYSE volume ('000),812577,833361,914220,823824,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,9032.85,8979.95,8858.34,8927.05,8836.88,,
NYSE Comp,"10,863.54","10,847.36","10,662.24","10,690.14","10,500.51",,
AMEX Index,2497.80,2496.20,2446.64,2416.34,2371.20,,
Canada:,,
,
DJ S&P TSX Index,"14,144.17","14,195.73","13,852.95","13,905.12","13,731.05",,
London:,,
,
FTSE 100 Index,6672.15,6529.47,6500.04,6461.70,6300.63,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3247.99,3162.77,3150.95,3159.11,3067.32,,
Germany:,,
,
German Xetra Dax,"10,014.99",9793.71,9799.73,9862.53,9594.73,,
France:,,
,
CAC Index,4375.48,4263.94,4227.91,4225.86,4108.93,,
Switzerland:,,
,
Swiss Market Index,9181.24,9051.39,9020.83,9058.82,8895.35,,
Johannesburg:,,
,
FTSE JSE All Share Index,"49,590.20","48,556.55","48,745.43","48,110.52","48,043.19",,
JSE Africa Gold Index,1066.23,1104.45,1146.24,1086.80,1084.04,,
Italy:,,
,
FTSE Italia All Share Index,"21,069.50","20,500.51","20,325.96","20,298.27","19,692.50",,
Spain:,,
,
IBEX 35,"10,805.2","10,461.6","10,396.9","10,431.8","10,145.0",,
New Zealand:,,
,
NZ Top 50 Capital,5529.32,5542.93,5523.58,5502.07,5514.95,,
NZ Top 10 Capital,1169.96,1173.75,1170.06,1165.38,1167.32,,
Tokyo:,,
,
Nikkei 225 Index,"17,935.64","17,813.38","17,412.58","17,257.40","17,371.58",,
Nikkei high,"18,030.83","17,892.16","17,658.14","17,289.73","17,526.19",,
Nikkei low,"17,869.74","17,773.30","17,308.82","17,043.63","17,298.19",,
Nikkei 300 Index,292.71,290.70,284.59,282.47,282.97,,
Topix Index,1447.58,1436.09,1406.83,1397.04,1399.65,,
Hong Kong:,,
,
Hang Seng Index,"24,047.67","23,485.83","23,524.52","23,312.54","23,249.20",,
China:,,
,
Shanghai A Index,3164.31,2992.12,3079.85,3064.69,3077.75,,
Korea:,,
,
Seoul KOSPI,1978.95,1970.95,1945.56,1916.59,1921.71,,
Taiwan:,,
,
TAIEX Index,9187.29,9128.90,9032.16,9013.07,9027.33,,
Singapore:,,
,
Straits Times Index,3297.84,3319.84,3325.81,3318.70,3324.13,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1740.84,1738.10,1765.52,1744.57,1732.99,,
Indonesia:,,
,
JSX Composite Index,5144.01,5122.31,5165.41,5152.70,5160.43,,
India:,,
,
BSE Sensex Index,"28,119.40","27,797.01","27,831.10","27,602.01","27,350.68",,
Thailand:,,
,
FTSE SET Index,1575.55,1559.56,Closed,1526.81,1514.95,,
Philippines:,,
,
Manila PSE Index,Closed,7183.87,7175.08,7072.10,7224.21,,
World:,,
,
MSCI World,1726.48,1721.97,1698.43,1699.05,1675.04,,
Comm Research Index,248.74,251.67,247.53,246.02,244.34,,
Moody's Comm Index,5654.10,5651.59,5654.76,5636.86,5636.86,,
LME Index,3063.8,3043.9,3013.0,3019.3,3028.3,,
,
Source: Thomson Reuters,
