Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-09-11T16:30:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 5,Sep 6,Sep 7,Sep 8,Sep 9,,
New York:,,
,
DJ Indust,Closed,"11,139.30","11,414.86","11,295.81","10,992.13",,
DJ Opening,–,"11,237.31","11,137.63","11,414.86","11,294.60",,
Day's High,–,"11,237.46","11,414.86","11,477.30","11,294.83",,
Day's low,–,"10,932.53","11,137.63","11,283.74","10,935.64",,
Nasdaq Comp,–,2473.83,2548.94,2529.14,2467.99,,
S&P 500 Index,–,1165.24,1198.62,1185.9,1154.23,,
Wilshire 5000,–,"12,197.69","12,573.91","12,425.75","12,091.32",,
NYSE volume ('000),–,"1,121,789","95,297","94,553","1,220,739",,
NYSE rises,–,814,2718,659,448,,
NYSE falls,–,2190,313,2340,2556,,
Transport,–,4382.98,4529.90,4472.47,4368.99,,
NYSE Comp,–,7148.13,7355.17,7257.36,7045.01,,
AMEX Index,–,2241.97,2274.67,2255.01,2206.45,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,518.54","12,720.56","12,683.96","12,387.54",,
London:,,
,
FTSE 100 Index,5102.58,5156.84,5318.59,5340.38,5214.65,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2107.27,2080.10,2151.16,2163.40,2073.67,,
Germany:,,
,
German Xetra Dax,5246.18,5193.97,5405.53,5408.46,5189.93,,
France:,,
,
CAC Index,2999.54,2965.64,3073.18,3085.83,2974.59,,
Switzerland:,,
,
Swiss Market Index,5142.99,5367.24,5501.26,5528.91,5430.77,,
Johannesburg:,,
,
FTSE JSE All Share Index,"29,888.14","29,525.83","30,514.60","30,918.00","30,440.87",,
JSE Africa Gold Index,2744.37,2744.19,2724.22,2795.83,2847.91,,
Italy:,,
,
FTSE Italia All Share Index,"15,200.22","14,921.22","15,530.63","15,620.67","14,912.88",,
Spain:,,
,
IBEX 35,8066.5,7936.4,8156.6,8277.8,7910.2,,
New Zealand:,,
,
NZ Top 50 Capital,3293.13,3270.56,3300.95,3308.05,3323.93,,
NZ Top 10 Capital,857.94,852.45,857.29,860.47,866.56,,
Tokyo:,,
,
Nikkei 225 Index,8784.46,8590.57,8763.41,8793.12,8737.66,,
Nikkei high,8842.56,8709.92,8773.26,8876.49,8803.75,,
Nikkei low,8757.18,8588.34,8702.78,8757.58,8726.25,,
Nikkei 300 Index,152.67,149.67,152.24,153.15,152.92,,
Topix Index,755.82,741.20,753.63,757.41,755.70,,
Nikkei vol (mil),n/a,2101,1760,1463,2209,,
Hong Kong:,,
,
Hang Seng Index,"19,616.40","19,710.50","20,048.00","19,912.82","19,866.63",,
China:,,
,
Shanghai A Index,2596.27,2587.63,2635.32,2617.31,2616.10,,
Korea:,,
,
Seoul KOSPI,1785.83,1766.71,1833.46,1846.64,1812.93,,
Taiwan:,,
,
TAIEX Index,7551.57,7367.19,7529.01,7548.37,7610.57,,
Singapore:,,
,
Straits Times Index,2773.17,2774.33,2832.13,2856.90,2825.10,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1463.12,1454.37,1464.61,1469.83,1469.12,,
Indonesia:,,
,
JSX Composite Index,3866.17,3889.97,4001.43,4005.39,3998.50,,
India:,,
,
BSE Sensex Index,"16,713.33","16,862.81","17,065.00","17,165.54","16,866.97",,
Thailand:,,
,
FTSE SET Index,1049.23,1055.60,1068.72,1072.21,1062.37,,
Philippines:,,
,
Manila PSE Index,4382.56,4303.08,4315.21,4356.73,4346.07,,
World:,,
,
MSCI World,1153.57,1141.91,1173.44,1169.62,1134.68,,
Comm Research Index,338.06,335.42,340.02,340.11,334.44,,
Moody's Comm Index,7034.57,7048.89,7037.66,7008.25,7011.82,,
LME Index,3891.4,3876.8,3953.3,3975.5,3853.4,,
,
Source: Thomson Reuters,
