Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-10-30T17:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,,
New York:,,
,
DJ Indust,"11,913.62","11,706.62","11,869.04","12,208.55","12,231.11",,
DJ Opening,"11,807.96","11,912.63","11,707.76","11,872.07","12,207.34",,
Day's High,"11,940.75","11,912.86","11,891.21","12,284.31","12,251.92",,
Day's low,"11,805.77","11,682.52","11,694.36","11,872.07","12,164.24",,
Nasdaq Comp,2699.44,2638.42,2650.67,2738.63,2737.15,,
S&P 500 Index,1254.19,1229.05,1242,1284.59,1285.09,,
Wilshire 5000,"13,121.37","12,842.79","12,987.62","13,455.38","13,454.07",,
NYSE volume ('000),"92,521","1,007,102","1,107,719","1,427,737","1,007,684",,
NYSE rises,2497,526,2414, 2689,1478,,
NYSE falls,516,2485, 585,372,1498,,
Transport,4901.95,4792.99,4809.16,5025.09,5011.98,,
NYSE Comp,7547.63,7400.82,7506.15,7813.99,7803.94,,
AMEX Index,2237.99,2231.66,2275.71,2310.1,2337.53,,
Canada:,,
,
DJ S&P TSX Index,"12,162.28","12,109.75","12,186.06","12,465.44","12,519.51",,
London:,,
,
FTSE 100 Index,5548.06,5525.54,5553.24,5713.82,5702.24,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2369.07,2343.96,2335.06,2476.92,2462.36,,
Germany:,,
,
German Xetra Dax,6055.27,6046.75,6016.07,6337.84,6346.19,,
France:,,
,
CAC Index,3220.46,3174.29,3169.62,3368.62,3348.63,,
Switzerland:,,
,
Swiss Market Index,5788.63,5708.79,5700.50,5823.00,5852.66,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,654.31","31,663.61","31,736.62","32,452.55","32,894.11",,
JSE Africa Gold Index,2835.37,2917.85,2968.18,2996.45,3057.89,,
Italy:,,
,
FTSE Italia All Share Index,"17,035.08","16,875.45","16,886.19","17,727.38","17,433.68",,
Spain:,,
,
IBEX 35,8957.1,8879.6,8832.5,9270.5,9224.4,,
New Zealand:,,
,
NZ Top 50 Capital,Closed,3296.36,3296.98,3303.47,3325.60,,
NZ Top 10 Capital,–,853.89,851.49,851.43,855.94,,
Tokyo:,,
,
Nikkei 225 Index,8843.98,8762.31,8748.47,8926.54,9050.47,,
Nikkei high,8844.28,8870.37,8798.80,8926.54,9086.43,,
Nikkei low,8762.02,8755.38,8642.56,8731.77,9003.09,,
Nikkei 300 Index,152.56,151.00,150.60,153.97,156.09,,
Topix Index,755.44,747.70,746.48,762.79,771.43,,
Nikkei vol (mil),1339,1438,1461,1805,2163,,
Hong Kong:,,
,
Hang Seng Index,"18,771.82","18,968.20","19,066.54","19,688.70","20,019.24",,
China:,,
,
Shanghai A Index,2482.81,2523.95,2542.58,2551.05,2590.57,,
Korea:,,
,
Seoul KOSPI,1898.32,1888.65,1894.31,1922.04,1929.48,,
Taiwan:,,
,
TAIEX Index,7470.30,7491.21,7535.82,7565.21,7616.06,,
Singapore:,,
,
Straits Times Index,2760.95,2769.94,Closed,2847.57,2905.72,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1450.02,1457.80,Closed,1470.93,1481.82,,
Indonesia:,,
,
JSX Composite Index,3706.78,3710.48,3738.61,3813.00,3829.96,,
India:,,
,
BSE Sensex Index,"16,939.28","17,254.86","17,288.83",Closed,"17,804.80",,
Thailand:,,
,
FTSE SET Index,Closed,942.55,938.68,960.17,973.18,,
Philippines:,,
,
Manila PSE Index,4201.08,4242.52,4224.76,4267.50,4333.72,,
World:,,
,
MSCI World,1211.89,1195.81,1200.43,1250.82,1254.2,,
Comm Research Index,318.77,320.18,316.34,324.47,323.28,,
Moody's Comm Index,6289.59 ,6369.79,6392.08,6370.79,6467.37,,
LME Index,3433.6,3395.9,3412.5,3575.0,3582.2,,
,
Source: Thomson Reuters,
