Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-03-08T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 3,Mar 4,Mar 5,Mar 6,Mar 7,,
New York:,,
,
DJ Indust,"16,168.03","16,395.88","16,360.18","16,421.89","16,452.72",,
DJ Opening,"16,321.71","16,169.32","16,395.88","16,360.56","16,424.53",,
Day's High,"16,321.71","16,419.49","16,406.55","16,450.17","16,505.70",,
Day's low,"16,071.25","16,169.32","16,343.96","16,360.56","16,398.86",,
Nasdaq Comp,4277.30,4351.97,4357.97,4352.13,4336.22,,
S&P 500 Index,1845.73,1873.91,1873.81,1877.03,1878.04,,
Wilshire 5000,"19,810.73","20,133.02","20,131.39","20,156.69","20,154.89",,
NYSE volume ('000),"68,520,700","85,112,600","66,509,800","67,008,700","71,839,400",,
NYSE rises,1009,2542,1436,1701,1247,,
NYSE falls,1984,488,1540,1303,1751,,
Transport,7302.93,7466.08,7489.65,7559.96,7592.36,,
NYSE Comp,"10,329.80","10,489.97","10,482.84","10,525.52","10,511.91",,
AMEX Index,2509.00,2535.38,2566.28,2580.26,2562.71,,
Canada:,,
,
DJ S&P TSX Index,"14,212.74","14,289.86","14,304.17","14,271.92","14,299.08",,
London:,,
,
FTSE 100 Index,6708.35,6823.77,6775.42,6788.49,6712.67,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3053.99,3136.33,3135.97,3144.53,3095.31,,
Germany:,,
,
German Xetra Dax,9358.89,9589.15,9542.02,9542.87,9350.75,,
France:,,
,
CAC Index,4290.87,4395.90,4391.25,4417.04,4366.42,,
Switzerland:,,
,
Swiss Market Index,8281.01,8445.22,8459.61,8484.21,8378.58,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,138.32","47,602.69","47,514.80","47,819.53","47,786.77",,
JSE Africa Gold Index,1532.38,1468.65,1449.51,1507.26,1524.95,,
Italy:,,
,
FTSE Italia All Share Index,"21,094.19","21,828.81","22,120.91","22,207.28","22,015.58",,
Spain:,,
,
IBEX 35,9878.7,"10,126.7","10,215.2","10,304.0","10,164.2",,
New Zealand:,,
,
NZ Top 50 Capital,5007.40,5033.26,5073.09,5114.79,5125.65,,
NZ Top 10 Capital,1169.58,1175.64,1186.80,1200.19,1201.52,,
Tokyo:,,
,
Nikkei 225 Index,"14,652.23","14,721.48","14,897.63","15,134.75","15,274.07",,
Nikkei high,"14,684.70","14,750.09","14,992.19","15,203.12","15,312.60",,
Nikkei low,"14,443.10","14,546.34","14,897.63","14,871.56","15,145.59",,
Nikkei 300 Index,243.88,245.12,247.09,250.31,252.01,,
Topix Index,1196.76,1204.11,1212.90,1228.36,1236.97,,
Hong Kong:,,
,
Hang Seng Index,"22,500.67","22,657.63","22,579.78","22,702.97","22,660.49",,
China:,,
,
Shanghai A Index,2172.56,2159.65,2149.18,2156.02,2154.35,,
Korea:,,
,
Seoul KOSPI,1964.69,1954.11,1971.24,1975.62,1974.68,,
Taiwan:,,
,
TAIEX Index,8601.98,8554.54,8632.93,8713.79,8713.96,,
Singapore:,,
,
Straits Times Index,3087.47,3104.71,3116.64,3129.17,3136.26,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1824.69,1826.46,1829.11,1838.69,1832.26,,
Indonesia:,,
,
JSX Composite Index,4584.21,4601.28,4659.17,4687.86,4685.89,,
India:,,
,
BSE Sensex Index,"20,946.65","21,209.73","21,276.86","21,513.87","21,919.79",,
Thailand:,,
,
FTSE SET Index,1339.21,1345.82,1351.64,1352.21,1355.08,,
Philippines:,,
,
Manila PSE Index,6407.52,6394.60,6456.14,6516.82,6481.83,,
World:,,
,
MSCI World,1655.42,1677.85,1679.07,1686.11,1681.17,,
Comm Research Index,306.53,306.93,306.75,308.28,307.87,,
Moody's Comm Index,6169.71,6218.97,6249.27,6308.06,6308.06,,
LME Index,3054.5,3106.9,3104.0,3116.9,3026.8,,
,
Source: Thomson Reuters,
