Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-07-31T16:00:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,,
New York:,,
,
DJ Indust,"12,592.80","12,501.30","12,302.55","12,240.11","12,143.24",,
DJ Opening,"12,679.72","12,592.12","12,498.42","12,301.72","12,239.36",,
Day's High,"12,679.95","12,593.40","12,498.65","12,384.90","12,243.07",,
Day's low,"12,536.19","12,489.04","12,289.69","12,226.83","12,083.45",,
Nasdaq Comp,2842.80,2839.96,2764.79,2766.25,2756.38,,
S&P 500 Index,1337.43,1331.94,1304.89,1300.67,1292.28,,
Wilshire 5000,"14,132.71","14,070.90","13,764.60","13,720.97","13,643.10",,
NYSE volume ('000),"76,287","83,583","1,096","98,567","1,207,981",,
NYSE rises,579,999,258,1122,988,,
NYSE falls,2421,1960,2778,1830,2012,,
Transport,5414.43,5341.89,5204.35,5196.71,5184.05,,
NYSE Comp,8357.57,8331.67,8153.21,8124.03,8079.44,,
AMEX Index,2444.65,2456.14,2408.79,2401.80,2364.99,,
Canada:,,
,
DJ S&P TSX Index,"13,435.95","13,300.56","13,032.67","13,047.78","12,945.63",,
London:,,
,
FTSE 100 Index,5925.26,5929.73,5856.58,5873.21,5815.19,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2742.70,2739.65,2693.71,2692.76,2670.37,,
Germany:,,
,
German Xetra Dax,7344.54,7349.45,7252.68,7190.06,7158.77,,
France:,,
,
CAC Index,3812.97,3787.88,3734.07,3712.66,3672.77,,
Switzerland:,,
,
Swiss Market Index,6017.49,5990.18,5904.47,5871.41,5783.35,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,065.84","31,868.73","31,593.99","31,446.39","31,208.04",,
JSE Africa Gold Index,2546.49,2473.06,2453.82,2403.02,2400.97,,
Italy:,,
,
FTSE Italia All Share Index,"19,703.60","19,729.41","19,206.52","19,268.59","19,143.19",,
Spain:,,
,
IBEX 35,9866.2,9833.4,9643.3,9657.0,9630.7,,
New Zealand:,,
,
NZ Top 50 Capital,3428.15,3416.62,3412.35,3396.79,3395.63,,
NZ Top 10 Capital,898.74,896.97,895.67,891.78,889.41,,
Tokyo:,,
,
Nikkei 225 Index,"10,050.01","10,097.72","10,047.19",9901.35,9833.03,,
Nikkei high,"10,091.02","10,130.25","10,053.50",9945.98,9914.22,,
Nikkei low,"10,039.10","10,043.99","10,009.37",9853.85,9824.34,,
Nikkei 300 Index,174.56,175.45,174.08,171.90,170.50,,
Topix Index,861.91,866.20,859.11,848.37,841.37,,
Nikkei vol (mil),1414,1641,1702,1795,1947,,
Hong Kong:,,
,
Hang Seng Index,"22,293.29","22,572.08","22,541.69","22,570.74","22,440.25",,
China:,,
,
Shanghai A Index,2816.07,2831.00,2852.32,2836.84,2829.47,,
Korea:,,
,
Seoul KOSPI,2150.48,2168.70,2174.31,2155.85,2133.21,,
Taiwan:,,
,
TAIEX Index,8683.51,8794.24,8817.49,8767.20,8644.18,,
Singapore:,,
,
Straits Times Index,3171.55,3186.57,3193.54,3189.85,3189.26,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1559.60,1561.77,1558.17,1551.91,1548.81,,
Indonesia:,,
,
JSX Composite Index,4087.09,4132.78,4174.11,4145.83,4130.80,,
India:,,
,
BSE Sensex Index,"18,871.29","18,518.22","18,432.25","18,209.52","18,197.20",,
Thailand:,,
,
FTSE SET Index,1127.58,1121.63,1130.71,1134.38,1133.53,,
Philippines:,,
,
Manila PSE Index,4480.50,4465.87,4482.89,4482.80,4503.63,,
World:,,
,
MSCI World,1340.94,1342.4,1318.96,1312.63,1306.05,,
Comm Research Index,346.07,348.94,346.92,344.84,342.27,,
Moody's Comm Index,7114.99,7099.70,7153.04,7178.66,7138.17,,
LME Index,4269.3,4338.6,4329.0,4332.7,4329.5,,
,
Source: Thomson Reuters,
