Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-04-25T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,,
New York:,,
,
DJ Indust,"18,034.93","17,949.59","18,038.27","18,058.69","18,080.14",,
DJ Opening,"17,841.18","18,034.23","17,950.82","18,031.90","18,056.42",,
Day's High,"18,092.22","18,109.70","18,056.02","18,133.03","18,108.87",,
Day's low,"17,841.18","17,929.63","17,887.76","17,966.77","18,009.08",,
Nasdaq Comp,4994.60,5014.10,5035.17,5056.06,5092.09,,
S&P 500 Index,2100.40,2097.29,2107.96,2112.93,2117.69,,
Wilshire 5000,"22,255.62","22,232.14","22,333.69","22,396.19","22,431.18",,
NYSE volume ('000),891520,689103,752765,795676,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8793.70,8815.75,8863.07,8904.68,8880.17,,
NYSE Comp,"11,116.57","11,100.38","11,144.45","11,191.48","11,192.93",,
AMEX Index,2517.25,2522.92,2534.86,2550.53,2541.03,,
Canada:,,
,
DJ S&P TSX Index,"15,412.60","15,346.44","15,304.77","15,392.35","15,408.33",,
London:,,
,
FTSE 100 Index,7052.13,7062.93,7028.24,7053.67,7070.70,,
Europe:,,
,
EURO STOXX 50 Index,3718.04,3719.38,3724.49,3697.88,3713.96,,
Germany:,,
,
German Xetra Dax,"11,891.91","11,939.58","11,867.37","11,723.58","11,810.85",,
France:,,
,
CAC Index,5187.59,5192.64,5211.09,5178.91,5201.45,,
Switzerland:,,
,
Swiss Market Index,9243.71,9299.43,9358.09,9338.25,9302.12,,
Johannesburg:,,
,
FTSE JSE All Share Index,"53,839.71","54,140.93","54,281.56","54,686.54","55,188.34",,
JSE Africa Gold Index,1341.63,1373.16,1352.21,1334.59,1298.09,,
Italy:,,
,
FTSE Italia All Share Index,"24,917.25","24,822.99","24,887.82","24,753.07","24,989.14",,
Spain:,,
,
IBEX 35,"11,384.6","11,422.3","11,399.2","11,425.8","11,505.4",,
New Zealand:,,
,
NZ Top 50 Capital,5824.28,5817.52,5793.61,5757.91,5765.36,,
NZ Top 10 Capital,1207.56,1205.61,1202.45,1187.71,1188.94,,
Tokyo:,,
,
Nikkei 225 Index,"19,634.49","19,909.09","20,133.90","20,187.65","20,020.04",,
Nikkei high,"19,725.86","19,909.09","20,144.66","20,252.12","20,142.47",,
Nikkei low,"19,474.23","19,678.22","19,983.00","20,116.19","20,013.74",,
Nikkei 300 Index,322.47,327.94,330.48,331.24,329.78,,
Topix Index,1582.68,1608.88,1621.79,1624.87,1618.84,,
Hong Kong:,,
,
Hang Seng Index,"27,094.93","27,850.49","27,933.85","27,827.70","28,060.98",,
China:,,
,
Shanghai A Index,4418.90,4498.93,4608.74,4625.56,4603.65,,
Korea:,,
,
Seoul KOSPI,2146.71,2144.79,2143.89,2173.41,2159.80,,
Taiwan:,,
,
TAIEX Index,9552.85,9533.98,9613.00,9797.49,9913.28,,
Singapore:,,
,
Straits Times Index,3503.25,3508.61,3496.24,3502.75,3513.00,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1848.66,1862.80,1854.77,1846.08,1862.58,,
Indonesia:,,
,
JSX Composite Index,5400.80,5460.57,5437.12,5436.21,5435.36,,
India:,,
,
BSE Sensex Index,"27,886.21","27,676.04","27,890.13","27,735.02","27,437.94",,
Thailand:,,
,
FTSE SET Index,1560.32,1569.35,1552.01,1544.84,1555.46,,
Philippines:,,
,
Manila PSE Index,7865.27,7846.94,7833.03,7892.05,7947.25,,
World:,,
,
MSCI World,1779.12,1781.95,1786.77,1792.31,1799.86,,
Comm Research Index,223.29,221.60,221.34,224.26,224.62,,
Moody's Comm Index,5334.96,5326.86,5328.23,5333.49,5333.49,,
LME Index,2755.8,2758.1,2749.7,2744.8,2797.5,,
,
Source: Thomson Reuters,
