Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-09-28T13:45:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,,
New York:,,
,
DJ Indust,"15,401.38","15,334.59","15,273.26","15,328.30","15,258.24",,
DJ Opening,"15,452.31","15,402.54","15,339.02","15,274.42","15,317.45",,
Day's High,"15,466.95","15,433.75","15,372.48","15,387.19","15,317.45",,
Day's low,"15,368.25","15,327.14","15,253.16","15,274.42","15,211.81",,
Nasdaq Comp,3765.29,3768.25,3761.10,3787.43,3781.59,,
S&P 500 Index,1701.84,1697.42,1692.77,1698.67,1691.75,,
Wilshire 5000,"18,132.42","18,104.78","18,068.19","18,142.66","18,072.74",,
NYSE volume ('000),"68,850,500","67,261,500","63,817,200","60,174,500"," 64,642,600",,
NYSE rises,1262,1634,1515,1883,966,,
NYSE falls,1707,1350,1465,1076,1979,,
Transport,6651.30,6655.12,6611.33,6637.51,6597.59,,
NYSE Comp,9733.03,9715.21,9698.96,9726.26,9684.19,,
AMEX Index,2378.21,2368.35, 2369.47,2385.75,2382.16,,
Canada:,,
,
DJ S&P TSX Index,"12,811.18","12,848.89","12,836.71","12,841.62","12,844.08",,
London:,,
,
FTSE 100 Index,6557.37,6571.46,6551.53,6565.59,6512.66,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2906.35,2922.93,2927.35,2922.99,2919.34,,
Germany:,,
,
German Xetra Dax,8635.29,8664.60,8665.63,8664.10,8661.51,,
France:,,
,
CAC Index,4172.08,4195.61,4195.35,4186.72,4186.77,,
Switzerland:,,
,
Swiss Market Index,8057.04,8047.02,8055.23,8061.36,8055.00,,
Johannesburg:,,
,
FTSE JSE All Share Index,"44,017.73",Closed,"44,453.88","44,350.31","44,358.74",,
JSE Africa Gold Index,1224.76,–,1224.59,1235.59,1238.23,,
Italy:,,
,
FTSE Italia All Share Index,"18,962.04","19,104.51","19,119.39","18,904.27","18,686.77",,
Spain:,,
,
IBEX 35,9109.5,9167.6,9242.9,9272.4,9228.4,,
New Zealand:,,
,
NZ Top 50 Capital,4701.37,4710.59,4764.72,4765.47,4782.68,,
NZ Top 10 Capital,1111.12,1115.75,1128.01,1129.38,1134.96,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"14,732.61","14,620.53","14,799.12","14,760.07",,
Nikkei high,–,"14,767.72","14,737.98","14,799.12","14,817.50",,
Nikkei low,–,"14,607.27","14,620.53","14,410.52","14,699.21",,
Nikkei 300 Index,–,247.48,246.68,248.48,247.73,,
Topix Index,–,1214.87,1211.15,1220.49,1217.52,,
Hong Kong:,,
,
Hang Seng Index,"23,371.54","23,179.04","23,209.63","23,125.03","23,207.04",,
China:,,
,
Shanghai A Index,2324.88,2310.67,2301.24,2256.68,2261.04,,
Korea:,,
,
Seoul KOSPI,2009.41,2007.10,1998.06,2007.32,2011.80,,
Taiwan:,,
,
TAIEX Index,8292.83,8299.12,8283.90,8184.68,8230.68,,
Singapore:,,
,
Straits Times Index,3214.25,3211.75,3208.58,3194.31,3210.18,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1796.36,1792.48,1784.06,1774.16,1776.16,,
Indonesia:,,
,
JSX Composite Index,4562.86,4460.41,4406.77,4405.89,4423.72,,
India:,,
,
BSE Sensex Index,"19,900.96","19,920.21","19,856.24","19,893.85","19,727.27",,
Thailand:,,
,
FTSE SET Index,1436.68,1417.77,1436.90,1424.76,1417.49,,
Philippines:,,
,
Manila PSE Index,6477.94,6461.38,6420.42,6407.46,6379.81,,
World:,,
,
MSCI World,1557.87,1555.57,1553.75,1556.74,1554.99,,
Comm Research Index,286.73,285.73,286.44,287.33,287.54,,
Moody's Comm Index,5896.19,5852.77,5838.34,5855.91,5880.02,,
LME Index,3110.5,3071.9,3092.4,3113.9,3137.4,,
,
Source: Thomson Reuters,
