Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-02-08T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 3,Feb 4,Feb 5,Feb 6,Feb 7,,
New York:,,
,
DJ Indust,"15,372.80","15,445.24","15,440.23","15,628.53","15,794.08",,
DJ Opening,"15,697.69","15,372.93","15,443.00","15,443.83","15,630.64",,
Day's High,"15,708.54","15,481.85","15,478.21","15,632.09","15,798.51",,
Day's low,"15,356.17","15,356.62","15,340.69","15,443.00","15,625.53",,
Nasdaq Comp,3996.96,4031.52,4011.55,4057.12,4125.86,,
S&P 500 Index,1741.89,1755.20,1751.64,1773.43,1797.02,,
Wilshire 5000,"18,643.10","18,785.20","18,738.25","18,957.08","19,203.91",,
NYSE volume ('000),"92,015,300","83,615,900","75,468,100","74,226,100","76,299,300",,
NYSE rises,463,2072,1236,2294,2340,,
NYSE falls,2610,969,1762,739,672,,
Transport,7053.75,7135.03,7075.79,7181.91,7242.33,,
NYSE Comp,9741.58,9816.97,9809.03,9940.22,"10,055.38",,
AMEX Index,2260.12,2270.80,2258.08,2278.97,2299.34,,
Canada:,,
,
DJ S&P TSX Index,"13,486.20","13,504.48","13,559.69","13,713.40","13,786.50",,
London:,,
,
FTSE 100 Index,6465.66,6449.27,6457.89,6558.28,6571.68,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2963.96,2962.49,2962.51,3010.79,3038.49,,
Germany:,,
,
German Xetra Dax,9186.52,9127.91,9116.32,9256.58,9301.92,,
France:,,
,
CAC Index,4107.75,4117.45,4117.79,4188.10,4228.18,,
Switzerland:,,
,
Swiss Market Index,8107.02,8092.53,8112.96,8218.44,8318.60,,
Johannesburg:,,
,
FTSE JSE All Share Index,"44,956.91","44,451.57","44,477.18","44,985.34","45,340.76",,
JSE Africa Gold Index,1308.60,1273.75,1297.97,1291.34,1287.74,,
Italy:,,
,
FTSE Italia All Share Index,"20,132.63","20,236.80","20,295.61","20,737.91","20,930.06",,
Spain:,,
,
IBEX 35,9725.4,9754.3,9775.0,9964.6,"10,072.4",,
New Zealand:,,
,
NZ Top 50 Capital,4849.50,4802.62,4807.94,Closed,4840.79,,
NZ Top 10 Capital,1125.85,1115.97,1117.03,Closed,1119.37,,
Tokyo:,,
,
Nikkei 225 Index,"14,619.13","14,008.47","14,180.38","14,155.12","14,462.41",,
Nikkei high,"14,846.93","14,355.92","14,245.06","14,308.07","14,471.95",,
Nikkei low,"14,615.05","14,008.47","13,995.86","14,155.12","14,356.59",,
Nikkei 300 Index,243.02,231.88,236.69,236.38,241.96,,
Topix Index,1196.32,1139.27,1162.64,1162.37,1189.14,,
Hong Kong:,,
,
Hang Seng Index,Closed,"21,397.77","21,269.38","21,423.13","21,636.85",,
China:,,
,
Shanghai A Index,Closed,Closed,Closed,Closed,2139.60,,
Korea:,,
,
Seoul KOSPI,1919.96,1886.85,1891.32,1907.89,1922.50,,
Taiwan:,,
,
TAIEX Index,Closed,Closed,8264.48,8311.01,8387.35,,
Singapore:,,
,
Straits Times Index,2990.95,2965.80,2960.09,2988.27,3013.14,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,Closed,1778.83,1785.88,1797.90,1808.59,,
Indonesia:,,
,
JSX Composite Index,4386.26,4352.26,4384.31,4424.71,4466.67,,
India:,,
,
BSE Sensex Index,"20,209.26","20,211.93","20,261.03","20,310.74","20,376.56",,
Thailand:,,
,
FTSE SET Index,1292.81,1276.84,1280.25,1295.24,1296.49,,
Philippines:,,
,
Manila PSE Index,6015.30,5886.01,5908.41,5914.59,6011.14,,
World:,,
,
MSCI World,1571.92,1569.93,1572.37,1592.69,1611.78,,
Comm Research Index,284.23,287.06,287.73,287.84,290.41,,
Moody's Comm Index,5686.64,5699.92,5769.42,5802.45,5828.41,,
LME Index,3020.7,3025.3,3029.3,3065.6,3075.9,,
,
Source: Thomson Reuters,
