Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-03-18T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,,
New York:,,
,
DJ Indust,"12,959.71","13,177.68","13,194.10","13,252.76","13,232.62",,
DJ Opening,"12,920.58","12,953.20","13,177.15","13,192.97","13,253.51",,
Day's High,"12,976.36","13,180.40","13,221.27","13,253.51","13,289.08",,
Day's low,"12,919.98","12,953.13","13,166.25","13,170.19","13,231.45",,
Nasdaq Comp,2983.66,3039.88,3040.73,3056.37,3055.26,,
S&P 500 Index,1371.09,1395.95,1394.28,1402.6,1404.17,,
Wilshire 5000,"14,384.27","14,508.98","14,622.70","14,703.03","14,725.88",,
NYSE volume ('000),"64,249","90,411","85,102","84,205","1,645,813",,
NYSE rises,1363,2456,786,1797,1362,,
NYSE falls,1614,569,2219,1204,1641,,
Transport,5144.28,5254.50,5180.39,5349.74,5351.32,,
NYSE Comp,8086.28,8234.47,8185.31,8246.72,8270.41,,
AMEX Index,2409,2437,2410,2415,2423,,
Canada:,,
,
DJ S&P TSX Index,"12,428.01","12,537.69","12,377.90","12,455.82","12,496.96",,
London:,,
,
FTSE 100 Index,5892.75,5955.91,5945.43,5940.72,5965.58,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2514.97,2556.82,2574.79,2593.97,2608.30,,
Germany:,,
,
German Xetra Dax,6901.35,6995.91,7079.42,7144.45,7157.82,,
France:,,
,
CAC Index,3490.06,3550.16,3564.51,3580.21,3594.83,,
Switzerland:,,
,
Swiss Market Index,6189.86,6260.02,6300.43,6332.22,6341.33,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,901.72","34,175.39","34,426.74","34,215.30","34,221.62",,
JSE Africa Gold Index,2544.39,2536.86,2483.12,2476.14,2457.30,,
Italy:,,
,
FTSE Italia All Share Index,"17,477.16","17,809.52","17,863.70","17,997.59","18,089.39",,
Spain:,,
,
IBEX 35,8180.2,8376.8,8391.1,8426.7,8486.3,,
New Zealand:,,
,
NZ Top 50 Capital,3452.37,3470.81,3498.99,3533.73,3505.02,,
NZ Top 10 Capital,897.57,902.16,908.18,917.25,908.17,,
Tokyo:,,
,
Nikkei 225 Index,9889.86,9899.08,"10,050.52","10,123.28","10,129.83",,
Nikkei high,"10,021.51","10,011.88","10,115.79","10,158.74","10,148.47",,
Nikkei low,9889.86,9888.30,"10,050.52","10,077.55","10,090.09",,
Nikkei 300 Index,170.57,170.73,173.24,174.62,175.11,,
Topix Index,845.28,845.33,857.11,863.61,866.73,,
Nikkei vol (mil),2260,2756,2341,2413,2200,,
Hong Kong:,,
,
Hang Seng Index,"21,134.18","21,339.70","21,307.89","21,353.53","21,317.85",,
China:,,
,
Shanghai A Index,2550.31,2572.27,2504.68,2486.40,2518.78,,
Korea:,,
,
Seoul KOSPI,2002.50,2025.04,2045.08,2043.76,2034.44,,
Taiwan:,,
,
TAIEX Index,7927.55,8031.51,8125.26,8121.62,8054.94,,
Singapore:,,
,
Straits Times Index,2962.18,2989.07,3026.40,3025.84,3010.68,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1564.75,1564.02,1575.71,1579.38,1571.40,,
Indonesia:,,
,
JSX Composite Index,3987.35,4008.64,4054.33,4039.98,4028.54,,
India:,,
,
BSE Sensex Index,"17,587.67","17,813.62","17,919.30","17,675.85","17,466.20",,
Thailand:,,
,
FTSE SET Index,1150.18,1153.56,1164.36,1171.34,1189.56,,
Philippines:,,
,
Manila PSE Index,4975.17,5005.75,5050.99,5031.78,5145.89,,
World:,,
,
MSCI World,1289.61,1308.60,1305.71,1314.45,1321.0,,
Comm Research Index,316.23,318.31,315.41,316.15,318.18,,
Moody's Comm Index,6412.98,6426.52,6456.00,6449.26,6456.01,,
LME Index,3654.4,3703.6,3662.7,3699.9,3676.6,,
,
Source: Thomson Reuters,
