Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-05-22T16:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 16,May 17,May 18,May 19,May 20,,
New York:,,
,
DJ Indust,"12,548.37","12,479.58","12,560.18","12,605.32","12,512.04",,
DJ Opening,"12,594.77","12,541.33","12,471.78","12,561.46","12,604.72",,
Day's High,"12,642.90","12,541.33","12,571.15","12,633.59","12,604.83",,
Day's low,"12,530.81","12,378.84","12,443.10","12,533.46","12,485.86",,
Nasdaq Comp,2782.31,2783.21,2815.00,2823.31,2803.32,,
S&P 500 Index,1329.47,1328.98,1340.68,1343.60,1333.27,,
Wilshire 5000,"14,033.50","14,017.51","14,159.77","14,190.00","14,086.41",,
NYSE volume ('000),"90,449","96,770","88,194","87,106","1,002,813",,
NYSE rises,957,1298,2351,1764,1019,,
NYSE falls,2033,1778,658,1210,1965,,
Transport,5372.48,5335.37,5421.10,5478.80,5448.76,,
NYSE Comp,8336.59,8333.07,8407.48,8427.95,8357.53,,
AMEX Index,2328.48,2325.80,2357.62,2375.83,2384.92,,
Canada:,,
,
DJ S&P TSX Index,"13,391.35","13,441.06","13,607.25","13,625.09","13,652.27",,
London:,,
,
FTSE 100 Index,5923.69,5861.00,5923.49,5955.99,5948.49,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2881.31,2849.60,2867.30,2890.60,2853.98,,
Germany:,,
,
German Xetra Dax,7387.54,7256.65,7303.53,7358.23,7266.82,,
France:,,
,
CAC Index,3989.82,3941.58,3978.00,4027.74,3990.85,,
Switzerland:,,
,
Swiss Market Index,6564.15,6496.56,6535.24,6557.95,6530.61,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,156.01","31,843.91",Closed,"31,918.93","31,794.13",,
JSE Africa Gold Index,2574.46,2543.24,–,2564.17,2556.56,,
Italy:,,
,
FTSE Italia All Share Index,"22,405.25","22,150.71","22,190.49","22,309.40","22,004.85",,
Spain:,,
,
IBEX 35,"10,363.9","10,306.4","10,343.7","10,376.8","10,226.6",,
New Zealand:,,
,
NZ Top 50 Capital,3543.87,3558.05,3559.55,3569.00,3577.44,,
NZ Top 10 Capital,922.86,927.82,926.29,928.72,930.91,,
Tokyo:,,
,
Nikkei 225 Index,9558.30,9567.02,9662.08,9620.82,9607.08,,
Nikkei high,9598.33,9593.13,9693.60,9731.12,9670.92,,
Nikkei low,9552.86,9502.39,9590.40,9600.81,9600.48,,
Nikkei 300 Index,168.93,168.88,170.64,169.50,168.57,,
Topix Index,829.55,828.85,837.96,831.89,827.77,,
Nikkei vol (mil),1801,1882,1834,1670,1683,,
Hong Kong:,,
,
Hang Seng Index,"22,960.63","22,901.08","23,011.14","23,163.38","23,199.39",,
China:,,
,
Shanghai A Index,2983.62,2987.48,3008.45,2994.60,2993.52,,
Korea:,,
,
Seoul KOSPI,2104.18,2102.41,2135.78,2095.51,2111.50,,
Taiwan:,,
,
TAIEX Index,8911.71,8884.09,8944.84,8892.88,8837.03,,
Singapore:,,
,
Straits Times Index,3136.48,Closed,3141.21,3172.56,3168.54,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1536.27,Closed,1541.27,1544.02,1541.03,,
Indonesia:,,
,
JSX Composite Index,3799.23,Closed,3840.21,3859.81,3872.95,,
India:,,
,
BSE Sensex Index,"18,345.03","18,137.35","18,086.20","18,141.40","18,326.09",,
Thailand:,,
,
FTSE SET Index,Closed,Closed,1075.91,1077.50,1072.94,,
Philippines:,,
,
Manila PSE Index,4300.81,4261.60,4303.31,4297.93,4285.16,,
World:,,
,
MSCI World,1336.6,1329.33,1341.98,1345.73,1336.65,,
Comm Research Index,336.94,336.64,344.37,339.47,341.72,,
Moody's Comm Index,6987.80,6956.49,6980.82,7092.68,7081.84,,
LME Index,3994.2,3958.5,4073.9,4003.8,4034.0,,
,
Source: Thomson Reuters,
