Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-08-31T15:30:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,,
New York:,,
,
DJ Indust,"14,946.46","14,776.13","14,824.51","14,840.95","14,810.31",,
DJ Opening,"15,014.58","14,939.25","14,770.99","14,817.91","14,844.10",,
Day's High,"15,049.98","14,939.25","14,867.40","14,916.01","14,848.24",,
Day's low,"14,945.24","14,765.42","14,760.41","14,792.11","14,762.35",,
Nasdaq Comp,3657.57,3578.52,3593.35,3620.30,3589.87,,
S&P 500 Index,1656.78,1630.48,1634.96,1638.17,1632.97,,
Wilshire 5000,"17,633.57","17,336.24","17,382.85","17,438.59","17,352.13",,
NYSE volume ('000),"54,575,300","68,209,700","59,808,800","54,674,700","76,788,400 ",,
NYSE rises,1241,595,1657,1922,3056,,
NYSE falls,1763, 2442,1324,1057, 867,,
Transport,6479.36,6311.83,6305.78,6322.14,6249.88,,
NYSE Comp,9432.51,9288.11,9309.07,9315.82,9270.66,,
AMEX Index,2321.80,2295.52 ,2283.35,2288.15,2275.10 ,,
Canada:,,
,
DJ S&P TSX Index,"12,760.30","12,591.21","12,607.22","12,704.73","12,653.90",,
London:,,
,
FTSE 100 Index,Closed,6440.97,6430.06,6483.05,6412.93,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2821.45,2749.27,2742.61,2758.31,2721.37,,
Germany:,,
,
German Xetra Dax,8435.15,8242.56,8157.90,8194.55,8103.15,,
France:,,
,
CAC Index,4067.13,3968.73,3960.46,3986.35,3933.78,,
Switzerland:,,
,
Swiss Market Index,8022.20,7886.07,7776.01,7763.55,7745.97,,
Johannesburg:,,
,
FTSE JSE All Share Index,"43,290.55","43,082.83","42,311.00","42,429.36","42,228.34",,
JSE Africa Gold Index,1374.37,1430.16,1357.29,1259.01,1304.10,,
Italy:,,
,
FTSE Italia All Share Index,"18,028.34","17,641.32","17,814.81","17,981.52","17,755.40",,
Spain:,,
,
IBEX 35,8649.9,8394.0,8398.1,8432.1,8290.5,,
New Zealand:,,
,
NZ Top 50 Capital,4545.67,4542.03,4509.72,4520.50,4540.97,,
NZ Top 10 Capital,1077.28,1075.03,1067.90,1069.89,1072.36,,
Tokyo:,,
,
Nikkei 225 Index,"13,636.28","13,542.37","13,338.46","13,459.71","13,388.86",,
Nikkei high,"13,741.49","13,678.79","13,392.57","13,463.14","13,615.98",,
Nikkei low,"13,586.84","13,517.10","13,188.14","13,364.82","13,335.91",,
Nikkei 300 Index,232.68,231.52,227.62,228.23,226.12,,
Topix Index,1140.00,1134.02,1114.03,1116.51,1106.05,,
Hong Kong:,,
,
Hang Seng Index,"22,005.32","21,874.77","21,524.65","21,704.78","21,731.37",,
China:,,
,
Shanghai A Index,2194.09,2201.66,2199.54,2195.35,2196.38,,
Korea:,,
,
Seoul KOSPI,1887.86,1885.84,1884.52,1907.54,1926.36,,
Taiwan:,,
,
TAIEX Index,7894.97,7820.84,7824.54,7917.66,8021.89,,
Singapore:,,
,
Straits Times Index,3084.41,3034.02,3004.18,3038.03,3028.94,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1722.49,1701.24,1686.17,1703.78,1727.58,,
Indonesia:,,
,
JSX Composite Index,4120.67,3967.84,4026.48,4103.59,4195.09,,
India:,,
,
BSE Sensex Index,"18,558.13","17,968.08","17,996.15","18,401.04","18,619.72",,
Thailand:,,
,
FTSE SET Index,1329.18,1293.97,1275.76,1292.53,1294.30,,
Philippines:,,
,
Manila PSE Index,5916.99,5916.99,5738.06,5944.21,6075.17,,
World:,,
,
MSCI World,1504.41,1484.40,1480.03,1481.11,1472.74,,
Comm Research Index,293.44,295.28,296.27,294.37,291.73,,
Moody's Comm Index,6081.44,6113.48,6095.54,6074.14,6022.74,,
LME Index,CLosed,3168.2,3145.7,3094.7,3062.8,,
,
Source: Thomson Reuters,
