Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-09-14T14:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 9,Sep 10,Sep 11,Sep 12,Sep 13,,
New York:,,
,
DJ Indust,"15,063.12","15,191.06","15,326.60","15,300.64","15,376.06",,
DJ Opening,"14,927.19","15,067.23","15,194.13","15,327.14","15,312.86",,
Day's High,"15,088.41","15,192.13","15,326.60","15,345.32","15,380.97",,
Day's low,"14,927.19","15,067.23","15,194.13","15,283.26","15,312.86",,
Nasdaq Comp,3706.18,3729.02,3725.01,3715.97,3722.18,,
S&P 500 Index,1671.71,1683.99,1689.13,1683.42,1687.99,,
Wilshire 5000,"17,794.62","17,931.71","17,981.00","17,916.22","17,964.99",,
NYSE volume ('000),"63,766,400","77,177,600","65,643,900","63,935,100","56,411,400",,
NYSE rises,2396,1971,1646,945,1829,,
NYSE falls, 590,1007,1331,2026,1118,,
Transport,6460.43,6585.26,6587.55,6516.44,6523.42,,
NYSE Comp,9539.93,9620.71,9655.38,9607.32,9635.08,,
AMEX Index,2333.06,2338.51,2348.91,2332.54,2347.74,,
Canada:,,
,
DJ S&P TSX Index,"12,854.64","12,824.48","12,825.42","12,701.05","12,723.40",,
London:,,
,
FTSE 100 Index,6530.74,6583.99,6588.43,6588.98,6583.80,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2798.31,2851.40,2863.44,2862.07,2867.11,,
Germany:,,
,
German Xetra Dax,8276.32,8446.54,8495.73,8494.00,8509.42,,
France:,,
,
CAC Index,4040.33,4116.64,4119.11,4106.63,4114.50,,
Switzerland:,,
,
Swiss Market Index,7935.76,8039.18,8051.31,8033.45,8038.31,,
Johannesburg:,,
,
FTSE JSE All Share Index,"42,769.62","43,545.83","43,419.32","43,752.30","43,602.64",,
JSE Africa Gold Index,1310.28,1280.28,1260.62,1222.85,1192.84,,
Italy:,,
,
FTSE Italia All Share Index,"18,284.45","18,382.06","18,606.19","18,574.43","18,606.39",,
Spain:,,
,
IBEX 35,8632.5,8801.6,8875.2,8924.2,8941.6,,
New Zealand:,,
,
NZ Top 50 Capital,4614.02,4627.76,4634.90,4641.50,4650.94,,
NZ Top 10 Capital,1095.19,1100.50,1099.97,1101.76,1107.23,,
Tokyo:,,
,
Nikkei 225 Index,"14,205.23","14,423.36","14,425.07","14,387.27","14,404.67",,
Nikkei high,"14,251.46","14,441.81","14,561.46","14,455.37","14,439.93",,
Nikkei low,"14,117.68","14,296.78","14,422.72","14,321.57","14,233.12",,
Nikkei 300 Index,239.76,243.20,242.78,241.86,241.87,,
Topix Index,1173.00,1190.22,1189.25,1184.36,1185.28,,
Hong Kong:,,
,
Hang Seng Index,"22,750.65","22,976.65","22,937.14","22,953.72","22,915.28",,
China:,,
,
Shanghai A Index,2316.30,2342.86,2346.11,2361.20,2341.05,,
Korea:,,
,
Seoul KOSPI,1974.67,1994.06,2003.85,2004.06,1994.32,,
Taiwan:,,
,
TAIEX Index,8192.11,8208.77,8208.99,8225.36,8168.20,,
Singapore:,,
,
Straits Times Index,3088.20,3123.89,3108.19,3121.08,3120.30,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1747.03,1764.95,1768.48,1772.40,1770.80,,
Indonesia:,,
,
JSX Composite Index,4191.26,4358.14,4349.42,4356.61,4375.54,,
India:,,
,
BSE Sensex Index,Closed,"19,997.10","19,997.45","19,781.88","19,732.76",,
Thailand:,,
,
FTSE SET Index,1384.31,1393.17,1411.18,1397.90,1401.08,,
Philippines:,,
,
Manila PSE Index,5997.04,6089.72,6214.90,6195.61,6133.24,,
World:,,
,
MSCI World,1515.91,1529.14,1535.73,1532.93,1533.72,,
Comm Research Index,292.84,290.66,291.25,292.63,291.59,,
Moody's Comm Index,5984.39,5945.39,5947.43,5960.09,5947.66,,
LME Index,3090.9,3075.0,3077.2,3059.8,3048.6,,
,
Source: Thomson Reuters,
