Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-04-01T16:30:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,,
New York:,,
,
DJ Indust,"13,241.63","13,197.73","13,126.21","13,145.82","13,212.04",,
DJ Opening,"13,082.62","13,242.09","13,195.39","13,125.99","13,147.94",,
Day's High,"13,243.86","13,264.98","13,212.64","13,151.57","13,224.49",,
Day's low,"13,082.39","13,194.33","13,069.26","13,032.67","13,147.78",,
Nasdaq Comp,3122.57,3120.35,3104.96,3095.36,3091.57,,
S&P 500 Index,1416.51,1412.52,1405.54,1403.28,1408.47,,
Wilshire 5000,"14,804.23","14,851.52","14,687.22","14,586.74","14,760.56",,
NYSE volume ('000),"75,418","72,908","81,584","81,640","96,496",,
NYSE rises,2291,1233,1110,1154,1717,,
NYSE falls,732,1726,1890,1806,1247,,
Transport,5289.02,5276.31,5258.13,5256.21,5253.16,,
NYSE Comp,8288.79,8239.37,8188.35,8166.37,8206.93,,
AMEX Index,2448.65,2432.73,2395.50,2404.40,2405.92,,
Canada:,,
,
DJ S&P TSX Index,"12,574.79","12,512.04","12,413.86","12,339.36","12,392.18",,
London:,,
,
FTSE 100 Index,5902.70,5869.55,5808.99,5742.03,5768.45,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2539.87,2525.21,2496.68,2452.74,2477.28,,
Germany:,,
,
German Xetra Dax,7079.23,7078.90,6998.80,6875.15,6946.83,,
France:,,
,
CAC Index,3501.98,3469.59,3430.15,3381.12,3423.81,,
Switzerland:,,
,
Swiss Market Index,6283.26,6269.38,6250.43,6176.26,6235.51,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,664.46","33,858.22","33,621.93","33,483.26","33,554.21",,
JSE Africa Gold Index,2450.15,2460.13,2411.12,2393.91,2398.02,,
Italy:,,
,
FTSE Italia All Share Index,"17,650.47","17,511.00","17,453.67","16,919.15","16,999.18",,
Spain:,,
,
IBEX 35,8224.7,8140.3,7980.8,7911.0,8008.0,,
New Zealand:,,
,
NZ Top 50 Capital,3471.92,3483.96,3486.51,3495.44,3509.55,,
NZ Top 10 Capital,884.98,892.43,889.13,890.73,894.88,,
Tokyo:,,
,
Nikkei 225 Index,"10,018.24","10,255.15","10,182.57","10,114.79","10,083.56",,
Nikkei high,"10,056.20","10,255.15","10,197.80","10,147.04","10,111.09",,
Nikkei low,"10,016.05","10,152.25","10,124.28","10,084.77","10,033.19",,
Nikkei 300 Index,172.16,176.27,174.69,173.14,172.40,,
Topix Index,851.82,872.42,864.43,857.74,854.35,,
Nikkei vol (mil),1808,2266,1964,1998,1886,,
Hong Kong:,,
,
Hang Seng Index,"20,668.86","21,046.91","20,885.42","20,609.39","20,555.58",,
China:,,
,
Shanghai A Index,2462.21,2458.60,2393.35,2358.92,2370.07,,
Korea:,,
,
Seoul KOSPI,2019.19,2039.76,2031.74,2014.41,2014.04,,
Taiwan:,,
,
TAIEX Index,7967.62,8029.46,8038.07,7872.66,7933.00,,
Singapore:,,
,
Straits Times Index,2974.50,3018.91,3015.98,2994.09,3010.46,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1582.98,1588.10,1583.75,1585.44,1596.33,,
Indonesia:,,
,
JSX Composite Index,4031.71,4079.38,4090.57,4105.17,4121.55,,
India:,,
,
BSE Sensex Index,"17,052.78","17,257.36","17,121.62","17,058.61","17,404.20",,
Thailand:,,
,
FTSE SET Index,1188.32,1207.29,1204.01,1203.91,1196.77,,
Philippines:,,
,
Manila PSE Index,5029.63,5078.10,5067.66,5085.24,5107.73,,
World:,,
,
MSCI World,1323.38,1322.32,1312.45,1305.42,1312.01,,
Comm Research Index,315.26,315.69,311.72,306.19,308.71,,
Moody's Comm Index,6357.53,6361.16,6339.45,6288.64,n/a,,
LME Index,3626.5,3624.5,3561.2,3547.7,3581.4,,
,
Source: Thomson Reuters,
