Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-11-13T17:30:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 7,Nov 8,Nov 9,Nov 10,Nov 11,,
New York:,,
,
DJ Indust,"12,068.39","12,170.18","11,780.94","11,893.79","12,153.68",,
DJ Opening,"11,983.02","12,055.52","12,166.40","11,780.03","11,896.28",,
Day's High,"12,074.44","12,187.51","12,166.40","11,961.14","12,179.72",,
Day's low,"11,880.69","12,002.17","11,736.93","11,779.88","11,896.28",,
Nasdaq Comp,2695.25,2727.49,2621.65,2625.15,2678.75,,
S&P 500 Index,1261.12,1275.92,1229.1,1239.69,1263.85,,
Wilshire 5000,"13,190.25","13,345.60","12,869.23","12,950.20","13,195.38",,
NYSE volume ('000),"78,193","87,814","1,112,791","89,509","76,172",,
NYSE rises,1625,2214,285,2078,2581,,
NYSE falls,1324,762,2743,899,420,,
Transport,4909.86,4968.89,4779.53,4840.92,4977.98,,
NYSE Comp,7590.43,7671.91,7353.45,7423.68,7576.18,,
AMEX Index,2311.87,2339.89,2261.01,2262.53,2305.68,,
Canada:,,
,
DJ S&P TSX Index,"12,461.98","12,488.85","12,156.22","12,108.87","12,276.85",,
London:,,
,
FTSE 100 Index,5510.82,5567.34,5460.38,5444.82,5545.38,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2275.92,2303.20,2249.39,2254.92,2324.81,,
Germany:,,
,
German Xetra Dax,5928.68,5961.44,5829.54,5867.81,6057.03,,
France:,,
,
CAC Index,3103.60,3143.30,3075.16,3064.84,3149.38,,
Switzerland:,,
,
Swiss Market Index,5645.96,5682.65,5607.85,5565.78,5649.03,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,514.38","32,670.42","32,017.01","32,216.61","32,261.65",,
JSE Africa Gold Index,3226.39,3226.09,3225.65,3173.18,3182.78,,
Italy:,,
,
FTSE Italia All Share Index,"16,381.14","16,474.78","15,876.73","15,995.54","16,532.50",,
Spain:,,
,
IBEX 35,8476.4,8518.5,8340.6,8310.9,8556.1,,
New Zealand:,,
,
NZ Top 50 Capital,3342.19,3351.24,3353.56,3318.87,3322.01,,
NZ Top 10 Capital,862.06,865.19,863.22,854.94,855.05,,
Tokyo:,,
,
Nikkei 225 Index,8767.09,8655.51,8755.44,8500.80,8514.47,,
Nikkei high,8779.55,8772.04,8762.98,8600.21,8566.49,,
Nikkei low,8741.25,8644.00,8678.78,8500.67,8485.77,,
Nikkei 300 Index,151.83,149.40,151.68,147.83,147.57,,
Topix Index,750.45,738.03,749.40,730.30,729.13,,
Nikkei vol (mil),1450,1845,1800,1963,1663,,
Hong Kong:,,
,
Hang Seng Index,"19,677.89","19,678.47","20,014.43","18,963.89","19,137.17",,
China:,,
,
Shanghai A Index,2628.84,2622.63,2644.67,2597.12,2598.70,,
Korea:,,
,
Seoul KOSPI,1919.10,1903.14,1907.53,1813.25,1863.45,,
Taiwan:,,
,
TAIEX Index,7621.72,7600.79,7561.86,7308.68,7367.29,,
Singapore:,,
,
Straits Times Index,Closed,2866.52,2858.66,2786.90,2790.94,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,Closed,1480.46,1489.64,1472.65,1468.75,,
Indonesia:,,
,
JSX Composite Index,3778.24,3805.65,3857.36,3783.88,3778.89,,
India:,,
,
BSE Sensex Index,Closed,"17,569.53","17,362.10",Closed,"17,192.82",,
Thailand:,,
,
FTSE SET Index,956.02,983.44,967.84,968.30,970.97,,
Philippines:,,
,
Manila PSE Index,Closed,4314.67,4346.20,4285.06,4312.96,,
World:,,
,
MSCI World,1204.97,1215.69,1180.59,1178.92,1205.46,,
Comm Research Index,321.43,322.82,318.66,319.12,320.40,,
Moody's Comm Index,6402.39,6368.23,6390.44,6332.39,6242.82,,
LME Index,3427.3,3429.7,3364.8,3326.2,3384.5,,
,
Source: Thomson Reuters,
