Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-09-12T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 7,Sep 8,Sep 9,Sep 10,Sep 11,,
New York:,,
,
DJ Indust,Closed,"16,492.68","16,253.57","16,330.40","16,433.09",,
DJ Opening,–,"16,109.93","16,505.04","16,252.57","16,330.40",,
Day's High,–,"16,503.41","16,664.65","16,441.94","16,434.76",,
Day's low,–,"16,109.93","16,220.10","16,212.08","16,244.65",,
Nasdaq Comp,–,4811.93,4756.53,4796.25,4822.34,,
S&P 500 Index,–,1969.41,1942.04,1952.29,1961.05,,
Wilshire 5000,–,"20,795.28","20,516.79","20,610.16","20,691.66",,
NYSE volume ('000),–,849057,917911,928116,n/a,,
NYSE rises,–,n/a,n/a,n/a,n/a,,
NYSE falls,–,n/a,n/a,n/a,n/a,,
Transport,–,8012.86,7956.22,8030.48,8051.62,,
NYSE Comp,–,"10,109.68",9988.91,"10,019.39","10,040.22",,
AMEX Index,–,2183.24,2160.29,2172.12,2162.06,,
Canada:,,
,
DJ S&P TSX Index,Closed,"13,630.67","13,531.85","13,569.89","13,461.47",,
London:,,
,
FTSE 100 Index,6074.52,6146.10,6229.01,6155.81,6117.76,,
Europe:,,
,
EURO STOXX 50 Index,3197.97,3233.84,3269.98,3221.14,3187.94,,
Germany:,,
,
German Xetra Dax,"10,108.61","10,271.36","10,303.12","10,210.44","10,123.56",,
France:,,
,
CAC Index,4549.64,4598.26,4664.59,4596.53,4548.72,,
Switzerland:,,
,
Swiss Market Index,8705.53,8760.95,8871.92,8778.76,8772.44,,
Johannesburg:,,
,
FTSE JSE All Share Index,"48,847.05","49,573.49","49,723.55","49,528.13","48,930.64",,
JSE Africa Gold Index,945.07,979.71,969.58,980.38,900.85,,
Italy:,,
,
FTSE Italia All Share Index,"23,218.33","23,564.72","23,742.54","23,531.31","23,389.55",,
Spain:,,
,
IBEX 35,9805.4,9866.2,"10,037.8",9859.0,9737.9,,
New Zealand:,,
,
NZ Top 50 Capital,5572.73,5610.31,5671.42,5670.99,5648.23,,
NZ Top 10 Capital,1138.91,1150.73,1167.08,1167.88,1157.08,,
Tokyo:,,
,
Nikkei 225 Index,"17,860.47","17,427.08","18,770.51","18,299.62","18,264.22",,
Nikkei high,"18,013.64","17,962.56","18,770.51","18,420.56","18,362.99",,
Nikkei low,"17,478.72","17,415.61","17,756.76","17,956.15","18,124.35",,
Nikkei 300 Index,294.07,288.25,307.47,300.98,300.65,,
Topix Index,1445.65,1416.71,1507.37,1479.52,1480.23,,
Hong Kong:,,
,
Hang Seng Index,"20,583.52","21,259.04","22,131.31","21,562.50","21,504.37",,
China:,,
,
Shanghai A Index,3227.37,3321.43,3397.55,3350.19,3352.36,,
Korea:,,
,
Seoul KOSPI,1883.22,1878.68,1934.20,1962.11,1941.37,,
Taiwan:,,
,
TAIEX Index,7986.56,8001.50,8286.92,8268.68,8305.82,,
Singapore:,,
,
Straits Times Index,2852.41,2885.32,2928.18,2888.03,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1582.85,1587.12,1603.36,1614.02,1603.60,,
Indonesia:,,
,
JSX Composite Index,4301.37,4318.59,4347.28,4343.26,4360.47,,
India:,,
,
BSE Sensex Index,"24,893.81","25,317.87","25,719.58","25,622.17","25,610.21",,
Thailand:,,
,
FTSE SET Index,1371.40,1379.32,1396.29,1396.16,1381.72,,
Philippines:,,
,
Manila PSE Index,6926.82,6891.30,6942.47,6893.54,6911.38,,
World:,,
,
MSCI World,1598.65,1627.09,1628.18,1625.40,1626.99,,
Comm Research Index,Closed,198.92,196.32,198.54,197.25,,
Moody's Comm Index,Closed,4945.14,4965.08,4974.28,4974.28,,
LME Index,2370.0,2438.2,2446.1,2466.7,2457.8,,
,
Source: Thomson Reuters,
