Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-02-20T16:00:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,,
New York:,,
,
DJ Indust,"12,268.19","12,226.64","12,288.17","12,318.14","12,391.25",,
DJ Opening,"12,266.83","12,266.75","12,219.79","12,287.72","12,318.67",,
Day's High,"12,276.21","12,267.66","12,303.16","12,331.31","12,391.29",,
Day's low,"12,235.91","12,193.27","12,219.79","12,253.24","12,303.23",,
Nasdaq Comp,2817.18,2804.35,2825.56,2831.58,2833.95,,
S&P 500 Index,1332.32,1328.01,1336.32,1340.43,1343.01,,
Wilshire 5000,"14,084.06","14,028.04","14,122.65","14,174.32","14,193.72",,
NYSE volume ('000),"81,489","92,735","92,641","88,098","1,160,827",,
NYSE rises,1652,1131,2256,1868,1718,,
NYSE falls,1329,1828,745,1126,1272,,
Transport,5217.90,5231.04,5285.52,5298.10,5296.20,,
NYSE Comp,8405.15,8383.67,8453.76,8497.41,8507.90,,
AMEX Index,2275.87,2292.97,2307.63,2332.96,2346.81,,
Canada:,,
,
DJ S&P TSX Index,"13,910.77","13,929.35","14,059.18","14,136.15","14,123.11",,
London:,,
,
FTSE 100 Index,6060.09,6037.08,6085.27,6087.38,6082.99,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3018.38,3030.46,3061.92,3064.54,3068.00,,
Germany:,,
,
German Xetra Dax,7396.63,7400.04,7414.30,7405.51,7426.81,,
France:,,
,
CAC Index,4096.62,4110.34,4151.26,4152.31,4157.14,,
Switzerland:,,
,
Swiss Market Index,6666.06,6690.90,6711.65,6706.47,6717.25,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,094.06","33,060.28","32,778.12","32,722.91","32,514.03",,
JSE Africa Gold Index,2637.15,2676.59,2676.37,2708.42,2752.36,,
Italy:,,
,
FTSE Italia All Share Index,"23,260.31","23,422.55","23,736.11","23,740.79","23,639.97",,
Spain:,,
,
IBEX 35,"10,774.7","10,826.2","11,047.8","11,113.0","11,068.1",,
New Zealand:,,
,
NZ Top 50 Capital,3383.47,3390.09,3384.48,3395.70,3412.74,,
NZ Top 10 Capital,881.04,883.75,882.21,886.48,892.50,,
Tokyo:,,
,
Nikkei 225 Index,"10,725.54","10,746.67","10,808.29","10,836.64","10,842.80",,
Nikkei high,"10,725.54","10,760.99","10,842.31",10891.6,"10,862.43",,
Nikkei low,"10,674.44","10,712.49","10,752.61",10820.48,"10,810.12",,
Nikkei 300 Index,194.95,195.67,196.65,198.20,198.07,,
Topix Index,959.19,962.57,967.30,974.14,973.60,,
Nikkei vol (mil),2077,2031,2608,2444,2156,,
Hong Kong:,,
,
Hang Seng Index,"23,121.06","22,899.78","23,156.97","23,301.84","23,595.24",,
China:,,
,
Shanghai A Index,3035.72,3035.87,3061.70,3064.93,3036.30,,
Korea:,,
,
Seoul KOSPI,2014.59,2010.52,1989.11,1977.22,2013.14,,
Taiwan:,,
,
TAIEX Index,8685.47,8721.93,8712.96,8683.88,8843.84,,
Singapore:,,
,
Straits Times Index,3104.42,3080.66,3094.72,3082.83,3086.92,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1505.33,Closed,1506.30,1508.56,1517.56,,
Indonesia:,,
,
JSX Composite Index,3416.77,Closed,3416.79,3434.38,3501.50,,
India:,,
,
BSE Sensex Index,"18,202.20","18,273.80","18,300.90","18,506.82","18,211.52",,
Thailand:,,
,
FTSE SET Index,967.07,968.49,982.07,995.57,Closed,,
Philippines:,,
,
Manila PSE Index,3796.73,3790.78,3812.04,3866.38,3851.24,,
World:,,
,
MSCI World,1344.83,1344.27,1352.0,1359.68,1362.6,,
Comm Research Index,338.76,336.38,338.30,341.37,341.88,,
Moody's Comm Index,7014.77,7041.88,7036.13,7037.62,7060.85,,
LME Index,4478.4,4432.9,4384.1,4372.1,4429.4,,
,
Source: Thomson Reuters,
