Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-08-16T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,,
New York:,,
,
DJ Indust,"16,569.98","16,560.54","16,651.80","16,713.58","16,662.91",,
DJ Opening,"16,557.27","16,565.55","16,567.54","16,657.32","16,717.01",,
Day's High,"16,627.99","16,589.31","16,670.29","16,714.22","16,775.27",,
Day's low,"16,557.27","16,518.06","16,567.54","16,651.67","16,575.42",,
Nasdaq Comp,4401.33,4389.25,4434.13,4453.00,4464.93,,
S&P 500 Index,1936.92,1933.75,1946.72,1955.18,1955.06,,
Wilshire 5000,"20,527.13","20,476.17","20,617.51","20,704.33","20,704.88",,
NYSE volume ('000),593730,542280,558320,516004,n/a,,
NYSE rises,na/,na/,na/,na/,n/a,,
NYSE falls,na/,na/,na/,na/,n/a,,
Transport,8156.65,8153.80,8209.57,8264.15,8264.12,,
NYSE Comp,"10,722.79","10,705.78","10,756.18","10,802.63","10,796.03",,
AMEX Index,2684.50,2687.44,2690.13,2704.64,n/a,,
Canada:,,
,
DJ S&P TSX Index,"15,261.64","15,274.23","15,262.73","15,291.18","15,304.24",,
London:,,
,
FTSE 100 Index,6632.82,6632.42,6656.68,6685.26,6689.08,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3047.56,3023.77,3056.17,3058.16,3033.52,,
Germany:,,
,
German Xetra Dax,9180.74,9069.47,9198.88,9225.10,9092.60,,
France:,,
,
CAC Index,4197.70,4162.16,4194.79,4205.43,4174.36,,
Switzerland:,,
,
Swiss Market Index,8329.86,8329.80,8388.71,8430.10,8366.73,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,523.27","51,449.01","51,266.51","51,073.90","51,257.72",,
JSE Africa Gold Index,1558.92,1549.62,1519.16,1518.10,1491.62,,
Italy:,,
,
FTSE Italia All Share Index,"20,646.62","20,607.86","20,716.76","20,665.22",Closed,,
Spain:,,
,
IBEX 35,"10,193.5","10,241.5","10,304.0","10,294.8","10,222.2",,
New Zealand:,,
,
NZ Top 50 Capital,5049.63,5055.81,5054.70,5062.41,5078.08,,
NZ Top 10 Capital,1124.47,1125.19,1125.36,1128.90,1129.94,,
Tokyo:,,
,
Nikkei 225 Index,"15,130.52","15,161.31","15,213.63","15,314.57","15,318.34",,
Nikkei high,"15,161.54","15,235.98","15,235.90","15,338.85","15,328.34",,
Nikkei low,"14,973.71","15,125.93","15,108.53","15,272.90","15,276.99",,
Nikkei 300 Index,252.93,253.94,254.90,256.55,256.50,,
Topix Index,1252.51,1257.69,1262.13,1270.50,1270.68,,
Hong Kong:,,
,
Hang Seng Index,"24,646.02","24,689.41","24,890.34","24,801.36","24,954.94",,
China:,,
,
Shanghai A Index,2329.30,2326.00,2327.17,2309.89,2331.12,,
Korea:,,
,
Seoul KOSPI,2039.37,2041.47,2062.36,2063.22,Closed,,
Taiwan:,,
,
TAIEX Index,9172.91,9163.12,9231.31,9230.61,9206.81,,
Singapore:,,
,
Straits Times Index,3306.45,3303.39,3301.41,3294.83,3314.77,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1849.32,1850.39,1858.04,1861.58,1864.31,,
Indonesia:,,
,
JSX Composite Index,5113.24,5132.40,5168.27,5155.55,5148.96,,
India:,,
,
BSE Sensex Index,"25,519.24","25,880.77","25,918.95","26,103.23",Closed,,
Thailand:,,
,
FTSE SET Index,Closed,Closed,1544.55,1541.97,1546.62,,
Philippines:,,
,
Manila PSE Index,6956.66,6983.49,6986.24,7061.00,7008.51,,
World:,,
,
MSCI World,1701.61,1699.35,1708.74,1715.71,1714.24,,
Comm Research Index,294.51,292.47,291.98,289.48,290.61,,
Moody's Comm Index,6147.28,6134.05,6103.07,6080.38,6080.38,,
LME Index,3256.1,3259.5,3218.9,3197.2,3210.3,,
,
Source: Thomson Reuters,
