Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-08-24T16:45:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,,
New York:,,
,
DJ Indust,"15,010.74","15,002.99","14,897.55","14,963.74","15,010.51",,
DJ Opening,"15,076.79","15,011.82","14,993.81","14,908.60","14,988.78",,
Day's High,"15,106.39","15,074.92","15,019.70","14,989.12","15,025.56",,
Day's low,"15,005.42","14,992.16","14,880.84","14,899.00","14,931.24",,
Nasdaq Comp,3589.09,3613.59,3599.79,3638.71,3657.79,,
S&P 500 Index,1646.06,1652.35,1642.80,1656.96,1663.50,,
Wilshire 5000,"17,456.80","17,557.21","17,460.19","17,619.99","17,688.42",,
NYSE volume ('000),"63,946,600","63,305,800","65,656,700","57,276,600","57,151,400",,
NYSE rises, 576,2327, 836,2550,2042,,
NYSE falls,2487,714,2191,478,969,,
Transport,6328.63,6385.89,6347.44,6472.54,6479.85,,
NYSE Comp,9385.89,9421.56,9339.38,9425.78,9474.82,,
AMEX Index,2325.07,2342.58,2299.38,2309.93,2329.23,,
Canada:,,
,
DJ S&P TSX Index,"12,588.02","12,670.11","12,573.08","12,674.35","12,762.30",,
London:,,
,
FTSE 100 Index,6465.73,6453.46,6390.84,6446.87,6492.10,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2823.35,2787.98,2774.58,2812.32,2826.05,,
Germany:,,
,
German Xetra Dax,8366.29,8300.03,8285.41,8397.89,8416.99,,
France:,,
,
CAC Index,4083.98,4028.93,4015.09,4059.12,4069.47,,
Switzerland:,,
,
Swiss Market Index,7939.42,7935.89,7887.14,7988.60,8006.90,,
Johannesburg:,,
,
FTSE JSE All Share Index,"42,920.22","42,765.22","42,762.37","43,014.44","42,994.92",,
JSE Africa Gold Index,1388.85,1413.46,1447.17,1367.76,1335.14,,
Italy:,,
,
FTSE Italia All Share Index,"18,298.62","18,030.91","17,909.83","18,337.14","18,390.51",,
Spain:,,
,
IBEX 35,8657.1,8502.4,8461.8,8629.7,8686.8,,
New Zealand:,,
,
NZ Top 50 Capital,4503.22,4508.36,4551.51,4529.86,4524.21,,
NZ Top 10 Capital,1065.95,1068.59,1084.91,1074.65,1071.00,,
Tokyo:,,
,
Nikkei 225 Index,"13,758.13","13,396.38","13,424.33","13,365.17","13,660.55",,
Nikkei high,"13,758.13","13,730.09","13,499.99","13,447.33","13,774.66",,
Nikkei low,"13,589.78","13,383.18","13,250.36","13,238.73","13,575.40",,
Nikkei 300 Index,234.43,229.47,228.80,228.26,232.96,,
Topix Index,1149.13,1125.27,1121.74,1119.56,1141.63,,
Hong Kong:,,
,
Hang Seng Index,"22,463.70","21,970.29","21,817.73","21,895.40","21,863.51",,
China:,,
,
Shanghai A Index,2182.77,2169.07,2169.47,2163.35,2153.17,,
Korea:,,
,
Seoul KOSPI,1917.64,1887.85,1867.46,1849.12,1870.16,,
Taiwan:,,
,
TAIEX Index,7900.21,7832.65,7832.65,7814.38,7873.31,,
Singapore:,,
,
Straits Times Index,3173.33,3128.75,3108.99,3089.40,3088.85,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1778.36,1745.42,1744.85,1720.37,1721.07,,
Indonesia:,,
,
JSX Composite Index,4313.52,4174.98,4218.45,4171.41,4169.83,,
India:,,
,
BSE Sensex Index,"18,307.52","18,246.04","17,905.91","18,312.94","18,519.44",,
Thailand:,,
,
FTSE SET Index,1398.48,1370.86,1355.14,1351.81,1338.13,,
Philippines:,,
,
Manila PSE Index,6580.71,6525.95,Closed,6136.73,6161.21,,
World:,,
,
MSCI World,1501.39,1500.59,1489.65,1497.80,1508.49,,
Comm Research Index,293.64,290.90,290.34,288.90,291.36,,
Moody's Comm Index,6137.37,6166.04,5824.06,6086.11, 6067.71,,
LME Index,3186.1,3189.2,3152.0,3168.8,3183.5,,
,
Source: Thomson Reuters,
