Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-12-23T18:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 17,Dec 18,Dec 19,Dec 20,Dec 21,,
New York:,,
,
DJ Indust,"13,235.39","13,350.96","13,251.97","13,311.72","13,190.84",,
DJ Opening,"13,135.17","13,236.61","13,351.04","13,246.67","13,309.95",,
Day's High,"13,244.33","13,365.86","13,357.70","13,314.64","13,309.95",,
Day's low,"13,134.63","13,232.58","13,251.74","13,216.03","13,122.53",,
Nasdaq Comp,3010.60,3054.53,3044.36,3050.39,3021.01,,
S&P 500 Index,1430.36,1446.79,1435.81,1443.69,1430.15,,
Wilshire 5000,"14,985.05","15,164.49","15,079.30","15,161.30","15,026.59",,
NYSE volume ('000),"69,911","81,713","74,665","67,826","1,880",,
NYSE rises,2011,2248,1489,2045,984,,
NYSE falls,1007,793,1509,952,2015,,
Transport,5226.71,5310.75,5320.78,5357.81,5340.80,,
NYSE Comp,8407.01,8499.35,8463.82,8516.43,8443.16,,
AMEX Index,2381.65,2378.48,2348.73,2361.20,2352.13,,
Canada:,,
,
DJ S&P TSX Index,"12,281.35","12,334.34","12,403.63","12,388.71","12,385.70",,
London:,,
,
FTSE 100 Index,5912.15,5935.90,5961.59,5958.34,5939.99,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2628.01,2643.50,2654.69,2658.30,2651.09,,
Germany:,,
,
German Xetra Dax,7604.94,7653.58,7668.50,7672.10,7636.23,,
France:,,
,
CAC Index,3638.10,3648.63,3664.59,3666.73,3661.40,,
Switzerland:,,
,
Swiss Market Index,6897.10,6912.09,6946.07,6912.79,6889.54,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"38,879.70","39,164.84","39,220.96","39,124.58",,
JSE Africa Gold Index,–,2231.01,2217.74,2194.71,2200.99,,
Italy:,,
,
FTSE Italia All Share Index,"16,896.12","17,041.63","17,237.17","17,299.67","17,235.71",,
Spain:,,
,
IBEX 35,8040.3,8168.8,8264.2,8264.2,8291.0,,
New Zealand:,,
,
NZ Top 50 Capital,3966.49,3979.25,4023.00,4075.45,4054.74,,
NZ Top 10 Capital,938.82,946.59,961.99,977.99,969.55,,
Tokyo:,,
,
Nikkei 225 Index,9828.88,9923.01,"10,160.40","10,039.33",9940.06,,
Nikkei high,9903.35,9967.24,"10,160.40","10,147.68","10,175.06",,
Nikkei low,9826.30,9848.87,"10,016.98","10,028.65",9924.42,,
Nikkei 300 Index,163.72,165.72,170.55,170.08,168.70,,
Topix Index,807.84,816.85,839.34,838.61,832.72,,
Nikkei vol (mil),2853,3430,4034,3744,3612,,
Hong Kong:,,
,
Hang Seng Index,"22,513.61","22,494.73","22,623.37","22,659.78","22,506.29",,
China:,,
,
Shanghai A Index,2262.31,2264.50,2264.25,2270.67,2254.83,,
Korea:,,
,
Seoul KOSPI,1983.07,1993.09,Closed,1999.50,1980.42,,
Taiwan:,,
,
TAIEX Index,7631.28,7643.74,7677.47,7595.46,7519.93,,
Singapore:,,
,
Straits Times Index,3158.70,3156.79,3158.57,3175.52,3163.56,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1648.58,1659.44,1665.64,1670.60,1658.85,,
Indonesia:,,
,
JSX Composite Index,4315.86,4301.44,4275.86,4254.82,4250.21,,
India:,,
,
BSE Sensex Index,"19,244.42","19,364.75","19,476.00","19,453.92","19,242.00",,
Thailand:,,
,
FTSE SET Index,1359.09,1362.94,1378.40,1377.40,1373.38,,
Philippines:,,
,
Manila PSE Index,5623.85,5636.59,5752.39,5797.74,5823.94,,
World:,,
,
MSCI World,1335.21,1347.92,1348.90,1351.85,1341.06,,
Comm Research Index,295.99,296.04,296.06,294.94,294.58,,
Moody's Comm Index,6411.31,6416.62,6366.70,6312.32,n/a,,
LME Index,3510,3500.1,3470.5,3417.5,3437.0,,
,
Source: Thomson Reuters,
