Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-09-25T17:00:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,,
New York:,,
,
DJ Indust,"11,401.01","11,408.66","11,124.84","10,733.83","10,771.48",,
DJ Opening,"11,506.67","11,401.47","11,408.58","11,121.89","10,732.77",,
Day's High,"11,506.82","11,550.22","11,447.86","11,122.12","10,808.49",,
Day's low,"11,255.25","11,373.92","11,117.28","10,597.14","10,638.73",,
Nasdaq Comp,2612.83,2590.24,2538.19,2455.67,2483.23,,
S&P 500 Index,1204.09,1202.09,1166.76,1129.56,1136.43,,
Wilshire 5000,"12,608.19","12,551.16","12,174.01","11,771.72","11,859.33",,
NYSE volume ('000),"90,729","92,513","1,208,231","1,713,135","1,227,233",,
NYSE rises,3060,1099,437,343,1887,,
NYSE falls,667,1891,2577,2724,1097,,
Transport,4586.45,4519.22,4281.16,4149.94,4218.77,,
NYSE Comp,7234.63,7217.52,6981.33,6726.62,6770.73,,
AMEX Index,2200.42,2218.91,2160.96,2072.00,2063.36,,
Canada:,,
,
DJ S&P TSX Index,"12,172.04","12,209.88","11,955.01","11,562.51","11,462.87",,
London:,,
,
FTSE 100 Index,5259.56,5363.71,5288.41,5041.61,5066.81,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2096.10,2140.41,2098.49,1995.75,2026.03,,
Germany:,,
,
German Xetra Dax,5415.91,5571.68,5433.80,5164.21,5196.56,,
France:,,
,
CAC Index,2940.00,2984.05,2935.82,2781.68,2810.11,,
Switzerland:,,
,
Swiss Market Index,5360.56,5471.40,5475.34,5288.48,5298.83,,
Johannesburg:,,
,
FTSE JSE All Share Index,"30,959.59","31,343.90","31,311.17","30,323.04","30,061.21",,
JSE Africa Gold Index,3006.15,3045.44,3165.71,3124.00,2963.90,,
Italy:,,
,
FTSE Italia All Share Index,"14,968.89","15,221.75","15,013.44","14,320.07","14,466.30",,
Spain:,,
,
IBEX 35,8222.7,8362.2,8210.3,7830.8,7996.9,,
New Zealand:,,
,
NZ Top 50 Capital,3288.31,3290.62,3308.83,3312.29,3282.71,,
NZ Top 10 Capital,855.87,858.97,865.40,870.04,864.27,,
Tokyo:,,
,
Nikkei 225 Index,Closed,8721.24,8741.16,8560.26,Closed,,
Nikkei high,–,8771.72,8771.62,8643.02,–,,
Nikkei low,–,8704.23,8707.16,8545.46,–,,
Nikkei 300 Index,–,152.87,153.52,150.71,–,,
Topix Index,–,755.04,757.13,744.54,–,,
Nikkei vol (mil),–,n/a,1442,1704,–,,
Hong Kong:,,
,
Hang Seng Index,"18,917.95","19,014.80","18,824.17","17,911.95","17,668.83",,
China:,,
,
Shanghai A Index,2553.37,2563.82,2632.08,2558.85,2548.52,,
Korea:,,
,
Seoul KOSPI,1820.94,1837.97,1854.28,1800.55,1697.44,,
Taiwan:,,
,
TAIEX Index,7480.88,7492.85,7535.88,7305.50,7046.22,,
Singapore:,,
,
Straits Times Index,2757.23,2780.84,2791.79,2720.53,2698.80,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1413.12,1410.64,1419.04,1387.81,1365.94,,
Indonesia:,,
,
JSX Composite Index,3755.05,3752.11,3697.49,3369.14,3426.35,,
India:,,
,
BSE Sensex Index,"16,745.35","17,099.28","17,065.15","16,361.15","16,162.06",,
Thailand:,,
,
FTSE SET Index,1017.19,1026.28,1029.59,990.59,958.16,,
Philippines:,,
,
Manila PSE Index,4307.99,4219.82,4204.29,4096.10,3885.96,,
World:,,
,
MSCI World,1156.53,1161.94,1137.18,1089.33,1094.9,,
Comm Research Index,323.78,325.04,321.62,307.43,302.06,,
Moody's Comm Index,6851.80,6742.99,6730.36,6688.18,6471.20,,
LME Index,3708.2,3691.2,3659.6,3424.2,3314.4,,
,
Source: Thomson Reuters,
