Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-11-21T13:30:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,,
New York:,,
,
DJ Indust,"17,483.01","17,489.50","17,737.16","17,732.75","17,823.81",,
DJ Opening,"17,229.94","17,486.99","17,485.49","17,739.83","17,732.75",,
Day's High,"17,483.01","17,599.33","17,752.16","17,772.97","17,914.34",,
Day's low,"17,210.43","17,451.41","17,485.49","17,681.98","17,732.75",,
Nasdaq Comp,4984.62,4986.02,5075.20,5073.64,5104.92,,
S&P 500 Index,2053.19,2050.44,2083.58,2081.24,2089.17,,
Wilshire 5000,"21,334.84","21,300.74","21,638.00","21,606.42","21,681.31",,
NYSE volume ('000),947920,865912,1075219,909667,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8052.05,8058.30,8191.33,8272.56,8301.80,,
NYSE Comp,"10,299.40","10,285.76","10,429.60","10,431.46","10,444.20",,
NYSE AMEX Comp Idx,2231.46,2231.49,2249.27,2263.85,2247.08,,
Canada:,,
,
DJ S&P TSX Index,"13,317.52","13,280.39","13,399.97","13,473.83","13,433.49",,
London:,,
,
FTSE 100 Index,6146.38,6268.76,6278.97,6329.93,6334.63,,
Europe:,,
,
EURO STOXX 50 Index,3362.23,3451.94,3431.92,3448.93,3452.45,,
Germany:,,
,
German Xetra Dax,"10,713.23","10,971.04","10,959.95","11,085.44","11,119.83",,
France:,,
,
CAC Index,4804.31,4937.31,4906.72,4915.10,4910.97,,
Switzerland:,,
,
Swiss Market Index,8727.09,8952.58,8990.96,9008.65,9015.83,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,547.38","51,981.65","51,654.54","52,116.26","52,240.58",,
JSE Africa Gold Index,898.46,858.78,836.01,909.35,903.06,,
Italy:,,
,
FTSE Italia All Share Index,"23,516.32","24,020.95","23,813.36","23,922.91","23,876.20",,
Spain:,,
,
IBEX 35,"10,124.5","10,363.8","10,261.1","10,354.7","10,290.3",,
New Zealand:,,
,
NZ Top 50 Capital,5961.67,5967.61,5979.81,5995.25,6008.52,,
NZ Top 10 Capital,1190.57,1189.66,1192.09,1193.32,1202.25,,
Tokyo:,,
,
Nikkei 225 Index,"19,393.69","19,630.63","19,649.18","19,859.81","19,879.81",,
Nikkei high,"19,451.09","19,726.01","19,840.00","19,959.06","19,879.81",,
Nikkei low,"19,252.04","19,628.84","19,643.97","19,761.56","19,715.74",,
Nikkei 300 Index,316.88,319.85,320.22,323.05,323.21,,
Topix Index,1571.53,1586.11,1586.53,1600.38,1603.18,,
Hong Kong:,,
,
Hang Seng Index,"22,010.82","22,264.25","22,188.26","22,500.22","22,754.72",,
China:,,
,
Shanghai A Index,3777.33,3775.03,3737.03,3787.89,3801.97,,
Korea:,,
,
Seoul KOSPI,1943.02,1963.58,1962.88,1988.91,1989.86,,
Taiwan:,,
,
TAIEX Index,8295.40,8419.42,8340.47,8477.20,8465.45,,
Singapore:,,
,
Straits Times Index,2915.73,2916.78,2886.08,2919.83,2917.91,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1656.00,1661.53,1656.50,1660.06,1661.89,,
Indonesia:,,
,
JSX Composite Index,4442.18,4500.95,4497.91,4518.94,4561.33,,
India:,,
,
BSE Sensex Index,"25,760.10","25,864.47","25,482.52","25,841.92","25,868.49",,
Thailand:,,
,
FTSE SET Index,1388.62,1390.17,1376.82,1384.97,1393.84,,
Philippines:,,
,
Manila PSE Index,6772.92,6825.38,Closed,Closed,6932.81,,
World:,,
,
MSCI World,1667.45,1676.10,1691.55,1700.56,1702.83,,
Comm Research Index,185.93,184.22,184.11,184.63,184.24,,
Moody's Comm Index,4710.83,4738.69,4685.59,4672.88,4672.88,,
LME Index,2178.6,2172.2,2147.7,2152.6,2135.2,,
,
Source: Thomson Reuters,
